Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-63.7,NaN,21.3,,
0.0010,1,-63.8,0.0010,21.3,,
0.0025,2,-63.6,0.0015,21.3,,
0.0050,3,-63.7,0.0025,21.3,,
0.0085,4,-63.6,0.0030,21.3,,
0.0150,5,-63.5,0.0060,21.3,,
0.0230,6,-63.2,0.0075,21.3,,
0.0315,7,-62.5,0.0075,21.3,,
0.0400,8,-61.7,0.0075,21.3,,
0.0485,9,-61.0,0.0085,21.3,,
0.0560,10,-60.1,0.0070,21.3,,
0.0645,11,-59.0,0.0075,21.3,,
0.0725,12,-57.7,0.0075,21.3,,
0.0810,13,-56.6,0.0075,21.3,,
0.0895,14,-55.4,0.0075,21.3,,
0.0970,15,-54.2,0.0070,21.3,,
0.1055,16,-52.7,0.0075,21.3,,
0.1140,17,-51.1,0.0075,21.3,,
0.1225,18,-49.7,0.0075,21.3,,
0.1310,19,-48.0,0.0075,21.3,,
0.1390,20,-46.1,0.0075,21.3,,
0.1470,21,-44.4,0.0075,21.3,,
0.1550,22,-42.4,0.0075,21.3,,
0.1635,23,-40.4,0.0075,21.3,,
0.1720,24,-38.1,0.0075,21.3,,
0.1805,25,-35.8,0.0075,21.3,,
0.1890,26,-33.5,0.0075,21.3,,
0.1965,27,-31.3,0.0070,21.3,,
0.2050,28,-28.7,0.0075,21.3,,
0.2135,29,-25.8,0.0075,21.3,,
0.2215,30,-22.9,0.0075,21.3,,
0.2300,31,-20.1,0.0075,21.3,,
0.2385,32,-17.2,0.0075,21.3,,
0.2460,33,-14.9,0.0070,21.3,,
0.2545,34,-12.2,0.0075,21.3,,
0.2630,35,-9.9,0.0075,21.3,,
0.2715,36,-7.9,0.0075,21.3,,
0.2795,37,-5.8,0.0075,21.3,,
0.2880,38,-3.9,0.0075,21.3,,
0.2955,39,-2.4,0.0070,21.3,,
0.3040,40,-0.9,0.0075,21.3,,
0.3125,41,0.5,0.0075,21.3,,
0.3210,42,2.0,0.0075,21.3,,
0.3295,43,3.4,0.0075,21.3,,
0.3375,44,4.6,0.0075,21.3,,
0.3455,45,5.8,0.0075,21.3,,
0.3535,46,7.0,0.0075,21.3,,
0.3620,47,8.3,0.0075,21.3,,
0.3705,48,9.5,0.0075,21.3,,
0.3790,49,10.5,0.0075,21.3,,
0.3875,50,11.7,0.0075,21.3,,
0.3950,51,12.6,0.0070,21.3,,
0.4035,52,13.8,0.0075,21.3,,
0.4120,53,14.8,0.0075,21.3,,
0.4200,54,15.7,0.0075,21.3,,
0.4285,55,16.8,0.0070,21.3,,
0.4370,56,17.8,0.0075,21.3,,
0.4445,57,18.7,0.0070,21.3,,
0.4530,58,19.6,0.0075,21.3,,
0.4615,59,20.4,0.0075,21.3,,
0.4700,60,21.5,0.0075,21.3,,
0.4780,61,22.4,0.0075,21.3,,
0.4865,62,23.2,0.0075,21.3,,
0.4940,63,24.0,0.0070,21.3,,
0.5025,64,24.9,0.0075,21.3,,
0.5110,65,26.0,0.0075,21.3,,
0.5195,66,26.8,0.0075,21.3,,
0.5280,67,27.5,0.0075,21.3,,
0.5365,68,28.5,0.0075,21.3,,
0.5445,69,29.1,0.0080,21.3,,
0.5520,70,30.1,0.0070,21.3,,
0.5605,71,30.9,0.0075,21.3,,
0.5690,72,31.8,0.0075,21.3,,
0.5775,73,32.9,0.0075,21.3,,
0.5860,74,33.8,0.0075,21.3,,
0.5935,75,34.5,0.0070,21.3,,
0.6020,76,35.3,0.0075,21.3,,
0.6105,77,36.2,0.0075,21.3,,
0.6185,78,37.1,0.0075,21.3,,
0.6270,79,38.0,0.0075,21.3,,
0.6355,80,38.8,0.0075,21.3,,
0.6430,81,39.6,0.0070,21.3,,
0.6515,82,40.6,0.0075,21.3,,
0.6600,83,41.6,0.0075,21.3,,
0.6685,84,42.3,0.0075,21.3,,
0.6770,85,43.3,0.0075,21.3,,
0.6850,86,44.3,0.0075,21.3,,
0.6935,87,44.8,0.0075,21.3,,
0.7010,88,45.9,0.0070,21.3,,
0.7095,89,46.7,0.0075,21.3,,
0.7180,90,47.7,0.0075,21.3,,
0.7265,91,48.6,0.0075,21.3,,
0.7350,92,49.5,0.0075,21.3,,
0.7425,93,50.3,0.0070,21.3,,
0.7510,94,51.0,0.0075,21.3,,
0.7590,95,52.1,0.0075,21.3,,
0.7675,96,53.0,0.0075,21.3,,
0.7760,97,53.8,0.0075,21.3,,
0.7845,98,54.7,0.0075,21.3,,
0.7920,99,55.4,0.0070,21.3,,
0.8005,100,56.5,0.0075,21.3,,
0.8090,101,57.5,0.0075,21.3,,
0.8175,102,58.3,0.0075,21.3,,
0.8255,103,59.1,0.0075,21.3,,
0.8340,104,60.1,0.0075,21.3,,
0.8425,105,60.9,0.0075,21.3,,
0.8500,106,61.9,0.0070,21.3,,
0.8585,107,62.7,0.0075,21.3,,
0.8670,108,63.6,0.0075,21.3,,
0.8755,109,64.7,0.0075,21.3,,
0.8835,110,65.5,0.0075,21.3,,
0.8915,111,66.4,0.0075,21.3,,
0.8995,112,67.2,0.0075,21.3,,
0.9080,113,68.2,0.0075,21.3,,
0.9165,114,69.3,0.0075,21.3,,
0.9250,115,70.1,0.0075,21.3,,
0.9335,116,71.0,0.0075,21.3,,
0.9420,117,71.8,0.0075,21.3,,
0.9495,118,73.0,0.0070,21.3,,
0.9575,119,74.1,0.0075,21.3,,
0.9660,120,74.9,0.0075,21.3,,
0.9745,121,75.9,0.0075,21.3,,
0.9830,122,77.0,0.0075,21.3,,
0.9915,123,77.8,0.0085,21.3,,
0.9990,124,78.9,0.0070,21.3,,
1.0075,125,79.8,0.0075,21.3,,
1.0160,126,80.9,0.0075,21.3,,
1.0240,127,82.1,0.0075,21.3,,
1.0325,128,83.0,0.0075,21.3,,
1.0410,129,84.0,0.0085,21.3,,
1.0485,130,85.0,0.0070,21.3,,
1.0570,131,86.1,0.0075,21.3,,
1.0655,132,87.2,0.0075,21.3,,
1.0740,133,88.2,0.0075,21.3,,
1.0825,134,89.6,0.0075,21.3,,
1.0900,135,90.5,0.0070,21.3,,
1.0985,136,91.9,0.0075,21.3,,
1.1065,137,93.1,0.0075,21.3,,
1.1150,138,94.5,0.0075,21.3,,
1.1235,139,95.8,0.0075,21.3,,
1.1320,140,97.1,0.0075,21.3,,
1.1395,141,98.4,0.0070,21.3,,
1.1480,142,99.8,0.0075,21.3,,
1.1565,143,101.2,0.0075,21.3,,
1.1650,144,102.6,0.0075,21.3,,
1.1730,145,104.2,0.0075,21.3,,
1.1815,146,105.8,0.0075,21.3,,
1.1890,147,107.2,0.0070,21.3,,
1.1975,148,109.0,0.0075,21.3,,
1.2060,149,110.9,0.0075,21.3,,
1.2145,150,112.7,0.0075,21.3,,
1.2230,151,114.7,0.0075,21.3,,
1.2315,152,116.8,0.0075,21.3,,
1.2390,153,118.7,0.0070,21.3,,
1.2470,154,120.9,0.0075,21.3,,
1.2555,155,123.0,0.0075,21.3,,
1.2640,156,125.4,0.0075,21.3,,
1.2725,157,128.3,0.0075,21.3,,
1.2810,158,131.2,0.0075,21.3,,
1.2885,159,133.9,0.0070,21.3,,
1.2970,160,137.1,0.0075,21.3,,
1.3050,161,140.5,0.0075,21.3,,
1.3135,162,144.1,0.0075,21.3,,
1.3220,163,147.8,0.0075,21.3,,
1.3305,164,151.7,0.0075,21.3,,
1.3380,165,155.4,0.0070,21.3,,
1.3465,166,159.1,0.0075,21.3,,
1.3550,167,162.8,0.0075,21.3,,
1.3635,168,166.1,0.0075,21.3,,
1.3715,169,169.4,0.0075,21.3,,
1.3800,170,172.6,0.0075,21.3,,
1.3875,171,175.0,0.0070,21.3,,
1.3960,172,178.0,0.0075,21.3,,
1.4045,173,180.4,0.0075,21.3,,
1.4130,174,182.7,0.0075,21.3,,
1.4215,175,184.8,0.0075,21.3,,
1.4250,176,185.2,0.0060,21.3,,
1.4250,416,189.3,0.0000,21.4,,
1.4255,417,189.3,0.0005,21.4,,
1.4270,418,189.1,0.0020,21.4,,
1.4295,419,189.3,0.0035,21.4,,
1.4335,420,189.9,0.0050,21.4,,
1.4395,421,190.4,0.0075,21.4,,
1.4475,422,191.5,0.0100,21.4,,
1.4550,423,192.7,0.0105,21.4,,
1.4635,424,194.3,0.0120,21.4,,
1.4720,425,195.8,0.0120,21.4,,
1.4805,426,196.9,0.0105,21.4,,
1.4890,427,198.2,0.0105,21.4,,
1.4975,428,199.6,0.0105,21.4,,
1.5050,429,200.6,0.0105,21.4,,
1.5130,430,201.8,0.0115,21.4,,
1.5215,431,202.7,0.0105,21.4,,
1.5300,432,203.8,0.0105,21.4,,
1.5385,433,204.9,0.0105,21.4,,
1.5470,434,205.7,0.0105,21.4,,
1.5545,435,206.7,0.0105,21.4,,
1.5630,436,207.4,0.0120,21.4,,
1.5715,437,208.4,0.0120,21.4,,
1.5795,438,209.4,0.0100,21.4,,
1.5880,439,210.1,0.0105,21.4,,
1.5965,440,210.7,0.0105,21.4,,
1.6040,441,211.5,0.0105,21.4,,
1.6125,442,212.4,0.0120,21.4,,
1.6210,443,213.2,0.0120,21.4,,
1.6295,444,213.8,0.0105,21.4,,
1.6375,445,214.4,0.0100,21.4,,
1.6460,446,215.3,0.0105,21.4,,
1.6545,447,215.8,0.0120,21.4,,
1.6620,448,216.5,0.0105,21.4,,
1.6705,449,217.0,0.0120,21.4,,
1.6790,450,217.5,0.0105,21.4,,
1.6875,451,218.3,0.0105,21.4,,
1.6955,452,218.8,0.0100,21.4,,
1.7040,453,219.2,0.0120,21.4,,
1.7115,454,219.6,0.0105,21.4,,
1.7200,455,220.2,0.0120,21.4,,
1.7285,456,220.9,0.0105,21.4,,
1.7370,457,221.3,0.0105,21.4,,
1.7455,458,221.7,0.0105,21.4,,
1.7540,459,222.4,0.0105,21.4,,
1.7615,460,222.8,0.0105,21.4,,
1.7695,461,223.3,0.0115,21.4,,
1.7780,462,223.7,0.0120,21.4,,
1.7865,463,224.2,0.0105,21.4,,
1.7950,464,224.7,0.0105,21.4,,
1.8035,465,225.1,0.0105,21.4,,
1.8110,466,225.6,0.0105,21.4,,
1.8195,467,225.9,0.0120,21.4,,
1.8280,468,226.3,0.0120,21.4,,
1.8360,469,226.8,0.0100,21.4,,
1.8445,470,227.1,0.0105,21.4,,
1.8530,471,227.5,0.0105,21.4,,
1.8605,472,227.9,0.0105,21.4,,
1.8690,473,228.3,0.0120,21.4,,
1.8775,474,228.9,0.0120,21.4,,
1.8860,475,229.1,0.0105,21.4,,
1.8940,476,229.3,0.0100,21.4,,
1.9025,477,229.8,0.0105,21.4,,
1.9100,478,230.2,0.0105,21.4,,
1.9185,479,230.6,0.0120,21.4,,
1.9270,480,230.8,0.0120,21.4,,
1.9355,481,231.1,0.0105,21.4,,
1.9440,482,231.6,0.0105,21.4,,
1.9525,483,231.9,0.0105,21.4,,
1.9600,484,232.4,0.0105,21.4,,
1.9680,485,232.5,0.0115,21.4,,
1.9765,486,232.8,0.0120,21.4,,
1.9850,487,233.3,0.0105,21.4,,
1.9935,488,233.4,0.0105,21.4,,
2.0015,489,233.7,0.0100,21.4,,
2.0025,490,234.0,0.0015,21.4,,
2.0025,491,234.1,0.0000,21.4,,
2.0035,492,234.3,0.0015,21.4,,
2.0050,493,234.1,0.0020,21.4,,
2.0075,494,234.3,0.0030,21.4,,
2.0105,495,234.6,0.0035,21.4,,
2.0150,496,234.6,0.0065,21.4,,
2.0170,497,234.7,0.0030,21.4,,
2.0180,498,234.6,0.0015,21.4,,
2.0180,499,234.8,0.0000,21.4,,
2.0190,500,234.9,0.0010,21.4,,
2.0200,501,234.8,0.0010,21.4,,
2.0205,501,235.0,0.0010,21.4,,
2.0205,,235.0,,,EP,
SystemInternal9/2/2026 4:14:03 PM,,,,,,1/1
