Table of Measured Values,,,,,,
Task,T407,,,,,
1.324,163,117.6,20.1,0.0075,,
1.3325,164,120.9,20.1,0.0085,,
1.341,165,124.4,20.1,0.0075,,
1.3495,166,128.2,20.1,0.0075,,
1.3575,167,132,20.1,0.0075,,
1.3655,168,135.2,20.1,0.008,,
1.3735,169,139.1,20.1,0.008,,
1.382,170,143,20.1,0.0075,,
1.3905,171,147.5,20.1,0.0075,,
1.399,172,151.7,20.1,0.0075,,
1.4075,173,155.5,20.1,0.0075,,
1.415,174,158.5,20.1,0.0075,,
1.4235,175,161.3,20.1,0.0085,,
1.432,176,164.3,20.1,0.0075,,
1.4405,177,167.4,20.1,0.0075,,
1.449,178,169.9,20.1,0.0075,,
1.457,179,172.2,20.1,0.0075,,
1.465,180,174.4,20.1,0.008,,
1.473,181,176.2,20.1,0.008,,
1.4815,182,177.8,20.1,0.0075,,
1.49,183,179.5,20.1,0.0075,,
1.4985,184,181.5,20.1,0.0075,,
1.507,185,183,20.1,0.0085,,
1.5145,186,184.5,20.1,0.0075,,
1.519,187,185,20.1,0.0075,,
1.519,427,187.9,20.1,0,,
1.5195,428,187.9,20.1,0.0005,,
1.521,429,187.9,20.1,0.002,,
1.5235,430,188,20.1,0.003,,
1.528,431,188.1,20.1,0.0055,,
1.534,432,188.5,20.1,0.0075,,
1.5425,433,189.4,20.1,0.0105,,
1.55,434,190.1,20.1,0.0105,,
1.5585,435,191,20.1,0.012,,
1.567,436,192.3,20.1,0.0105,,
1.5755,437,193.3,20.1,0.0105,,
1.584,438,194.2,20.1,0.0105,,
1.5925,439,195.1,20.1,0.012,,
1.6,440,196,20.1,0.0105,,
1.608,441,196.9,20.1,0.0115,,
1.6165,442,197.8,20.1,0.0105,,
1.625,443,198.6,20.1,0.0105,,
1.6335,444,199.5,20.1,0.0105,,
1.641,445,200.1,20.1,0.0105,,
1.6495,446,201,20.1,0.012,,
1.658,447,201.7,20.1,0.012,,
1.6665,448,202.3,20.1,0.0105,,
1.675,449,203.1,20.1,0.0105,,
1.6835,450,203.7,20.1,0.0105,,
1.691,451,204.3,20.1,0.0105,,
1.6995,452,205,20.1,0.012,,
1.708,453,205.7,20.1,0.0105,,
1.7165,454,206.2,20.1,0.0105,,
1.7245,455,206.9,20.1,0.01,,
1.733,456,207.5,20.1,0.012,,
1.7405,457,208,20.1,0.0105,,
1.749,458,208.6,20.1,0.012,,
1.7575,459,209.1,20.1,0.0105,,
1.766,460,209.7,20.1,0.0105,,
1.7745,461,210.2,20.1,0.0105,,
1.782,462,210.7,20.1,0.0105,,
1.7905,463,211.1,20.1,0.012,,
1.799,464,211.7,20.1,0.012,,
1.8075,465,212.1,20.1,0.0105,,
1.8155,466,212.7,20.1,0.01,,
1.824,467,213.1,20.1,0.0105,,
1.8315,468,213.4,20.1,0.0105,,
1.84,469,214,20.1,0.012,,
1.8485,470,214.5,20.1,0.012,,
1.857,471,214.9,20.1,0.0105,,
1.8655,472,215.3,20.1,0.0105,,
1.874,473,215.6,20.1,0.0105,,
1.8815,474,216,20.1,0.0105,,
1.89,475,216.4,20.1,0.012,,
1.8985,476,216.8,20.1,0.0105,,
1.907,477,217.3,20.1,0.0105,,
1.9155,478,217.7,20.1,0.0105,,
1.923,479,218,20.1,0.0105,,
1.9315,480,218.5,20.1,0.012,,
1.9395,481,218.8,20.1,0.0115,,
1.948,482,219.2,20.1,0.0105,,
1.9565,483,219.6,20.1,0.0105,,
1.965,484,219.9,20.1,0.0105,,
1.9725,485,220.2,20.1,0.0105,,
1.981,486,220.6,20.1,0.012,,
1.9895,487,220.8,20.1,0.012,,
1.998,488,221.2,20.1,0.0105,,
2.0065,489,221.6,20.1,0.0105,,
2.015,490,221.9,20.1,0.0105,,
2.0225,491,222.2,20.1,0.0105,,
2.031,492,222.5,20.1,0.012,,
2.039,493,222.9,20.1,0.01,,
2.0475,494,223.2,20.1,0.0105,,
2.056,495,223.4,20.1,0.0105,,
2.0645,496,223.9,20.1,0.012,,
2.072,497,224.2,20.1,0.0105,,
2.0805,498,224.4,20.1,0.012,,
2.089,499,224.7,20.1,0.0105,,
2.0975,500,224.9,20.1,0.0105,,
2.106,501,225.1,20.1,0.0105,,
2.1135,502,225.4,20.1,0.0105,,
2.122,503,225.7,20.1,0.012,,
2.1305,504,226,20.1,0.012,,
2.139,505,226.3,20.1,0.0105,,
2.147,506,226.6,20.1,0.01,,
2.1555,507,226.9,20.1,0.0105,,
2.163,508,227.1,20.1,0.0105,,
2.1715,509,227.4,20.1,0.012,,
2.18,510,227.8,20.1,0.0105,,
2.1885,511,228,20.1,0.0105,,
2.197,512,228.2,20.1,0.0105,,
2.2055,513,228.5,20.1,0.0105,,
2.213,514,228.7,20.1,0.0105,,
2.2215,515,228.9,20.1,0.012,,
2.23,516,229.2,20.1,0.0105,,
2.2385,517,229.4,20.1,0.0105,,
2.2465,518,229.7,20.1,0.01,,
2.2545,519,229.7,20.1,0.0115,,
2.263,520,230,20.1,0.012,,
2.271,521,230.3,20.1,0.0115,,
2.2795,522,230.5,20.1,0.0105,,
2.288,523,230.8,20.1,0.0105,,
2.2965,524,231,20.1,0.0105,,
2.304,525,231.2,20.1,0.0105,,
2.3125,526,231.5,20.1,0.012,,
2.321,527,231.6,20.1,0.0105,,
2.3295,528,231.9,20.1,0.0105,,
2.338,529,232.1,20.1,0.0105,,
2.346,530,232.3,20.1,0.01,,
2.354,531,232.4,20.1,0.0115,,
2.362,532,232.7,20.1,0.0115,,
2.3705,533,233,20.1,0.0105,,
2.379,534,233.2,20.1,0.0105,,
2.3875,535,233.4,20.1,0.0105,,
2.396,536,233.6,20.1,0.0105,,
2.4035,537,233.7,20.1,0.0105,,
2.412,538,234,20.1,0.012,,
2.4195,539,234.2,20.1,0.0095,,
2.4255,540,234.4,20.1,0.0075,,
2.429,541,234.5,20.1,0.0045,,
2.429,542,234.7,20.1,0,,
2.4295,543,234.6,20.1,0.0005,,
2.431,544,234.7,20.1,0.002,,
2.4325,545,234.7,20.1,0.002,,
2.435,546,234.7,20.1,0.003,,
2.4395,547,234.8,20.1,0.0055,,
2.444,548,234.9,20.1,0.0065,,
2.4495,549,234.9,20.1,0.008,,
2.4535,549,235.1,20.1,0.0135,,
Scope 1/1, Sample 7/23 (RB3-10-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-60.1,20,NaN,,
0.0005,1,-60.1,20,0.0005,,
0.0025,2,-60.1,20,0.002,,
0.005,3,-60,20,0.0025,,
0.009,4,-60,20,0.0035,,
0.0155,5,-59.9,20,0.006,,
0.0235,6,-59.8,20,0.0075,,
0.0315,7,-59.5,20,0.008,,
0.0395,8,-59,20,0.008,,
0.048,9,-58.4,20,0.0075,,
0.0565,10,-57.7,20,0.0075,,
0.065,11,-56.9,20,0.0075,,
0.0735,12,-56,20,0.0085,,
0.081,13,-54.8,20,0.0075,,
0.0895,14,-53.7,20,0.0075,,
0.098,15,-52.5,20,0.0075,,
0.1065,16,-51.2,20,0.0075,,
0.115,17,-49.5,20,0.0075,,
0.1225,18,-48.2,20,0.0075,,
0.131,19,-46.5,20,0.0085,,
0.1395,20,-44.8,20,0.0075,,
0.1475,21,-43,20,0.0075,,
0.156,22,-41.3,20,0.0075,,
0.1645,23,-39.6,20,0.0075,,
0.172,24,-37.7,20,0.0075,,
0.1805,25,-35.8,20,0.0085,,
0.189,26,-33.8,20,0.0075,,
0.1975,27,-32,20,0.0075,,
0.206,28,-30.1,20,0.0075,,
0.2145,29,-28.4,20,0.0085,,
0.222,30,-26.6,20,0.0075,,
0.2305,31,-25,20,0.0085,,
0.239,32,-23.4,20,0.0075,,
0.247,33,-21.9,20,0.0075,,
0.2555,34,-20.5,20,0.0075,,
0.263,35,-19.2,20,0.0075,,
0.2715,36,-17.8,20,0.0085,,
0.28,37,-16.4,20,0.0075,,
0.2885,38,-15.2,20,0.0075,,
0.297,39,-14,20,0.0075,,
0.3055,40,-12.9,20,0.0075,,
0.313,41,-11.8,20,0.0075,,
0.3215,42,-10.7,20,0.0085,,
0.33,43,-9.6,20,0.0075,,
0.3385,44,-8.5,20,0.0075,,
0.3465,45,-7.5,20,0.0075,,
0.355,46,-6.7,20,0.0085,,
0.363,47,-5.6,20,0.008,,
0.371,48,-4.6,20,0.008,,
0.3795,49,-3.4,20,0.0075,,
0.388,50,-2.3,20,0.0075,,
0.3965,51,-1.1,20,0.0075,,
0.404,52,-0.2,20,0.0075,,
0.4125,53,0.1,20,0.0085,,
0.421,54,1.1,20,0.0085,,
0.4295,55,2.1,20,0.0075,,
0.438,56,3.3,20,0.0075,,
0.446,57,3.8,20,0.0075,,
0.454,58,4.7,20,0.008,,
0.462,59,5.5,20,0.008,,
0.4705,60,6.2,20,0.0075,,
0.479,61,7.1,20,0.0075,,
0.4875,62,8,20,0.0075,,
0.496,63,9.1,20,0.0075,,
0.5035,64,10,20,0.0075,,
0.512,65,11.1,20,0.0085,,
0.5205,66,12,20,0.0075,,
0.529,67,13,20,0.0075,,
0.5375,68,13.8,20,0.0075,,
0.5455,69,14.7,20,0.0075,,
0.5535,70,15.5,20,0.008,,
0.5615,71,16.4,20.1,0.008,,
0.57,72,17.3,20,0.0075,,
0.5785,73,18.2,20,0.0075,,
0.587,74,19,20,0.0075,,
0.5955,75,19.9,20,0.0085,,
0.603,76,20.7,20,0.0075,,
0.6115,77,21.6,20.1,0.0085,,
0.62,78,22.5,20.1,0.0075,,
0.6285,79,23.3,20.1,0.0075,,
0.637,80,24.2,20.1,0.0075,,
0.645,81,25,20.1,0.008,,
0.653,82,25.9,20.1,0.008,,
0.661,83,26.8,20.1,0.0075,,
0.6695,84,27.7,20.1,0.0075,,
0.678,85,28.6,20.1,0.0075,,
0.6865,86,29.6,20.1,0.0075,,
0.694,87,30.4,20.1,0.0075,,
0.7025,88,31.2,20.1,0.0085,,
0.711,89,32.1,20.1,0.0075,,
0.7195,90,33,20.1,0.0075,,
0.728,91,33.9,20.1,0.0075,,
0.7365,92,34.8,20.1,0.0075,,
0.744,93,35.6,20.1,0.0075,,
0.7525,94,36.5,20.1,0.0085,,
0.761,95,37.4,20.1,0.0075,,
0.769,96,38.3,20.1,0.0075,,
0.7775,97,39.2,20.1,0.0075,,
0.786,98,40,20.1,0.0085,,
0.7935,99,40.9,20.1,0.0075,,
0.802,100,41.7,20.1,0.0085,,
0.8105,101,42.5,20.1,0.0075,,
0.819,102,43.4,20.1,0.0075,,
0.8275,103,44.4,20.1,0.0075,,
0.835,104,45.2,20.1,0.0075,,
0.8435,105,46.1,20.1,0.0085,,
0.852,106,46.9,20.1,0.0075,,
0.8605,107,47.9,20.1,0.0075,,
0.8685,108,48.8,20.1,0.0075,,
0.877,109,49.7,20.1,0.0075,,
0.8845,110,50.5,20.1,0.0075,,
0.893,111,51.5,20.1,0.0085,,
0.9015,112,52.3,20.1,0.0075,,
0.91,113,53.2,20.1,0.0075,,
0.9185,114,54.1,20.1,0.0075,,
0.927,115,54.9,20.1,0.0085,,
0.9345,116,55.8,20.1,0.0075,,
0.943,117,56.7,20.1,0.0075,,
0.9515,118,57.6,20.1,0.0075,,
0.96,119,58.5,20.1,0.0075,,
0.968,120,59.5,20.1,0.0075,,
0.976,121,60.3,20.1,0.008,,
0.9845,122,61.3,20.1,0.0085,,
0.9925,123,62.2,20.1,0.0075,,
1.001,124,63.1,20.1,0.0075,,
1.0095,125,64,20.1,0.0075,,
1.018,126,64.7,20.1,0.0085,,
1.0255,127,65.7,20.1,0.0075,,
1.034,128,66.6,20.1,0.0085,,
1.0425,129,67.5,20.1,0.0075,,
1.051,130,68.5,20.1,0.0075,,
1.0595,131,69.4,20.1,0.0075,,
1.067,132,70.3,20.1,0.0075,,
1.0755,133,71.4,20.1,0.0085,,
1.084,134,72.5,20.1,0.0075,,
1.092,135,73.6,20.1,0.0075,,
1.1005,136,74.7,20.1,0.0075,,
1.109,137,75.9,20.1,0.0075,,
1.1165,138,76.9,20.1,0.0075,,
1.125,139,78.1,20.1,0.0085,,
1.1335,140,79.2,20.1,0.0075,,
1.142,141,80.4,20.1,0.0075,,
1.1505,142,81.7,20.1,0.0075,,
1.159,143,82.9,20.1,0.0085,,
1.1665,144,84.1,20.1,0.0075,,
1.175,145,85.4,20.1,0.0085,,
1.1835,146,86.8,20.1,0.0075,,
1.192,147,88.2,20.1,0.0075,,
1.2005,148,89.6,20.1,0.0075,,
1.208,149,91.1,20.1,0.0075,,
1.2165,150,92.9,20.1,0.0085,,
1.2245,151,94.4,20.1,0.0075,,
1.233,152,96.2,20.1,0.0075,,
1.2415,153,98.1,20.1,0.0075,,
1.25,154,99.8,20.1,0.0075,,
1.2575,155,101.7,20.1,0.0075,,
1.266,156,103.9,20.1,0.0085,,
1.2745,157,106.4,20.1,0.0075,,
1.283,158,108.9,20.1,0.0075,,
1.2915,159,111.4,20.1,0.0075,,
1.2995,160,114.4,20.1,0.0075,,
1.3075,161,117.3,20.1,0.008,,
1.316,162,120.2,20.1,0.0085,,
1.324,163,123.9,20.1,0.0075,,
1.3325,164,126.9,20.1,0.0075,,
1.341,165,130.8,20.1,0.0075,,
1.3485,166,134.9,20.1,0.0075,,
1.357,167,138.7,20.1,0.0085,,
1.3655,168,142.9,20.1,0.0085,,
1.374,169,147,20.1,0.0075,,
1.3825,170,151.3,20.1,0.0075,,
1.391,171,155.5,20.1,0.0075,,
1.3985,172,158.9,20.1,0.0075,,
1.407,173,162.2,20.1,0.0085,,
1.4155,174,165,20.1,0.0075,,
1.424,175,167.9,20.1,0.0075,,
1.432,176,170.2,20.1,0.0075,,
1.4405,177,172.5,20.1,0.0085,,
1.448,178,174.6,20.1,0.0075,,
1.4565,179,176.6,20.1,0.0085,,
1.465,180,178.4,20.1,0.0075,,
1.4735,181,180.1,20.1,0.0075,,
1.482,182,181.9,20.1,0.0075,,
1.4905,183,183.2,20.1,0.0085,,
1.498,184,184.8,20.1,0.0075,,
1.5015,184,185,20.1,0.0085,,
1.5015,424,188.2,20.1,0,,
1.502,426,188.2,20.1,0.0005,,
1.5035,426,188.2,20.1,0.003,,
1.506,428,188.3,20.1,0.0015,,
1.5105,429,188.4,20.1,0.0075,,
1.5165,430,188.9,20.1,0.01,,
1.525,431,189.6,20.1,0.014,,
1.5325,432,190.4,20.1,0.015,,
1.541,432,191.3,20.1,0.017,,
1.5495,434,192.6,20.1,0.0055,,
1.558,435,193.5,20.1,0.014,,
1.5665,436,194.6,20.1,0.014,,
1.574,436,195.5,20.1,0.015,,
1.5825,438,196.1,20.1,0.0055,,
1.591,438,197.2,20.1,0.017,,
1.599,440,198.1,20.1,0.005,,
1.6075,441,198.9,20.1,0.014,,
1.616,442,199.6,20.1,0.014,,
1.6235,442,200.4,20.1,0.015,,
1.632,444,201.1,20.1,0.0055,,
1.6405,445,201.9,20.1,0.014,,
1.649,446,202.6,20.1,0.014,,
1.6575,447,203.3,20.1,0.014,,
1.666,448,204,20.1,0.014,,
1.6735,448,204.5,20.1,0.015,,
1.682,450,205.3,20.1,0.0055,,
1.6905,451,205.9,20.1,0.014,,
1.6985,452,206.5,20.1,0.0135,,
1.707,453,207.1,20.1,0.014,,
1.7155,454,207.7,20.1,0.017,,
1.723,454,208.3,20.1,0.015,,
1.7315,456,208.8,20.1,0.0055,,
1.74,457,209.5,20.1,0.014,,
1.7485,458,210.1,20.1,0.014,,
1.757,459,210.4,20.1,0.014,,
1.7645,460,210.9,20.1,0.015,,
1.773,460,211.3,20.1,0.017,,
1.7815,462,211.8,20.1,0.0055,,
1.79,463,212.4,20.1,0.014,,
1.798,464,212.9,20.1,0.0135,,
1.8065,465,213.3,20.1,0.014,,
1.814,466,213.8,20.1,0.015,,
1.8225,466,214.2,20.1,0.017,,
1.831,468,214.8,20.1,0.0055,,
1.8395,469,215.2,20.1,0.014,,
1.848,470,215.7,20.1,0.014,,
1.8565,470,215.9,20.1,0.017,,
1.864,472,216.3,20.1,0.005,,
1.8725,473,216.7,20.1,0.014,,
1.881,474,217.3,20.1,0.014,,
1.8895,475,217.5,20.1,0.014,,
1.898,476,217.9,20.1,0.014,,
1.9055,476,218.3,20.1,0.015,,
1.914,478,218.7,20.1,0.0055,,
1.922,478,219.1,20.1,0.016,,
1.9305,480,219.4,20.1,0.0055,,
1.939,481,219.9,20.1,0.014,,
1.9475,482,220.2,20.1,0.014,,
1.955,482,220.4,20.1,0.015,,
1.9635,484,220.7,20.1,0.0055,,
1.972,485,221.1,20.1,0.014,,
1.9805,486,221.4,20.1,0.014,,
1.989,487,221.8,20.1,0.014,,
1.9975,488,222.1,20.1,0.014,,
2.005,488,222.3,20.1,0.015,,
2.0135,490,222.7,20.1,0.0055,,
2.0215,491,223.1,20.1,0.0135,,
2.03,492,223.4,20.1,0.014,,
2.0385,493,223.7,20.1,0.014,,
2.047,494,223.9,20.1,0.017,,
2.0545,494,224.3,20.1,0.015,,
2.063,496,224.5,20.1,0.0055,,
2.0715,497,224.8,20.1,0.014,,
2.08,498,225.1,20.1,0.014,,
2.0885,499,225.5,20.1,0.014,,
2.096,500,225.8,20.1,0.015,,
2.1045,500,226,20.1,0.017,,
2.113,502,226.3,20.1,0.0055,,
2.121,503,226.6,20.1,0.0135,,
2.1295,504,226.8,20.1,0.014,,
2.138,505,227.1,20.1,0.014,,
2.1465,506,227.4,20.1,0.017,,
2.154,506,227.6,20.1,0.015,,
2.1625,508,227.8,20.1,0.0055,,
2.171,509,228.1,20.1,0.014,,
2.1795,510,228.4,20.1,0.014,,
2.188,511,228.7,20.1,0.014,,
2.1955,512,228.9,20.1,0.015,,
2.204,512,229.1,20.1,0.017,,
2.2125,514,229.4,20.1,0.0055,,
2.2205,515,229.6,20.1,0.0135,,
2.229,516,229.9,20.1,0.014,,
2.2375,516,230.2,20.1,0.017,,
2.245,518,230.5,20.1,0.005,,
2.2535,518,230.6,20.1,0.017,,
2.262,520,230.7,20.1,0.0055,,
2.2705,521,231,20.1,0.014,,
2.279,522,231.2,20.2,0.014,,
2.2865,522,231.3,20.1,0.015,,
2.295,524,231.7,20.2,0.0055,,
2.3035,524,231.9,20.1,0.017,,
2.312,526,232.2,20.1,0.0055,,
2.32,527,232.4,20.1,0.0135,,
2.3285,528,232.5,20.2,0.014,,
2.336,528,232.6,20.2,0.015,,
2.3445,530,232.9,20.2,0.0055,,
2.353,530,233.2,20.2,0.017,,
2.3615,532,233.4,20.1,0.0055,,
2.37,533,233.6,20.2,0.014,,
2.3785,534,233.8,20.2,0.014,,
2.386,534,234.1,20.2,0.015,,
2.393,536,234.2,20.2,0.0045,,
2.4005,537,234.3,20.2,0.0125,,
2.407,538,234.5,20.2,0.011,,
2.409,539,234.7,20.2,0.0035,,
2.4095,540,234.8,20.2,0.001,,
2.4105,540,234.9,20.2,0.002,,
2.4115,542,234.9,20.2,0.0005,,
2.4135,543,234.9,20.2,0.0035,,
2.4165,544,235,20.2,0.005,,
2.418,544,235,20.2,0.015,,
Scope 1/1, Sample 8/23 (RB2-10-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-58.3,20.1,NaN,,
0.0005,1,-58.3,20.1,0.0005,,
0.0025,2,-58.3,20.1,0.002,,
0.005,3,-58.3,20.1,0.0025,,
0.0085,4,-58.2,20.1,0.003,,
0.015,5,-58.1,20.1,0.006,,
0.023,6,-58.1,20.1,0.0075,,
0.0305,7,-57.9,20.1,0.0075,,
0.039,8,-57.4,20.1,0.0085,,
0.0475,9,-56.8,20.1,0.0075,,
0.056,10,-56,20.1,0.0075,,
0.0645,11,-55,20.1,0.0075,,
0.073,12,-54.1,20.1,0.0075,,
0.0805,13,-53.3,20.1,0.0075,,
0.089,14,-52.2,20.1,0.0085,,
0.0975,15,-50.9,20.1,0.0075,,
0.1055,16,-49.6,20.1,0.0075,,
0.114,17,-48.2,20.1,0.0075,,
0.1225,18,-46.7,20.1,0.0075,,
0.13,19,-45.2,20.1,0.0075,,
0.1385,20,-43.5,20.1,0.0085,,
0.147,21,-41.7,20.1,0.0075,,
0.1555,22,-39.7,20.1,0.0075,,
0.164,23,-37.9,20.1,0.0075,,
0.1725,24,-36.1,20.1,0.0075,,
0.18,25,-34.3,20.1,0.0075,,
0.1885,26,-32.4,20.1,0.0085,,
0.197,27,-30.5,20.1,0.0075,,
0.205,28,-28.7,20.1,0.0075,,
0.2135,29,-27,20.1,0.0075,,
0.222,30,-25.3,20.1,0.0075,,
0.2295,31,-24,20.1,0.0075,,
0.238,32,-22.5,20.1,0.0085,,
0.2465,33,-21,20.1,0.0075,,
0.255,34,-19.5,20.1,0.0075,,
0.2635,35,-18.1,20.1,0.0075,,
0.272,36,-16.8,20.1,0.0085,,
0.2795,37,-15.5,20.1,0.0075,,
0.288,38,-14.3,20.1,0.0085,,
0.296,39,-13.1,20.1,0.0075,,
0.3045,40,-11.8,20.1,0.0075,,
0.313,41,-10.5,20.1,0.0075,,
0.3205,42,-9.5,20.1,0.0075,,
0.329,43,-8.5,20.1,0.0085,,
0.3375,44,-7.6,20.1,0.0085,,
0.346,45,-6.5,20.1,0.0075,,
0.3545,46,-5.5,20.1,0.0075,,
0.363,47,-4.4,20.1,0.0075,,
0.3705,48,-3.4,20.1,0.0075,,
0.379,49,-2.3,20.1,0.0085,,
0.3875,50,-1.1,20.1,0.0075,,
0.3955,51,0.1,20.1,0.0075,,
0.404,52,0.3,20.1,0.0075,,
0.4125,53,1.2,20.1,0.0075,,
0.42,54,2,20.1,0.0075,,
0.4285,55,3.6,20.1,0.0085,,
0.437,56,4.1,20.1,0.0075,,
0.4455,57,4.9,20.1,0.0075,,
0.454,58,5.7,20.1,0.0075,,
0.4625,59,6.4,20.1,0.0085,,
0.47,60,7.2,20.1,0.0075,,
0.4785,61,8,20.1,0.0085,,
0.487,62,8.9,20.1,0.0075,,
0.4955,63,10,20.1,0.0075,,
0.5035,64,11.1,20.1,0.0075,,
0.5115,65,12,20.1,0.008,,
0.5195,66,12.8,20.1,0.008,,
0.528,67,13.7,20.1,0.0075,,
0.5365,68,14.7,20.1,0.0075,,
0.545,69,15.6,20.1,0.0075,,
0.5535,70,16.4,20.1,0.0075,,
0.561,71,17.2,20.1,0.007,,
0.5695,72,18.1,20.1,0.0085,,
0.578,73,18.9,20.1,0.0075,,
0.5865,74,19.7,20.1,0.0075,,
0.595,75,20.7,20.1,0.0075,,
0.603,76,21.5,20.1,0.008,,
0.611,77,22.4,20.1,0.008,,
0.6195,78,23.1,20.1,0.0085,,
0.6275,79,24,20.1,0.0075,,
0.636,80,24.9,20.1,0.0075,,
0.6445,81,25.9,20.1,0.0075,,
0.652,82,26.7,20.1,0.0075,,
0.6605,83,27.5,20.1,0.0085,,
0.669,84,28.3,20.1,0.0075,,
0.6775,85,29.2,20.1,0.0075,,
0.686,86,30.2,20.1,0.0075,,
0.6945,87,31.1,20.1,0.0075,,
0.702,88,31.8,20.1,0.0075,,
0.7105,89,32.6,20.1,0.0085,,
0.719,90,33.4,20.1,0.0075,,
0.727,91,34.3,20.1,0.0075,,
0.7355,92,35.2,20.1,0.0075,,
0.744,93,36.1,20.1,0.0075,,
0.7515,94,36.9,20.1,0.0075,,
0.76,95,37.7,20.1,0.0085,,
0.7685,96,38.6,20.1,0.0075,,
0.777,97,39.5,20.1,0.0075,,
0.7855,98,40.3,20.1,0.0075,,
0.793,99,41.2,20.1,0.0075,,
0.8015,100,42,20.1,0.0085,,
0.81,101,42.9,20.1,0.0075,,
0.8185,102,43.7,20.1,0.0075,,
0.8265,103,44.5,20.1,0.0075,,
0.835,104,45.3,20.1,0.0075,,
0.843,105,46.1,20.1,0.008,,
0.851,106,47,20.1,0.008,,
0.8595,107,47.9,20.1,0.0075,,
0.868,108,48.7,20.1,0.0075,,
0.8765,109,49.6,20.1,0.0075,,
0.885,110,50.4,20.1,0.0085,,
0.8925,111,51.3,20.1,0.0075,,
0.901,112,52.2,20.1,0.0085,,
0.9095,113,53.1,20.1,0.0075,,
0.918,114,53.9,20.1,0.0075,,
0.9265,115,54.8,20.1,0.0075,,
0.934,116,55.5,20.1,0.0075,,
0.9425,117,56.4,20.1,0.0085,,
0.951,118,57.3,20.1,0.0075,,
0.959,119,58.1,20.1,0.0075,,
0.9675,120,59,20.1,0.0075,,
0.976,121,59.9,20.1,0.0085,,
0.9835,122,60.7,20.1,0.0075,,
0.992,123,61.6,20.1,0.0085,,
1.0005,124,62.5,20.1,0.0075,,
1.009,125,63.4,20.1,0.0075,,
1.0175,126,64.3,20.1,0.0075,,
1.026,127,65.4,20.1,0.0085,,
1.0335,128,66.3,20.1,0.0075,,
1.042,129,67.3,20.1,0.0085,,
1.0505,130,68.3,20.1,0.0075,,
1.0585,131,69.1,20.1,0.0075,,
1.067,132,70.1,20.1,0.0075,,
1.0755,133,71.1,20.1,0.0085,,
1.083,134,71.9,20.1,0.0075,,
1.0915,135,73,20.1,0.0085,,
1.1,136,74.1,20.1,0.0075,,
1.1085,137,75.2,20.1,0.0075,,
1.117,138,76.3,20.1,0.0075,,
1.1245,139,77.2,20.1,0.0075,,
1.133,140,78.3,20.1,0.0085,,
1.1415,141,79.5,20.1,0.0075,,
1.15,142,80.6,20.1,0.0075,,
1.158,143,81.8,20.1,0.0075,,
1.1665,144,83.1,20.1,0.0075,,
1.174,145,84.4,20.1,0.0075,,
1.1825,146,85.6,20.1,0.0085,,
1.191,147,86.9,20.1,0.0075,,
1.1995,148,88.3,20.1,0.0075,,
1.208,149,89.8,20.1,0.0075,,
1.2165,150,91.4,20.1,0.0075,,
1.224,151,92.9,20.1,0.0075,,
1.2325,152,94.6,20.1,0.0085,,
1.241,153,96.3,20.1,0.0075,,
1.2495,154,98.2,20.1,0.0075,,
1.2575,155,100.2,20.1,0.0075,,
1.266,156,102.2,20.1,0.0085,,
1.2735,157,104.4,20.1,0.0075,,
1.282,158,106.4,20.1,0.0085,,
1.2905,159,109,20.1,0.0075,,
1.299,160,111.4,20.1,0.0075,,
1.3075,161,114.2,20.1,0.0075,,
1.315,162,117.2,20.1,0.0075,,
1.3235,163,120.4,20.1,0.0085,,
1.332,164,123.9,20.1,0.0075,,
1.3405,165,127.5,20.1,0.0075,,
1.349,166,131.7,20.1,0.0075,,
1.357,167,136.4,20.1,0.0075,,
1.365,168,140,20.1,0.008,,
1.3735,169,143.6,20.1,0.0085,,
1.3815,170,146.9,20.1,0.0075,,
1.39,171,150.9,20.1,0.0075,,
1.3985,172,155.2,20.1,0.0075,,
1.407,173,158.5,20.1,0.0075,,
1.4145,174,161.7,20.1,0.0075,,
1.423,175,164.4,20.1,0.0085,,
1.4315,176,167.5,20.1,0.0075,,
1.44,177,169.9,20.1,0.0075,,
1.4485,178,172.4,20.1,0.0075,,
1.4565,179,173.9,20.1,0.008,,
1.4645,180,176.3,20.1,0.008,,
1.4725,181,178.1,20.1,0.008,,
1.481,182,179.8,20.1,0.0075,,
1.4895,183,181.4,20.1,0.0075,,
1.498,184,183,20.1,0.0075,,
1.5055,185,184.2,20.1,0.0075,,
1.5135,186,185.1,20.1,0.0075,,
1.5135,426,188.5,20.2,0,,
1.514,427,188.6,20.2,0.0005,,
1.5155,428,188.7,20.2,0.0015,,
1.518,429,188.7,20.2,0.0025,,
1.522,430,188.8,20.2,0.0035,,
1.528,431,189.3,20.2,0.005,,
1.5365,432,190.1,20.2,0.007,,
1.544,433,190.7,20.2,0.007,,
1.5525,434,191.7,20.2,0.0075,,
1.561,435,192.9,20.2,0.007,,
1.5695,436,193.8,20.2,0.007,,
1.578,437,194.7,20.2,0.007,,
1.586,438,195.8,20.2,0.0065,,
1.594,439,196.6,20.2,0.0075,,
1.602,440,197.4,20.2,0.0075,,
