"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2204.65735646158,59.5916,1,2204.65735646158
"junk2",1198.31585510972,59.7775,2,1197.63149425586
"crm",2248.27255683495,60.3083,3,2245.70603565135
