Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,12/21/2022 1:13:48 PM,OK,Unchecked,0,,25.0,°C,,1.625,mL,,60.042,g,,60.0424,g,,1.0,g/mL
2,junk2,12/21/2022 1:22:54 PM,OK,Unchecked,0,,25.0,°C,,1.648,mL,,60.167,g,,60.1671,g,,1.0,g/mL
3,sandSGD1_8:00,12/21/2022 1:31:54 PM,OK,Unchecked,0,,25.0,°C,,2.430,mL,,60.152,g,,60.1521,g,,1.0,g/mL
4,sandSGD2_8:00,12/21/2022 1:42:31 PM,OK,Unchecked,0,,25.0,°C,,2.418,mL,,59.689,g,,59.6887,g,,1.0,g/mL
5,sandSGD3_8:00,12/21/2022 1:53:06 PM,OK,Unchecked,0,,25.0,°C,,2.868,mL,,60.171,g,,60.1706,g,,1.0,g/mL
6,sandSGD1_14:30,12/21/2022 2:04:36 PM,OK,Unchecked,0,,25.0,°C,,2.430,mL,,60.113,g,,60.1126,g,,1.0,g/mL
7,sandSGD2_14:30,12/21/2022 2:15:13 PM,OK,Unchecked,0,,25.0,°C,,2.426,mL,,60.329,g,,60.3293,g,,1.0,g/mL
8,sandSGD3_14:30,12/21/2022 2:25:50 PM,OK,Unchecked,0,,25.0,°C,,2.940,mL,,60.260,g,,60.2602,g,,1.0,g/mL
9,reefSGD1_8:00,12/21/2022 2:37:30 PM,OK,Unchecked,0,,25.0,°C,,2.402,mL,,60.453,g,,60.4526,g,,1.0,g/mL
10,reefSGD2_8:00,12/21/2022 2:48:04 PM,OK,Unchecked,0,,25.0,°C,,2.426,mL,,60.418,g,,60.4184,g,,1.0,g/mL
11,reefSGD3_8:00,12/21/2022 2:58:42 PM,OK,Unchecked,0,,25.0,°C,,2.378,mL,,59.774,g,,59.7740,g,,1.0,g/mL
12,reefSGD1_14:30,12/21/2022 3:09:13 PM,OK,Unchecked,0,,25.0,°C,,2.402,mL,,59.842,g,,59.8422,g,,1.0,g/mL
13,reefSGD2_14:30,12/21/2022 3:19:46 PM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,59.963,g,,59.9631,g,,1.0,g/mL
14,reefSGD3_14:30,12/21/2022 3:30:23 PM,OK,Unchecked,0,,25.0,°C,,2.423,mL,,60.041,g,,60.0414,g,,1.0,g/mL
15,reefAMB1_8:00,12/21/2022 3:41:00 PM,OK,Unchecked,0,,25.0,°C,,2.390,mL,,59.884,g,,59.8836,g,,1.0,g/mL
16,reefAMB2_8:00,12/21/2022 3:51:33 PM,OK,Unchecked,0,,25.0,°C,,2.396,mL,,59.685,g,,59.6848,g,,1.0,g/mL
17,reefAMB3_8:00,12/21/2022 4:02:06 PM,OK,Unchecked,0,,25.0,°C,,2.389,mL,,60.006,g,,60.0056,g,,1.0,g/mL
18,reefAMB1_14:30,12/21/2022 4:12:38 PM,OK,Unchecked,0,,25.0,°C,,2.378,mL,,60.108,g,,60.1082,g,,1.0,g/mL
19,reefAMB2_14:30,12/21/2022 4:23:08 PM,OK,Unchecked,0,,25.0,°C,,2.392,mL,,60.366,g,,60.3661,g,,1.0,g/mL
20,reefAMB3_14:30,12/21/2022 4:33:41 PM,OK,Unchecked,0,,25.0,°C,,2.409,mL,,60.222,g,,60.2225,g,,1.0,g/mL
21,sandAMB1_8:00,12/21/2022 4:44:15 PM,OK,Unchecked,0,,25.0,°C,,2.464,mL,,60.218,g,,60.2176,g,,1.0,g/mL
22,sandAMB2_8:00,12/21/2022 4:54:56 PM,OK,Unchecked,0,,25.0,°C,,2.442,mL,,59.855,g,,59.8554,g,,1.0,g/mL
23,sandAMB3_8:00,12/21/2022 5:05:33 PM,OK,Unchecked,0,,25.0,°C,,2.411,mL,,60.332,g,,60.3321,g,,1.0,g/mL
24,sandAMB1_14:30,12/21/2022 5:16:08 PM,OK,Unchecked,0,,25.0,°C,,2.404,mL,,60.169,g,,60.1688,g,,1.0,g/mL
25,sandAMB2_14:30,12/21/2022 5:26:42 PM,OK,Unchecked,0,,25.0,°C,,2.369,mL,,59.854,g,,59.8537,g,,1.0,g/mL
26,sandAMB3_14:30,12/21/2022 5:37:13 PM,OK,Unchecked,0,,25.0,°C,,2.464,mL,,59.939,g,,59.9392,g,,1.0,g/mL
SystemInternal12/21/2022 6:25:23 PM,,,,,,,,,,,,,,,,,,1/1,,
