Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk,3/17/2026 10:03,OK,Unchecked,0,,25,°C,,2.296,mL,,59.986,g,,59.9859,g,1,g/mL,
2,b1r6,3/17/2026 10:13,OK,Unchecked,0,,25,°C,,2.313,mL,,60.446,g,,60.4458,g,1,g/mL,
3,b2r6,3/17/2026 10:24,OK,Unchecked,0,,25,°C,,2.278,mL,,59.69,g,,59.6901,g,1,g/mL,
4,b3r6,3/17/2026 10:34,OK,Unchecked,0,,25,°C,,2.283,mL,,60.284,g,,60.2837,g,1,g/mL,
5,01r6,3/17/2026 10:44,OK,Unchecked,0,,25,°C,,2.278,mL,,60.064,g,,60.064,g,1,g/mL,
6,02r6,3/17/2026 10:55,OK,Unchecked,0,,25,°C,,2.238,mL,,60.014,g,,60.0136,g,1,g/mL,
7,03r6,3/17/2026 11:05,OK,Unchecked,0,,25,°C,,2.239,mL,,59.894,g,,59.894,g,1,g/mL,
8,04r6,3/17/2026 11:15,OK,Unchecked,0,,25,°C,,2.238,mL,,60.01,g,,60.0098,g,1,g/mL,
9,05r6,3/17/2026 11:26,OK,Unchecked,0,,25,°C,,2.218,mL,,59.798,g,,59.7982,g,1,g/mL,
10,06r6,3/17/2026 11:36,OK,Unchecked,0,,25,°C,,2.252,mL,,60.371,g,,60.371,g,1,g/mL,
11,07r6,3/17/2026 11:46,OK,Unchecked,0,,25,°C,,2.235,mL,,60.066,g,,60.0656,g,1,g/mL,
12,08r6,3/17/2026 11:57,OK,Unchecked,0,,25,°C,,2.262,mL,,60.341,g,,60.3413,g,1,g/mL,
