"SampleID","TA","Mass","Sample.Index"
"junk1",2415.10253988986,60.2831,1
"junk2",2390.59129516765,60.154,2
"CRM",2238.94924537404,60.2941,3
"postCabral_Col7_Dil1",2371.58124159184,60.29,4
"postCabral_Col8_Dil1",2387.01095135476,60.2812,5
"postCabral_Blank_Dil1",2438.20925837671,60.2316,6
"postCabral_Col7_Dil2",2372.37214467918,60.1683,7
"postCabral_Col8_Dil2",2378.88399058976,60.057,8
"postCabral_Blank_Dil2",2406.97619939887,60.144,9
"postCabral_Col7_Dil3",2395.49357280309,60.2972,10
"postCabral_Col8_Dil3",2397.74549526161,60.0769,11
"postCabral_Blank_Dil3",2409.85220090453,60.1586,12
"postCabral_Col7_Dil4",2364.63186395031,60.0222,13
"postCabral_Col8_Dil4",2371.35560280159,59.8974,14
"postCabral_Blank_Dil4",2391.23162955562,59.9969,15
"postCabral_Col7_Dil5",2386.03333103915,60.3496,16
"postCabral_Col8_Dil5",2401.43815082042,59.9547,17
"postCabral_Blank_Dil5",2419.70761488036,60.3734,18
"postCabral_Col7_Dil6",2370.48064104597,60.2631,19
"postCabral_Col8_Dil6",2387.58374911322,60.3666,20
"postCabral_Blank_Dil6",2414.55588244922,59.9221,21
"postCabral_Col7_Dil7",2436.45746418435,60.0387,22
"postCabral_Col8_Dil7",2414.23262287336,60.3792,23
"postCabral_Blank_Dil7",2460.34323401398,60.1943,24
"postCabral_Col7_Dil8",2374.23871913563,59.9783,25
"postCabral_Col8_Dil8",2382.14350335069,59.9042,26
"postCabral_Blank_Dil8",2403.01723802447,60.2474,27
"postCabral_Col7_Dil9",2381.33634466066,60.367,28
"postCabral_Col8_Dil9",2410.30721164849,59.8846,29
"postCabral_Blank_Dil9",2396.4941320725,60.2789,30
