"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",890.535622921701,60.0424,1,890.535622921701
"junk2",944.100013946093,60.1671,2,943.560836325335
"sandSGD1_8:00",2340.07812606119,60.1521,3,2337.40680399948
"sandSGD2_8:00",2332.80264362101,59.6887,4,2328.81039722576
"sandSGD3_8:00",3002.66816407295,60.1706,5,2995.82057418909
"sandSGD1_14:30",2332.14165200618,60.1126,6,2325.49737379533
"sandSGD2_14:30",2318.47232890873,60.3293,7,2310.55044168011
"sandSGD3_14:30",3097.33051430541,60.2602,8,3084.99055209702
"reefSGD1_8:00",2266.98117215393,60.4526,9,2256.66498934549
"reefSGD2_8:00",2318.75371832251,60.4184,10,2306.88971407868
"reefSGD3_8:00",2283.70405974688,59.774,11,2270.72846849831
"reefSGD1_14:30",2318.01249980882,59.8422,12,2303.53314858911
"reefSGD2_14:30",2318.87266697868,59.9631,13,2303.08011760084
"reefSGD3_14:30",2325.67260865065,60.0414,14,2308.52357636905
"reefAMB1_8:00",2272.83151179935,59.8836,15,2254.79316646761
"reefAMB2_8:00",2288.76737548564,59.6848,16,2269.31609467415
"reefAMB3_8:00",2273.30676329325,60.0056,17,2252.71055252729
"reefAMB1_14:30",2239.20284902002,60.1082,18,2217.6598674505
"reefAMB2_14:30",2253.89339973444,60.3661,19,2230.94652123036
"reefAMB3_14:30",2271.58328639442,60.2225,20,2247.18527483903
"sandAMB1_8:00",2374.62299707149,60.2176,21,2347.79109879949
"sandAMB2_8:00",2360.33204136678,59.8554,22,2332.34391439405
"sandAMB3_8:00",2278.72655118428,60.3321,23,2250.43536375423
"sandAMB1_14:30",2283.24697508282,60.1688,24,2253.62786598699
"sandAMB2_14:30",2244.75521672513,59.8537,25,2214.38648775027
"sandAMB3_14:30",2377.2649445655,59.9392,26,2343.78233971247
