Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk,8/28/2019 5:16:11 PM,OK,Unchecked,0,,25.0,°C,,2.626,mL,,59.677,g,,59.6769,g,,1.0,g/mL
2,CRM1,8/28/2019 5:27:20 PM,OK,Unchecked,0,,25.0,°C,,2.592,mL,,59.936,g,,59.9358,g,,1.0,g/mL
3,CRM2,8/28/2019 5:38:14 PM,OK,Unchecked,0,,25.0,°C,,2.588,mL,,60.075,g,,60.0748,g,,1.0,g/mL
4,CRM3,8/28/2019 5:49:08 PM,OK,Unchecked,0,,25.0,°C,,2.580,mL,,59.737,g,,59.7366,g,,1.0,g/mL
8/28/2019 6:01:23 PMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
