"SampleID","TA","Mass","Sample.Index"
"junk1",2250.67563963943,60.4688,1
"junk2",2235.39172953149,60.1001,2
"postVarari_Col7_Dil1",2367.21382850087,60.3717,3
"postVarari_Col8_Dil1",2418.52921849034,59.7953,4
"postVarari_Blank_Dil1",2431.24457319453,59.6048,5
"postVarari_Col7_Dil2",2355.11262083868,60.3608,6
"postVarari_Col8_Dil2",2462.29201055314,60.4032,7
"postVarari_Blank_Dil2",2450.68960582537,60.0043,8
"postVarari_Col7_Dil3",2360.11701151095,60.4518,9
"postVarari_Col8_Dil3",2473.69953795331,59.9119,10
"postVarari_Blank_Dil3",2444.70146968192,60.1057,11
"postVarari_Col7_Dil4",2338.34087633889,60.2105,12
"postVarari_Col8_Dil4",2427.48002377896,60.4096,13
"postVarari_Blank_Dil4",2430.57126052201,60.4089,14
"postVarari_Col7_Dil5",2338.17998257796,59.5165,15
"postVarari_Col8_Dil5",2391.63832978288,59.5193,16
"postVarari_Blank_Dil5",2412.59607835386,59.8867,17
"postVarari_Col7_Dil6",2379.48685820957,59.7588,18
"postVarari_Col8_Dil6",2458.30683801812,60.0902,19
"postVarari_Blank_Dil6",2441.71806410537,60.2358,20
"postVarari_Col7_Dil7",2363.93058369524,59.6917,21
"postVarari_Col8_Dil7",2439.18948020158,60.4821,22
"postVarari_Blank_Dil7",2444.44495246584,59.9538,23
"postVarari_Col7_Dil8",2457.89353464161,60.1122,24
"postVarari_Col8_Dil8",2494.17317526446,60.3103,25
"postVarari_Blank_Dil8",2491.74673098608,59.8606,26
"postVarari_Col7_Dil9",2454.87642955697,60.0513,27
"postVarari_Col8_Dil9",2522.57206875362,59.5332,28
"postVarari_Blank_Dil9",2549.62747118392,60.2031,29
