"SampleID","TA","Mass","Sample.Index"
"Junk1",2310.92105112705,59.8045,1
"Junk2",2297.05345457086,60.3469,2
"postCabral_Col5_Dil1",2372.13210393432,60.0572,3
"postCabral_Col6_Dil1",2400.14637354019,59.9834,4
"postCabral_Blank_Dil1",2424.78764700363,60.1905,5
"postCabral_Col5_Dil2",2401.37353253693,59.8558,6
"postCabral_Col6_Dil2",2364.61832568863,60.1388,7
"postCabral_Blank_Dil2",2395.42180941051,60.1631,8
"postCabral_Col5_Dil3",2362.17257566029,60.3956,9
"postCabral_Col6_Dil3",2382.39729620688,59.9816,10
"postCabral_Blank_Dil3",2393.11067046669,59.9695,11
"postCabral_Col5_Dil4",2361.93791826664,59.9069,12
"postCabral_Col6_Dil4",2369.00141099841,59.9896,13
"postCabral_Blank_Dil4",2406.08938493767,60.0946,14
"postCabral_Col5_Dil5",2351.83894084645,60.3304,15
"postCabral_Col6_Dil5",2342.27724054584,60.1698,16
"postCabral_Blank_Dil5",2373.88816188913,60.3108,17
"postCabral_Col5_Dil6",2340.3954341213,60.0429,18
"postCabral_Col6_Dil6",2353.18701495219,59.7787,19
"postCabral_Blank_Dil6",2364.7701862096,60.3401,20
"postCabral_Col5_Dil7",2380.7642487044,59.7006,21
"postCabral_Col6_Dil7",2374.48085244039,60.2267,22
"postCabral_Blank_Dil7",2387.44112463544,59.9376,23
"postCabral_Col5_Dil8",2343.77277041893,60.2079,24
"postCabral_Col6_Dil8",2368.17401302844,60.198,25
"postCabral_Blank_Dil8",2392.88557808183,60.0418,26
"postCabral_Col5_Dil9",2357.87924927441,60.0067,27
"postCabral_Col6_Dil9",2381.68920405536,60.2102,28
"postCabral_Blank_Dil9",2395.00614704948,60.0992,29
