"SampleID","TA","Mass","Sample.Index"
"junk1",2422.95331326892,59.7546,1
"junk2",2409.98810792729,60.3191,2
"42_dusk",2270.63040318975,60.1316,3
"43_dusk",2256.8314188171,59.5791,4
"44_dusk",2278.80712110104,59.5515,5
"45_dusk",2269.56288311635,59.7201,6
"46_dusk",2268.39147506965,60.2605,7
"47_dusk",2260.6204952082,59.7082,8
"48_dusk",2269.64012550214,60.0694,9
"49_dusk",2277.1988933631,60.496,10
"50_dusk",2276.84522898872,60.4375,11
"51_dusk",2280.73666014941,60.0832,12
"52_dusk",2274.90203335846,60.0948,13
"53_dusk",2281.70879532414,59.9458,14
"1_noon",2361.78637358993,59.9427,15
"2_noon",2367.575101866,59.5573,16
"3_noon",2368.59957356078,60.3285,17
"4_noon",2365.7722302569,59.8149,18
"5_noon",2303.04373332239,59.9112,19
"5e_noon",2310.14211794832,59.8946,20
"5f_noon",2263.74994878709,60.1747,21
"6_noon",2368.72663821706,59.8419,22
"7_noon",2360.17317847157,60.2946,23
"8_noon",2360.57926564026,60.2358,24
"9_noon",2360.51503891151,59.7754,25
"10_noon",2290.24239036758,60.2456,26
"11_noon",2362.64917095703,60.1494,27
"12_noon",2369.02074929694,60.4716,28
