SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2268.470983,60.4377,1,2268.470983
junk2,2247.457322,60.2267,2,2246.173794
junk3,2246.767428,59.9245,3,2244.202625
crm,2219.609187,59.9822,4,2215.810655
