Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,Junk,12/17/2019 4:47:38 PM,OK,Unchecked,0,,25.0,°C,,2.174,mL,,60.220,g,,60.2198,g,,1.0,g/mL
2,D_30_1_BC,12/17/2019 4:57:53 PM,OK,Unchecked,0,,25.0,°C,,2.052,mL,,59.770,g,,59.7699,g,,1.0,g/mL
3,D_30_2_BC,12/17/2019 5:07:46 PM,OK,Unchecked,0,,25.0,°C,,2.034,mL,,59.816,g,,59.8155,g,,1.0,g/mL
4,D_30_3_BC,12/17/2019 5:17:36 PM,OK,Unchecked,0,,25.0,°C,,2.238,mL,,59.730,g,,59.7296,g,,1.0,g/mL
5,D_30_4_BC,12/17/2019 5:27:49 PM,OK,Unchecked,0,,25.0,°C,,2.016,mL,,59.638,g,,59.6377,g,,1.0,g/mL
6,D_30_5_BC,12/17/2019 5:37:36 PM,OK,Unchecked,0,,25.0,°C,,1.989,mL,,60.063,g,,60.0632,g,,1.0,g/mL
7,N_30_1_BC,12/17/2019 5:47:23 PM,OK,Unchecked,0,,25.0,°C,,2.076,mL,,59.552,g,,59.5521,g,,1.0,g/mL
8,N_30_2_BC,12/17/2019 5:57:19 PM,OK,Unchecked,0,,25.0,°C,,2.078,mL,,59.968,g,,59.9681,g,,1.0,g/mL
9,N_30_3_BC,12/17/2019 6:07:17 PM,OK,Unchecked,0,,25.0,°C,,2.026,mL,,59.989,g,,59.9891,g,,1.0,g/mL
10,N_30_4_BC,12/17/2019 6:17:09 PM,OK,Unchecked,0,,25.0,°C,,2.336,mL,,60.113,g,,60.1131,g,,1.0,g/mL
11,N_30_5_BC,12/17/2019 6:27:36 PM,OK,Unchecked,0,,25.0,°C,,2.314,mL,,59.949,g,,59.9494,g,,1.0,g/mL
12,D_30_1_AI,12/17/2019 6:37:59 PM,OK,Unchecked,0,,25.0,°C,,2.204,mL,,59.514,g,,59.5138,g,,1.0,g/mL
13,D_30_2_AI,12/17/2019 6:48:18 PM,OK,Unchecked,0,,25.0,°C,,2.202,mL,,59.722,g,,59.7220,g,,1.0,g/mL
14,D_30_3_AI,12/17/2019 6:58:27 PM,OK,Unchecked,0,,25.0,°C,,2.246,mL,,60.166,g,,60.1662,g,,1.0,g/mL
15,D_30_4_AI,12/17/2019 7:08:43 PM,OK,Unchecked,0,,25.0,°C,,2.234,mL,,60.362,g,,60.3616,g,,1.0,g/mL
16,N_30_1_AI,12/17/2019 7:19:00 PM,OK,Unchecked,0,,25.0,°C,,2.127,mL,,60.162,g,,60.1624,g,,1.0,g/mL
17,N_30_2_AI,12/17/2019 7:29:03 PM,OK,Unchecked,0,,25.0,°C,,2.262,mL,,59.982,g,,59.9819,g,,1.0,g/mL
18,N_30_3_AI,12/17/2019 7:39:22 PM,OK,Unchecked,0,,25.0,°C,,2.406,mL,,60.395,g,,60.3954,g,,1.0,g/mL
19,N_30_4_AI,12/17/2019 7:49:56 PM,OK,Unchecked,0,,25.0,°C,,2.334,mL,,59.889,g,,59.8894,g,,1.0,g/mL
20,CRM_2,12/17/2019 8:00:24 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.733,g,,59.7334,g,,1.0,g/mL
12/17/2019 8:22:31 PMSystemInternal,,,,,,,,,,,,,,,,,,1/1,,
