Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,5/7/2026 10:11:30 AM,OK,Unchecked,0,,25.0,°C,,2.216,mL,,60.369,g,,60.3688,g,1.0,g/mL,
2,junk2,5/7/2026 10:21:50 AM,OK,Unchecked,0,,25.0,°C,,2.215,mL,,60.089,g,,60.0888,g,1.0,g/mL,
3,junk3,5/7/2026 10:32:04 AM,OK,Unchecked,0,,25.0,°C,,2.271,mL,,60.290,g,,60.2903,g,1.0,g/mL,
4,20260502_sb_p16_t1,5/7/2026 10:42:23 AM,OK,Unchecked,0,,25.0,°C,,2.374,mL,,60.331,g,,60.3313,g,1.0,g/mL,
5,20260502_sb_p17_t1,5/7/2026 10:52:53 AM,OK,Unchecked,0,,25.0,°C,,2.572,mL,,60.285,g,,60.2848,g,1.0,g/mL,
6,20260502_sb_p18_t1,5/7/2026 11:03:49 AM,OK,Unchecked,0,,25.0,°C,,2.534,mL,,60.253,g,,60.2526,g,1.0,g/mL,
7,20260502_sb_p19_t1,5/7/2026 11:14:42 AM,OK,Unchecked,0,,25.0,°C,,2.464,mL,,60.116,g,,60.1161,g,1.0,g/mL,
8,20260502_sb_p20_t1,5/7/2026 11:25:28 AM,OK,Unchecked,0,,25.0,°C,,2.460,mL,,60.031,g,,60.0313,g,1.0,g/mL,
9,20260502_sb_p21_t1,5/7/2026 11:36:14 AM,OK,Unchecked,0,,25.0,°C,,2.494,mL,,60.318,g,,60.3185,g,1.0,g/mL,
10,20260502_sb_p22_t1,5/7/2026 11:47:01 AM,OK,Unchecked,0,,25.0,°C,,2.466,mL,,60.111,g,,60.1107,g,1.0,g/mL,
11,20260502_sb_ocn_t1,5/7/2026 11:57:48 AM,OK,Unchecked,0,,25.0,°C,,2.222,mL,,60.152,g,,60.1517,g,1.0,g/mL,
12,20260502_sb_p16_t2,5/7/2026 12:08:02 PM,OK,Unchecked,0,,25.0,°C,,2.295,mL,,60.241,g,,60.2413,g,1.0,g/mL,
13,20260502_sb_p17_t2,5/7/2026 12:18:33 PM,OK,Unchecked,0,,25.0,°C,,2.563,mL,,60.164,g,,60.1635,g,1.0,g/mL,
14,20260502_sb_p18_t2,5/7/2026 12:29:32 PM,OK,Unchecked,0,,25.0,°C,,2.510,mL,,60.025,g,,60.0252,g,1.0,g/mL,
15,20260502_sb_p19_t2,5/7/2026 12:40:22 PM,OK,Unchecked,0,,25.0,°C,,2.426,mL,,60.007,g,,60.0067,g,1.0,g/mL,
16,20260502_sb_p20_t2,5/7/2026 12:50:59 PM,OK,Unchecked,0,,25.0,°C,,2.474,mL,,60.140,g,,60.1396,g,1.0,g/mL,
17,20260502_sb_p21_t2,5/7/2026 1:01:45 PM,OK,Unchecked,0,,25.0,°C,,2.484,mL,,60.096,g,,60.0959,g,1.0,g/mL,
18,20260502_sb_p22_t2,5/7/2026 1:12:37 PM,OK,Unchecked,0,,25.0,°C,,2.467,mL,,60.162,g,,60.1624,g,1.0,g/mL,
19,20260502_sb_ocn_t2,5/7/2026 1:23:19 PM,OK,Unchecked,0,,25.0,°C,,2.212,mL,,60.288,g,,60.2880,g,1.0,g/mL,
20,20260502_sb_p16_t3,5/7/2026 1:33:37 PM,OK,Unchecked,0,,25.0,°C,,2.172,mL,,60.028,g,,60.0284,g,1.0,g/mL,
21,20260502_sb_p17_t3,5/7/2026 1:43:48 PM,OK,Unchecked,0,,25.0,°C,,2.498,mL,,60.101,g,,60.1007,g,1.0,g/mL,
22,20260502_sb_p18_t3,5/7/2026 1:54:37 PM,OK,Unchecked,0,,25.0,°C,,2.460,mL,,60.204,g,,60.2035,g,1.0,g/mL,
23,20260502_sb_p19_t3,5/7/2026 2:05:20 PM,OK,Unchecked,0,,25.0,°C,,2.376,mL,,60.009,g,,60.0094,g,1.0,g/mL,
24,20260502_sb_p20_t3,5/7/2026 2:15:51 PM,OK,Unchecked,0,,25.0,°C,,2.447,mL,,60.186,g,,60.1863,g,1.0,g/mL,
25,20260502_sb_p21_t3,5/7/2026 2:26:31 PM,OK,Unchecked,0,,25.0,°C,,2.480,mL,,60.381,g,,60.3814,g,1.0,g/mL,
26,20260502_sb_p22_t3,5/7/2026 2:37:18 PM,OK,Unchecked,0,,25.0,°C,,2.432,mL,,60.243,g,,60.2426,g,1.0,g/mL,
27,20260502_sb_ocn_t3,5/7/2026 2:48:19 PM,OK,Unchecked,0,,25.0,°C,,2.208,mL,,60.050,g,,60.0498,g,1.0,g/mL,
SystemInternal5/7/2026 3:00:01 PM,,,,,,,,,,,,,,,,,,,,1/1
