Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,5/7/2026 3:43:45 PM,OK,Unchecked,0,,25.0,°C,,2.200,mL,,60.049,g,,60.0487,g,1.0,g/mL,
2,junk2,5/7/2026 3:54:05 PM,OK,Unchecked,0,,25.0,°C,,2.202,mL,,60.123,g,,60.1228,g,1.0,g/mL,
3,junk3,5/7/2026 4:04:19 PM,OK,Unchecked,0,,25.0,°C,,2.205,mL,,60.285,g,,60.2852,g,1.0,g/mL,
4,20260502_sb_p23_t1,5/7/2026 4:14:30 PM,OK,Unchecked,0,,25.0,°C,,2.397,mL,,60.231,g,,60.2314,g,1.0,g/mL,
5,20260502_sb_p24_t1,5/7/2026 4:25:06 PM,OK,Unchecked,0,,25.0,°C,,2.256,mL,,60.020,g,,60.0199,g,1.0,g/mL,
6,20260502_sb_p25_t1,5/7/2026 4:35:25 PM,OK,Unchecked,0,,25.0,°C,,2.413,mL,,60.234,g,,60.2338,g,1.0,g/mL,
7,20260502_sb_p26_t1,5/7/2026 4:46:04 PM,OK,Unchecked,0,,25.0,°C,,2.474,mL,,60.277,g,,60.2768,g,1.0,g/mL,
8,20260502_sb_p28_t1,5/7/2026 4:56:50 PM,OK,Unchecked,0,,25.0,°C,,2.287,mL,,60.260,g,,60.2599,g,1.0,g/mL,
9,20260502_sb_p29_t1,5/7/2026 5:07:14 PM,OK,Unchecked,0,,25.0,°C,,2.442,mL,,60.129,g,,60.1292,g,1.0,g/mL,
10,20260502_sb_p32_t1,5/7/2026 5:17:54 PM,OK,Unchecked,0,,25.0,°C,,2.416,mL,,60.155,g,,60.1554,g,1.0,g/mL,
11,20260502_sb_p23_t2,5/7/2026 5:28:31 PM,OK,Unchecked,0,,25.0,°C,,2.389,mL,,60.390,g,,60.3899,g,1.0,g/mL,
12,20260502_sb_p24_t2,5/7/2026 5:39:07 PM,OK,Unchecked,0,,25.0,°C,,2.209,mL,,60.219,g,,60.2194,g,1.0,g/mL,
13,20260502_sb_p25_t2,5/7/2026 5:49:17 PM,OK,Unchecked,0,,25.0,°C,,2.407,mL,,60.062,g,,60.0625,g,1.0,g/mL,
14,20260502_sb_p26_t2,5/7/2026 5:59:56 PM,OK,Unchecked,0,,25.0,°C,,2.456,mL,,60.143,g,,60.1433,g,1.0,g/mL,
15,20260502_sb_p28_t2,5/7/2026 6:10:42 PM,OK,Unchecked,0,,25.0,°C,,2.262,mL,,60.072,g,,60.0720,g,1.0,g/mL,
16,20260502_sb_p29_t2,5/7/2026 6:21:07 PM,OK,Unchecked,0,,25.0,°C,,2.444,mL,,60.264,g,,60.2635,g,1.0,g/mL,
17,20260502_sb_p32_t2,5/7/2026 6:31:48 PM,OK,Unchecked,0,,25.0,°C,,2.416,mL,,60.124,g,,60.1239,g,1.0,g/mL,
18,20260502_sb_p23_t3,5/7/2026 6:42:30 PM,OK,Unchecked,0,,25.0,°C,,2.364,mL,,60.011,g,,60.0113,g,1.0,g/mL,
19,20260502_sb_p24_t3,5/7/2026 6:53:02 PM,OK,Unchecked,0,,25.0,°C,,2.123,mL,,60.155,g,,60.1554,g,1.0,g/mL,
20,20260502_sb_p25_t3,5/7/2026 7:03:05 PM,OK,Unchecked,0,,25.0,°C,,2.394,mL,,60.035,g,,60.0348,g,1.0,g/mL,
21,20260502_sb_p26_t3,5/7/2026 7:13:41 PM,OK,Unchecked,0,,25.0,°C,,2.435,mL,,60.397,g,,60.3972,g,1.0,g/mL,
22,20260502_sb_p28_t3,5/7/2026 7:24:21 PM,OK,Unchecked,0,,25.0,°C,,2.186,mL,,60.329,g,,60.3293,g,1.0,g/mL,
23,20260502_sb_p29_t3,5/7/2026 7:34:31 PM,OK,Unchecked,0,,25.0,°C,,2.422,mL,,60.399,g,,60.3990,g,1.0,g/mL,
24,20260502_sb_p32_t3,5/7/2026 7:45:10 PM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,60.130,g,,60.1300,g,1.0,g/mL,
SystemInternal5/7/2026 8:28:17 PM,,,,,,,,,,,,,,,,,,,,1/1
