"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2420.58464766034,60.2115,1,2420.58464766034
"junk2",2342.41786980014,60.1708,2,2341.08010973743
"crm",2230.15966001731,59.8917,3,2227.61381565656
