"SampleID","TA","Mass","Sample.Index"
"junk1",2227.43349030283,60.3383,1
"junk2",2218.65058016575,60.1331,2
"junk3",2213.32134509704,60.2351,3
"20250311_sb_p1_t1",2218.20998893138,60.0357,4
"20250311_sb_p3_t1",2215.74631458383,60.2093,5
"20250311_sb_p4_t1",2218.59980533657,60.0246,6
"20250311_sb_p5_t1",1958.19253743392,60.7252,7
"20250311_sb_p6_t1",1928.75559119414,60.5275,8
"20250311_sb_ocn_t1",2294.27006320614,60.3133,9
"20250311_sb_p1_t2",2239.51455560296,60.186,10
"20250311_sb_p3_t2",2230.48138348491,60.2083,11
"20250311_sb_p4_t2",2239.82241687557,60.0147,12
"20250311_sb_p5_t2",1968.8431235454,60.3008,13
"20250311_sb_p6_t2",1992.42517101271,60.0802,14
"20250311_sb_ocn_t2",2294.6909043029,60.1557,15
"20250311_sb_p1_t3",2247.12376694703,60.2517,16
"20250311_sb_p3_t3",2238.19182737887,60.1916,17
"20250311_sb_p4_t3",2266.24151114136,60.4761,18
"20250311_sb_p5_t3",1979.18983260089,60.0423,19
"20250311_sb_p6_t3",2061.45525720446,60.1292,20
"20250311_sb_ocn_t3",2303.05122081706,60.4663,21
