"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2288.89567115229,60.06,1,2288.89567115229
"Junk2",2271.27954160124,59.6375,2,2269.98240879622
"Sump",2205.24541290044,59.9994,3,2202.72800946105
"Tank1",2202.91779229369,60.1377,4,2199.14782459438
"Tank2",2198.88567869967,60.036,5,2193.87111614848
"Tank3",2208.55726478185,60.2253,6,2202.2650788423
"Tank4",2207.34714827833,59.9192,7,2199.80495984458
"Tank7",2205.94660911348,60.099,8,2197.15797720466
"Tank8",2204.17933343033,60.3742,9,2194.14893828389
"Tank9",2208.24717505201,60.2389,10,2196.94858234282
"Tank10",2206.23944899519,60.0995,11,2193.70399758044
"Tank11",2205.49989499822,60.076,12,2191.72334823787
"Tank12",2202.97518994949,60.0121,13,2187.97195369558
"Tank13",2202.72066451759,59.8883,14,2186.47825462608
"Tank14",2209.3823847079,59.8347,15,2191.84760387689
"Tank15",2211.81261826673,60.1662,16,2193.01534389052
"Tank16",2206.59262851957,60.2313,17,2186.60084932574
"Tank17",2201.70924440696,60.1305,18,2180.52698229326
"Tank18",2207.78037543161,59.958,19,2185.3029734193
"Tank19",2209.01162672106,60.0829,20,2185.28566803949
"Tank20",2206.87111141499,59.8197,21,2181.93471467584
