"SampleID","TA","Mass","Sample.Index"
"junk1",2264.3530653235,60.049,1
"junk2",2226.12332119954,59.8946,2
"M1_N_2023-08-01",2215.52575187334,59.645,3
"RW1_N-2023-08-01",2150.11307506075,59.8044,4
"RW3_N-2023-08-01",2150.22158011976,60.0351,5
"RW5_N-2023-08-01",2177.46264859907,60.2779,6
"B1_N_2023-08-01",2178.89296348534,60.4778,7
"B5_N_2023-08-01",2191.47970722521,59.7806,8
"P1_N_2023-08-01",2153.80801855676,60.4626,9
"P3_N_2023-08-01",2150.31459877485,60.3712,10
"OO_N_2023-08-01",2214.0823469064,60.2557,11
"M2_D_2023-08-02",2222.89624259003,59.6447,12
"CRM",2230.33182152532,60.1645,13
"RW2_D_2023-08-02",2226.8919707265,59.7028,14
"RW4_D_2023-08-02_",2235.95706173337,60.3309,15
