"SampleID","TA","Mass","Sample.Index"
"junk1",2242.38609293873,59.6413,1
"junk2",2221.79496089816,59.6302,2
"RW6_D_2023-08-02",2230.97125604393,60.1356,3
"B2_D_2023-08-02",2395.88428381061,60.3677,4
"B6_D_2023-08-02",2213.24865390191,60.2953,5
"P2_D_2023-08-02",2214.9477766488,60.0536,6
"P4_D_2023-08-02",2195.99228090825,60.2699,7
"P6_D_2023-8-02",2176.82649989323,59.8162,8
"OO_D_2023-8-02",2680.0538813673,60.0672,9
"RW2_N_2023-08-3",2206.5548153894,60.1642,10
"B4_N_2023-08-03",2223.68405812205,59.9511,11
"B6_N_2023-08-03",2220.3919674934,60.2668,12
"P2_N_2023-08-03",2188.43808204476,60.1525,13
"P4_N_2023-08-03",2208.60185165367,59.8451,14
"OO_N_2023-08-03",2209.93858404636,60.4511,15
"M1_D_2023-08-04",2207.47253698649,60.1338,16
