"SampleID","TA","Mass","Sample.Index"
"Junk",2270.49102795706,60.0461,1
"OF2-1-Light",2311.15811426948,59.8915,2
"OF2-2-Light",2323.14701047745,60.0136,3
"OF2-6-Light",2302.97553693471,60.2149,4
"OF2-7-Light",2299.44117847903,60.1425,5
"OF2-8-Light",2327.87752092105,60.1489,6
"OF2-9-Light",2315.08773047652,59.9934,7
"OF2-10-Light",2335.83942178363,59.9032,8
"OF2-11-Light",2455.02780810736,59.8441,9
"OF4-1-Light",2301.33980705929,60.0505,10
"OF4-2-Light",2289.96187181595,59.8432,11
"OF4-6-Light",2293.83570238597,60.1623,12
"OF4-7-Light",2289.42510301969,60.2141,13
"OF4-8-Light",2304.73205536385,59.8721,14
"OF4-9-Light",2300.54805190477,60.1238,15
"OF4-10-Light",2318.94901590909,60.1212,16
"OF4-11-Light",2439.46052826883,59.8655,17
