"SampleID","TA","Mass","Sample.Index"
"junk1",2400.92392039009,60.3621,1
"junk2",2362.83214417855,60.3228,2
"junk3",2363.04223385722,60.4096,3
"CRM",2205.93714193919,59.8876,4
