"SampleID","TA","Mass","Sample.Index"
"junk1",2209.36682664732,60.3676,1
"junk2",2208.38654628546,60.0065,2
"junk3",2209.6159255745,60.0651,3
"20250720_kb_p1_t1",3323.7699888085,60.1281,4
"20250720_kb_p2_t1",2759.78242382126,60.0794,5
"20250720_kb_p3_t1",2923.02128092354,60.0747,6
"20250720_kb_p4_t1",2538.56518198493,60.1247,7
"20250720_kb_p5_t1",2568.8813993423,60.1597,8
"20250720_kb_p6_t1",2798.28916988221,60.2708,9
"20250720_kb_p7_t1",2629.00056792432,60.1346,10
"20250720_kb_ocn_t1",2290.88946423148,60.208,11
"20250720_kb_p1_t3",3762.15937459814,60.0961,12
"20250720_kb_p2_t3",2959.27197112634,60.0022,13
"20250720_kb_p3_t3",3153.03939186377,60.1434,14
"20250720_kb_p4_t3",2797.12814961747,60.0453,15
"20250720_kb_p5_t3",2881.18283177875,60.2385,16
"20250720_kb_p6_t3",3082.99050915219,60.1319,17
"20250720_kb_p7_t3",2895.87374806685,60.1169,18
"20250720_kb_ocn_t3",2315.98161023186,60.1423,19
