"SampleID","TA","Mass","Sample.Index"
"junk1",2347.84159715032,60.3532,1
"junk2",2401.80435475741,59.8771,2
"13_noon",2360.2211155577,60.2243,3
"14_noon",2369.20210933891,59.6813,4
"15_noon",2373.67394242205,60.1782,5
"16_noon",2371.14237595624,60.3399,6
"17_noon",2375.50151006431,60.3756,7
"18_noon",2368.82533527967,60.4899,8
"19_noon",2368.27614503932,59.8181,9
"20_noon",2371.80325522313,59.703,10
"21_noon",2369.96539178627,60.1196,11
"22_noon",2372.92944606584,60.4838,12
"23_noon",2368.01602684905,60.0895,13
"24_noon",2369.04091217998,60.4472,14
"14_dusk",2369.13718703729,59.7687,15
"15_dusk",2420.78002766797,60.0126,16
"16_dusk",2357.39655334387,60.4917,17
"17_dusk",2361.29712494823,59.528,18
"18_dusk",2363.42531515128,60.1793,19
"19_dusk",2367.32233112815,59.7102,20
"20_dusk",2364.66461375642,60.3842,21
"21_dusk",2376.36502833286,60.1513,22
"22_dusk",2366.64323105021,59.7618,23
"23_dusk",2370.13384092378,59.8705,24
"24_dusk",2366.50501989528,60.1936,25
