"SampleID","TA","Mass","Sample.Index"
"junk1",2266.88175652978,59.9904,1
"junk2",2229.67856110532,60.1917,2
"preVarari_Dil1rep1_Day4",2365.81240813185,60.4291,3
"preVarari_Dil1rep2_Day4",2374.06768185947,59.6518,4
"preVarari_Dil1rep3_Day4",2364.76237580952,60.2196,5
"preVarari_Dil2rep1_Day4",2384.46591377747,59.7946,6
"preVarari_Dil2rep2_Day4",2369.27427084356,59.8193,7
"preVarari_Dil2rep3_Day4",2374.43936970178,59.6584,8
"preVarari_Dil3rep1_Day4",2355.16692684993,59.8903,9
"preVarari_Dil3rep2_Day4",2369.05088441192,60.2341,10
"preVarari_Dil3rep3_Day4",2355.12483366687,59.9489,11
"preVarari_Dil4rep1_Day4",2352.87820306771,60.2583,12
"preVarari_Dil4rep2_Day4",2337.36607176487,59.8351,13
"preVarari_Dil4rep3_Day4",2343.31320421061,60.0607,14
"preVarari_Dil5rep1_Day4",2360.74893744456,59.862,15
"preVarari_Dil5rep2_Day4",2353.13736383637,59.9962,16
"preVarari_Dil5rep3_Day4",2349.94046085494,60.0414,17
"preVarari_Dil6rep1_Day4",2375.14673690358,59.5795,18
"preVarari_Dil6rep2_Day4",2385.18014470584,60.4192,19
"preVarari_Dil6rep3_Day4",2378.62547243438,60.027,20
"preVarari_Dil7rep1_Day4",2390.3217095975,60.5019,21
"preVarari_Dil7rep2_Day4",2384.15740767927,60.4053,22
"preVarari_Dil7rep3_Day4",2398.16594270445,60.2726,23
"preVarari_Dil8rep1_Day4",2408.76748518456,59.6964,24
"preVarari_Dil8rep2_Day4",2416.89180237241,60.4754,25
"preVarari_Dil8rep3_Day4",2412.89223572612,60.4321,26
"preVarari_Dil9rep1_Day4",2484.07699067333,60.081,27
"preVarari_Dil9rep2_Day4",2461.32207037165,59.7051,28
"preVarari_Dil9rep3_Day4",2462.80282759941,59.7457,29
