"SampleID","TA","Mass","Sample.Index"
"junk1",2238.47954094113,60.3448,1
"junk2",2230.88273429567,59.8991,2
"postVarari_Col5_Dil1",2374.36376919527,60.4211,3
"postVarari_Col6_Dil1",2405.80671822964,59.5971,4
"postVarari_Blank_Dil1",2435.23184016183,60.2069,5
"postVarari_Col5_Dil2",2388.41155309908,60.4966,6
"postVarari_Col6_Dil2",2398.74089514837,59.8041,7
"postVarari_Blank_Dil2",2420.42634220566,59.5225,8
"postVarari_Col5_Dil3",2375.09028088877,59.6824,9
"postVarari_Col6_Dil3",2370.44602088112,60.2958,10
"postVarari_Blank_Dil3",2403.84137342582,59.8697,11
"postVarari_Col5_Dil4",2381.93379346763,60.1711,12
"postVarari_Col6_Dil4",2377.79928068855,59.6406,13
"postVarari_Blank_Dil4",2416.14762108805,59.6928,14
"postVarari_Col5_Dil5",2390.4210683454,60.2505,15
"postVarari_Col6_Dil5",2391.77022172126,60.2716,16
"postVarari_Blank_Dil5",2422.95390976785,59.9207,17
"postVarari_Col5_Dil6",2397.04367984224,59.8293,18
"postVarari_Col6_Dil6",2398.13634354811,60.2396,19
"postVarari_Blank_Dil6",2420.85064207127,59.9887,20
"postVarari_Col5_Dil7",2405.27007071406,59.909,21
"postVarari_Col6_Dil7",2420.40668048922,59.6001,22
"postVarari_Blank_Dil7",2461.51929635123,60.0428,23
"postVarari_Col5_Dil8",2435.29373651736,60.0295,24
"postVarari_Col6_Dil8",2446.68898313747,60.3822,25
"postVarari_Blank_Dil8",2478.59701870422,60.4177,26
"postVarari_Col5_Dil9",2467.03663504219,59.7271,27
"postVarari_Col6_Dil9",2474.8188209467,60.3306,28
"postVarari_Blank_Dil9",2497.16274624247,59.9666,29
