"SampleID","TA","Mass","Sample.Index"
"junk1",2253.52204874791,60.1934,1
"junk2",2238.76587772533,60.476,2
"junk3",2267.61098906391,59.5252,3
"CRM",2212.92834295099,59.7958,4
