"SampleID","TA","Mass","Sample.Index"
"Junk1",2401.79659415637,60.461,1
"junk2",2373.8749439099,59.6921,2
"CRM",2198.36863153323,59.9202,3
"LowSGD_rep1_day3_01152024",2373.04514692741,59.7901,4
"LowSGD_rep2_day3_01152024",2375.3575785998,59.714,5
"LowSGD_rep3_day3_01152024",2378.42829719784,59.7399,6
"MedSGD_rep1_day3_01152024",2405.60747031566,59.9411,7
"MedSGD_rep2_day3_01152024",2405.78527062302,60.0058,8
"MedSGD_rep3_day3_01152024",2416.71975559664,59.9192,9
"HighSGD_rep1_day3_01152024",2490.20169461179,59.9674,10
"HighSGD_rep2_day3_01152024",2488.78410538658,59.7816,11
"HighSGD_rep3_day3_01152024",2489.58899729913,59.6798,12
"Surface_Dusk_01102024",2264.8449454489,60.3009,13
"Dead_1_Dusk_01102024",2283.05865838662,59.9967,14
"Dead_2_Dusk_01102024",2288.44941301769,59.7656,15
"Dead_3_Dusk_01102024",2285.28545242056,59.5708,16
"Poc_1_Dusk_01102024",2268.25170043425,59.8494,17
"Poc_2_Dusk_01102024",2274.86882706814,59.5128,18
"Poc_3_Dusk_01102024",2281.43568005219,59.5741,19
"Algae_1_Dusk_01102024",2243.22494666912,59.7794,20
"Algae_2_Dusk_01102024",2249.23767625762,59.8307,21
"Algae_3_Dusk_01102024",2251.88628020614,59.5763,22
"Surface_Dawn_01152024",2446.01627471237,59.8066,23
"Dead_1_Dawn_01152024",2275.01355121019,59.5023,24
"Dead_2_Dawn_01152024",2333.6723055244,59.7893,25
"Dead_3_Dawn_01152024",2340.1659972901,59.686,26
"Poc_1_Dawn_01152024",2337.26859200512,59.5963,27
"Poc_2_Dawn_01152024",2331.60221483931,59.5418,28
"Poc_3_Dawn_01152024",2335.37669664528,59.5466,29
"Algae_1_Dawn_01152024",2300.21220745725,59.6194,30
"Algae_2_Dawn_01152024",2337.50113273198,59.7937,31
"Algae_3_Dawn_01152024",2331.68330391128,59.5551,32
