"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2265.00950081892,59.652,1,2265.00950081892
"D_21_1_BC",2154.45432295214,59.8907,2,2153.22390928969
"D_21_2_BC",2094.26538308636,60.083,3,2091.87466917873
"D_21_3_BC",2033.11969141338,59.7984,4,2029.64030802819
"D_21_4_BC",1991.40563637731,60.4986,5,1986.8642324175
"D_21_5_BC",2040.0939269115,60.1983,6,2034.2816935015
"N_21_1_BC",2225.40745335552,59.6903,7,2217.80355545111
"N_21_2_BC",2216.3090013473,59.7393,8,2207.47908500727
"N_21_3_BC",2231.39662421719,60.2932,9,2221.24237336751
"N_21_4_BC",2276.25918582314,60.0858,10,2264.61260670296
"N_21_5_BC",2303.01781468091,59.9979,11,2289.9324861884
"D_21_1_AI",1989.14551578161,60.129,12,1976.72041602374
"D_21_2_AI",1843.13791082636,59.558,13,1830.5853257356
"D_21_3_AI",1773.63580369529,60.3306,14,1760.55737746271
"D_21_4_AI",1594.14623553728,60.0678,15,1581.49428128698
"N_21_1_AI",2283.34076366363,60.0875,16,2263.93560136621
"N_21_2_AI",2315.88379210219,60.335,17,2294.90183249084
"N_21_3_AI",2358.21033380861,60.2821,18,2335.5224019044
"N_21_4_AI",2351.88463599026,60.3324,19,2327.94010915325
