Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
17,T9_12,9/22/2026 2:06:16 PM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,59.851,g,,59.8513,g,1.0,g/mL,
18,T10_12,9/22/2026 2:17:07 PM,OK,Unchecked,0,,25.0,°C,,2.432,mL,,59.640,g,,59.6403,g,1.0,g/mL,
19,T11_12,9/22/2026 2:27:54 PM,OK,Unchecked,0,,25.0,°C,,2.432,mL,,59.695,g,,59.6951,g,1.0,g/mL,
20,T12_12,9/22/2026 2:38:50 PM,OK,Unchecked,0,,25.0,°C,,2.420,mL,,59.511,g,,59.5109,g,1.0,g/mL,
21,T13_12,9/22/2026 2:49:46 PM,OK,Unchecked,0,,25.0,°C,,2.408,mL,,59.786,g,,59.7864,g,1.0,g/mL,
22,T14_12,9/22/2026 3:00:42 PM,OK,Unchecked,0,,25.0,°C,,2.435,mL,,59.793,g,,59.7933,g,1.0,g/mL,
23,T15_12,9/22/2026 3:11:37 PM,OK,Unchecked,0,,25.0,°C,,2.446,mL,,60.040,g,,60.0400,g,1.0,g/mL,
24,T17_12,9/22/2026 3:22:37 PM,OK,Unchecked,0,,25.0,°C,,2.448,mL,,59.829,g,,59.8294,g,1.0,g/mL,
25,T18_12,9/22/2026 3:33:33 PM,OK,Unchecked,0,,25.0,°C,,2.417,mL,,59.796,g,,59.7956,g,1.0,g/mL,
26,T19_12,9/22/2026 3:44:31 PM,OK,Unchecked,0,,25.0,°C,,2.423,mL,,59.580,g,,59.5804,g,1.0,g/mL,
27,T20_12,9/22/2026 3:55:25 PM,OK,Unchecked,0,,25.0,°C,,2.424,mL,,59.759,g,,59.7590,g,1.0,g/mL,
28,T21_12,9/22/2026 4:06:08 PM,OK,Unchecked,0,,25.0,°C,,2.426,mL,,60.043,g,,60.0427,g,1.0,g/mL,
29,T22_12,9/22/2026 4:17:07 PM,OK,Unchecked,0,,25.0,°C,,2.434,mL,,59.669,g,,59.6692,g,1.0,g/mL,
30,T23_12,9/22/2026 4:28:10 PM,OK,Unchecked,0,,25.0,°C,,2.416,mL,,59.737,g,,59.7366,g,1.0,g/mL,
31,T24_12,9/22/2026 4:39:09 PM,OK,Unchecked,0,,25.0,°C,,2.418,mL,,59.739,g,,59.7389,g,1.0,g/mL,
32,S1_21,9/22/2026 4:50:14 PM,OK,Unchecked,0,,25.0,°C,,2.451,mL,,60.074,g,,60.0740,g,1.0,g/mL,
33,S2_21,9/22/2026 5:01:09 PM,OK,Unchecked,0,,25.0,°C,,2.456,mL,,59.837,g,,59.8374,g,1.0,g/mL,
34,S3_21,9/22/2026 5:12:21 PM,OK,Unchecked,0,,25.0,°C,,2.444,mL,,59.593,g,,59.5931,g,1.0,g/mL,
35,S4_21,9/22/2026 5:23:26 PM,OK,Unchecked,0,,25.0,°C,,2.462,mL,,60.261,g,,60.2610,g,1.0,g/mL,
36,S5_21,9/22/2026 5:34:43 PM,OK,Unchecked,0,,25.0,°C,,2.458,mL,,60.166,g,,60.1655,g,1.0,g/mL,
37,S6_21,9/22/2026 5:45:44 PM,OK,Unchecked,0,,25.0,°C,,2.455,mL,,60.071,g,,60.0709,g,1.0,g/mL,
38,T1_21,9/22/2026 5:56:51 PM,OK,Unchecked,0,,25.0,°C,,2.427,mL,,59.675,g,,59.6750,g,1.0,g/mL,
39,T2_21,9/22/2026 6:07:44 PM,OK,Unchecked,0,,25.0,°C,,2.438,mL,,60.007,g,,60.0072,g,1.0,g/mL,
40,T3_21,9/22/2026 6:18:46 PM,OK,Unchecked,0,,25.0,°C,,2.439,mL,,59.984,g,,59.9839,g,1.0,g/mL,
41,T4_21,9/22/2026 6:30:00 PM,OK,Unchecked,0,,25.0,°C,,2.448,mL,,60.247,g,,60.2474,g,1.0,g/mL,
42,T5_21,9/22/2026 6:41:07 PM,OK,Unchecked,0,,25.0,°C,,2.439,mL,,60.184,g,,60.1839,g,1.0,g/mL,
43,T6_21,9/22/2026 6:52:09 PM,OK,Unchecked,0,,25.0,°C,,2.438,mL,,60.305,g,,60.3047,g,1.0,g/mL,
44,T7_21,9/22/2026 7:03:18 PM,OK,Unchecked,0,,25.0,°C,,2.421,mL,,59.571,g,,59.5712,g,1.0,g/mL,
45,T8_21,9/22/2026 7:14:31 PM,OK,Unchecked,0,,25.0,°C,,2.436,mL,,60.075,g,,60.0747,g,1.0,g/mL,
46,T9_21,9/22/2026 7:25:42 PM,OK,Unchecked,0,,25.0,°C,,2.450,mL,,60.452,g,,60.4525,g,1.0,g/mL,
47,T10_21,9/22/2026 7:36:55 PM,OK,Unchecked,0,,25.0,°C,,2.440,mL,,60.007,g,,60.0069,g,1.0,g/mL,
48,T11_21,9/22/2026 7:48:09 PM,OK,Unchecked,0,,25.0,°C,,2.452,mL,,60.136,g,,60.1359,g,1.0,g/mL,
49,T12_21,9/22/2026 7:59:10 PM,OK,Unchecked,0,,25.0,°C,,2.429,mL,,59.752,g,,59.7524,g,1.0,g/mL,
50,T13_21,9/22/2026 8:10:04 PM,OK,Unchecked,0,,25.0,°C,,2.430,mL,,59.995,g,,59.9949,g,1.0,g/mL,
51,T14_21,9/22/2026 8:20:53 PM,OK,Unchecked,0,,25.0,°C,,2.450,mL,,60.151,g,,60.1513,g,1.0,g/mL,
52,T15_21,9/22/2026 8:31:58 PM,OK,Unchecked,0,,25.0,°C,,2.456,mL,,60.288,g,,60.2876,g,1.0,g/mL,
53,T17_21,9/22/2026 8:42:53 PM,OK,Unchecked,0,,25.0,°C,,2.452,mL,,60.100,g,,60.0999,g,1.0,g/mL,
54,T18_21,9/22/2026 8:53:58 PM,OK,Unchecked,0,,25.0,°C,,2.443,mL,,60.106,g,,60.1056,g,1.0,g/mL,
55,T19_21,9/22/2026 9:04:48 PM,OK,Unchecked,0,,25.0,°C,,2.447,mL,,60.164,g,,60.1640,g,1.0,g/mL,
56,T20_21,9/22/2026 9:15:51 PM,OK,Unchecked,0,,25.0,°C,,2.425,mL,,59.791,g,,59.7909,g,1.0,g/mL,
57,T21_21,9/22/2026 9:26:38 PM,OK,Unchecked,0,,25.0,°C,,2.453,mL,,60.366,g,,60.3657,g,1.0,g/mL,
58,T22_21,9/22/2026 9:37:36 PM,OK,Unchecked,0,,25.0,°C,,2.445,mL,,59.992,g,,59.9920,g,1.0,g/mL,
59,T23_21,9/22/2026 9:48:28 PM,OK,Unchecked,0,,25.0,°C,,2.438,mL,,60.108,g,,60.1085,g,1.0,g/mL,
60,T24_21,9/22/2026 9:59:29 PM,OK,Unchecked,0,,25.0,°C,,2.444,mL,,60.322,g,,60.3223,g,1.0,g/mL,
SystemInternal9/22/2026 10:11:10 PM,,,,,,,,,,,,,,,,,,,,1/1
