"SampleID","TA","Mass","Sample.Index"
"junk1",2291.42430369771,59.8594,1
"junk2",2249.93117444535,60.004,2
"S1_12",2204.93818016856,59.7028,3
"S2_12",2219.7229670985,59.7653,4
"S3_12",2211.93332608093,59.7498,5
"S4_12",2211.11180624147,59.9693,6
"S5_12",2211.43936999252,60.1573,7
"S6_12",2207.50896047303,60.2523,8
"T1_12",2183.64704464481,60.3564,9
"T2_12",2195.798290853,59.8714,10
"T3_12",2189.43036129702,59.9756,11
"T4_12",2204.03853688106,60.185,12
"T5_12",2184.36785625954,59.5587,13
"T6_12",2165.77973962111,60.2346,14
"T7_12",2197.88991488016,59.8191,15
"T8_12",2208.71143559206,60.1709,16
"T9_12",2194.58526119141,59.8513,17
"T10_12",2207.46744742498,59.6403,18
"T11_12",2211.73807605007,59.6951,19
"T12_12",2205.53399212187,59.5109,20
"T13_12",2163.52497912178,59.7864,21
"T14_12",2207.07957832867,59.7933,22
"T15_12",2210.94137799174,60.04,23
"T17_12",2223.70047201759,59.8294,24
"T18_12",2182.27628083503,59.7956,25
"T19_12",2206.57679468042,59.5804,26
"T20_12",2192.72816429927,59.759,27
"T21_12",2184.01069332282,60.0427,28
"T22_12",2212.84271232604,59.6692,29
"T23_12",2185.93671419237,59.7366,30
"T24_12",2185.30393852645,59.7389,31
"S1_21",2218.20596315562,60.074,32
"S2_21",2221.48798131138,59.8374,33
"S3_21",2222.2103073015,59.5931,34
"S4_21",2227.23972099038,60.261,35
"S5_21",2217.0892438613,60.1655,36
"S6_21",2217.07886165965,60.0709,37
"T1_21",2206.34216481539,59.675,38
"T2_21",2193.68258570581,60.0072,39
"T3_21",2207.06236169867,59.9839,40
"T4_21",2211.65318850479,60.2474,41
"T5_21",2196.00192211615,60.1839,42
"T6_21",2192.93568937687,60.3047,43
"T7_21",2207.93059392526,59.5712,44
"T8_21",2198.85970634352,60.0747,45
"T9_21",2201.94019863087,60.4525,46
"T10_21",2217.90113967406,60.0069,47
"T11_21",2220.84767500254,60.1359,48
"T12_21",2212.04688897004,59.7524,49
"T13_21",2192.55176584607,59.9949,50
"T14_21",2213.14578696277,60.1513,51
"T15_21",2214.67861301225,60.2876,52
"T17_21",2223.24628898641,60.0999,53
"T18_21",2203.20175456053,60.1056,54
"T19_21",2209.13358891504,60.164,55
"T20_21",2202.43129966851,59.7909,56
"T21_21",2204.03548933896,60.3657,57
"T22_21",2221.3487791331,59.992,58
"T23_21",2205.39548144621,60.1085,59
"T24_21",2194.38074886897,60.3223,60
