"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2122.28352684811,59.6902,1,2122.28352684811
"junk2",2100.40517989538,60.4139,2,2099.20563381891
"junk3",2100.75052849826,60.3377,3,2098.3524114566
"crm1",2235.68294197606,59.6266,4,2231.85690157336
"crm2",2238.62164750536,60.1084,5,2233.51646700933
