"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2172.52456917907,60.1733,1,2172.52456917907
"junk2",2142.665139949,59.7037,2,2141.44145911522
"V1",2335.81219195189,60.0555,3,2333.14573967797
"V2",2339.69060076274,60.1437,4,2335.68656664848
"V3",2343.71305074627,60.354,5,2338.36820912541
"V4",2353.38898532977,60.2477,6,2346.68417340576
"V5",2329.73628518518,59.699,7,2321.77591063443
"V6",2345.1540662615,59.7834,8,2335.81082296962
"V7",2343.20225661196,60.0086,9,2332.53922017686
"V8",2341.20306426015,59.6227,10,2329.22419696149
"V9",2343.67514812124,60.3111,11,2330.35881205237
"V10",2344.1587575772,59.9044,12,2329.51608504265
"V11",2332.49784301526,59.8168,13,2316.61250015704
"V12",2349.01366109086,59.8448,14,2331.69251668123
"V13",2347.89699999206,59.8017,15,2329.26289681752
"V14",2349.48282988817,59.7452,16,2329.51555371348
"V15",2346.98932175937,59.9486,17,2325.72554534479
"V16",2352.51915637258,60.1466,18,2329.88597829769
"V17",2354.19642555747,59.7955,19,2330.22836240134
"V18",2347.01615998801,59.8545,20,2321.80795928718
"V19",2354.46495846626,60.1763,21,2327.86083464179
"V20",2347.34882971112,59.7087,22,2319.51465386474
"CRM",2236.49463973211,59.7325,23,2208.72777625913
