SampleID,TA,Mass,Sample.Index
Junk,2266.345115,59.9768,1
D_1_1_BC,2235.420001,60.1691,2
D_1_1_BC2,2241.669089,59.8178,3
D_1_2_BC,2228.642752,60.0955,4
D_1_2_BC2,2236.170302,59.9465,5
D_1_3_BC,2244.636073,59.9,6
D_1_3_BC2,2244.405568,60.1821,7
D_1_4_BC,2200.336225,59.9079,8
D_1_4_BC2,2200.314367,60.2714,9
D_1_5_BC,2197.864813,60.0452,10
D_1_5_BC2,2196.986551,60.2276,11
N_1_1_BC,2125.305762,60.0447,12
N_1_1_BC2,2124.697173,60.1136,13
N_1_2_BC,2135.143957,60.1335,14
N_1_2_BC2,2143.668521,59.9906,15
N_1_3_BC,2133.098802,60.3219,16
N_1_3_BC2,2135.119177,60.0453,17
N_1_4_BC,2178.624505,60.0461,18
N_1_4_BC2,2181.630467,60.0726,19
D_1_1_AI,2240.573709,59.9759,20
D_1_1_AI2,2239.671525,60.2655,21
D_1_2_AI,2259.549593,60.0791,22
D_1_2_AI2,2264.192467,59.8256,23
D_1_3_AI,2280.857905,60.0402,24
D_1_3_AI2,2281.399503,60.058,25
D_1_4_AI,2304.263633,60.2628,26
D_1_4_AI2,2300.474372,59.8038,27
N_1_1_AI,2210.81599,59.906,28
N_1_1_AI2,2210.861514,59.9447,29
N_1_2_AI,2235.077157,60.0475,30
N_1_2_AI2,2230.578176,59.8367,31
N_1_3_AI,2241.210347,60.0881,32
N_1_3_AI2,2240.545843,59.9,33
N_1_4_AI,2275.801678,59.9303,34
N_1_4_AI2,2272.792422,60.0414,35
