Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
1,junk1,5/20/2026 10:17:42 AM,OK,Unchecked,0,,25.0,°C,,2.197,mL,,59.721,g,,59.7208,g,1.0,g/mL,
2,junk2,5/20/2026 10:28:04 AM,OK,Unchecked,0,,25.0,°C,,2.418,mL,,60.385,g,,60.3848,g,1.0,g/mL,
3,S1,5/20/2026 10:38:44 AM,OK,Unchecked,0,,25.0,°C,,2.274,mL,,60.298,g,,60.2981,g,1.0,g/mL,
4,S2,5/20/2026 10:49:11 AM,OK,Unchecked,0,,25.0,°C,,2.215,mL,,59.574,g,,59.5736,g,1.0,g/mL,
5,S3,5/20/2026 10:59:26 AM,OK,Unchecked,0,,25.0,°C,,2.200,mL,,60.259,g,,60.2593,g,1.0,g/mL,
6,S4,5/20/2026 11:09:47 AM,OK,Unchecked,0,,25.0,°C,,2.209,mL,,60.284,g,,60.2845,g,1.0,g/mL,
7,S5,5/20/2026 11:20:07 AM,OK,Unchecked,0,,25.0,°C,,2.192,mL,,59.826,g,,59.8263,g,1.0,g/mL,
8,S6,5/20/2026 11:30:19 AM,OK,Unchecked,0,,25.0,°C,,2.162,mL,,59.991,g,,59.9911,g,1.0,g/mL,
9,T1,5/20/2026 11:40:32 AM,OK,Unchecked,0,,25.0,°C,,2.150,mL,,60.036,g,,60.0359,g,1.0,g/mL,
10,T2,5/20/2026 11:50:42 AM,OK,Unchecked,0,,25.0,°C,,2.157,mL,,60.119,g,,60.1192,g,1.0,g/mL,
11,T3,5/20/2026 12:00:52 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,60.043,g,,60.0432,g,1.0,g/mL,
12,T4,5/20/2026 12:10:56 PM,OK,Unchecked,0,,25.0,°C,,2.112,mL,,59.653,g,,59.6526,g,1.0,g/mL,
13,T5,5/20/2026 12:20:57 PM,OK,Unchecked,0,,25.0,°C,,2.115,mL,,60.045,g,,60.0454,g,1.0,g/mL,
14,T6,5/20/2026 12:30:58 PM,OK,Unchecked,0,,25.0,°C,,2.106,mL,,59.918,g,,59.9178,g,1.0,g/mL,
15,T7,5/20/2026 12:41:00 PM,OK,Unchecked,0,,25.0,°C,,2.137,mL,,59.761,g,,59.7609,g,1.0,g/mL,
16,T8,5/20/2026 12:51:06 PM,OK,Unchecked,0,,25.0,°C,,2.132,mL,,60.403,g,,60.4027,g,1.0,g/mL,
17,T9,5/20/2026 1:01:11 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,60.499,g,,60.4990,g,1.0,g/mL,
18,T10,5/20/2026 1:11:21 PM,OK,Unchecked,0,,25.0,°C,,2.138,mL,,60.150,g,,60.1504,g,1.0,g/mL,
19,T11,5/20/2026 1:21:26 PM,OK,Unchecked,0,,25.0,°C,,2.144,mL,,60.410,g,,60.4098,g,1.0,g/mL,
20,T12,5/20/2026 1:31:31 PM,OK,Unchecked,0,,25.0,°C,,2.128,mL,,60.285,g,,60.2850,g,1.0,g/mL,
21,T13,5/20/2026 1:41:40 PM,OK,Unchecked,0,,25.0,°C,,2.125,mL,,60.102,g,,60.1018,g,1.0,g/mL,
22,T14,5/20/2026 1:51:45 PM,OK,Unchecked,0,,25.0,°C,,2.131,mL,,60.380,g,,60.3803,g,1.0,g/mL,
23,T15,5/20/2026 2:01:48 PM,OK,Unchecked,0,,25.0,°C,,2.117,mL,,59.732,g,,59.7322,g,1.0,g/mL,
24,T16,5/20/2026 2:11:49 PM,OK,Unchecked,0,,25.0,°C,,2.122,mL,,59.942,g,,59.9418,g,1.0,g/mL,
25,T17,5/20/2026 2:21:55 PM,OK,Unchecked,0,,25.0,°C,,2.140,mL,,59.797,g,,59.7970,g,1.0,g/mL,
26,T18,5/20/2026 2:31:59 PM,OK,Unchecked,0,,25.0,°C,,2.134,mL,,60.010,g,,60.0101,g,1.0,g/mL,
27,T19,5/20/2026 2:42:03 PM,OK,Unchecked,0,,25.0,°C,,2.116,mL,,59.832,g,,59.8318,g,1.0,g/mL,
28,T20,5/20/2026 2:52:09 PM,OK,Unchecked,0,,25.0,°C,,2.136,mL,,60.285,g,,60.2848,g,1.0,g/mL,
29,T21,5/20/2026 3:02:14 PM,OK,Unchecked,0,,25.0,°C,,2.143,mL,,60.237,g,,60.2368,g,1.0,g/mL,
30,T22,5/20/2026 3:12:21 PM,OK,Unchecked,0,,25.0,°C,,2.126,mL,,59.818,g,,59.8175,g,1.0,g/mL,
31,T23,5/20/2026 3:22:27 PM,OK,Unchecked,0,,25.0,°C,,2.120,mL,,59.719,g,,59.7194,g,1.0,g/mL,
32,T24,5/20/2026 3:32:28 PM,OK,Unchecked,0,,25.0,°C,,2.166,mL,,60.284,g,,60.2839,g,1.0,g/mL,
SystemInternal5/20/2026 4:16:38 PM,,,,,,,,,,,,,,,,,,,,1/1
