SampleID,TA,Mass,Sample.Index,TA_evap
junk1,2262.090401,60.1774,1,2262.090401
junk2,2248.527404,59.9391,2,2247.243265
D_19_1_BC,2170.66926,59.9116,3,2168.191327
D_19_2_BC,2085.013381,59.7519,4,2081.445189
D_19_3_BC,1999.991603,59.8934,5,1995.430619
D_19_4_BC,1934.627098,60.1351,6,1929.11534
D_19_5_BC,1809.506846,59.8999,7,1803.324021
N_19_1_BC,2128.053735,60.0863,8,2119.575434
N_19_2_BC,2239.50292,59.8708,9,2229.311781
N_19_3_BC,2311.15813,60.0804,10,2299.332989
N_19_4_BC,2400.616762,59.9182,11,2386.976894
N_19_5_BC,2642.86887,59.8067,12,2626.360319
D_19_1_AI,2171.439617,59.8833,13,2156.651152
D_19_2_AI,2110.13952,60.0827,14,2094.579784
D_19_3_AI,2101.088724,60.0141,15,2084.413417
D_19_4_AI,2042.652432,59.8371,16,2025.29278
N_19_1_AI,2207.176859,60.0563,17,2187.179786
N_19_2_AI,2236.642626,59.9267,18,2215.124276
N_19_3_AI,2270.743782,59.9555,19,2247.62535
N_19_4_AI,2264.340228,60.1066,20,2240.020011
