"SampleID","TA","Mass","Sample.Index"
"JUNK1",2274.35621724292,59.8841,1
"JUNK2",2251.638597924,60.4292,2
"JUNK3",2251.83956175221,59.7858,3
"CRM",2210.73030149459,59.9289,4
"TANK1",1769.85565513009,59.7968,5
"TANK2",1801.37431320027,60.2427,6
"TANK3",1741.90118447863,60.0966,7
"TANK4",1730.74074663695,60.0089,8
"TANK5",1709.65419015908,60.0861,9
"TANK6",1717.46546518191,59.6926,10
"TANK7",1712.19430903815,59.9292,11
"TANK8",1704.54011970746,59.7674,12
"TANK9",1717.43797043429,60.3441,13
"TANK10",1740.14343843818,60.0775,14
"TANK11",1728.0512511487,59.9669,15
"TANK12",1729.53548281012,59.6948,16
"TANK13",1711.48587931999,59.7416,17
"TANK14",1796.46916604117,59.8691,18
"TANK15",1708.74361493513,60.3436,19
"TANK17",1739.6764209042,59.6548,20
"TANK18",1745.43408601302,60.0895,21
"TANK19",1733.83304317616,60.0391,22
"T1_initial_4",1929.36668906213,60.056,23
"T1_initial_5",1911.00687064001,60.1125,24
"T1_initial_6",1937.34455827074,60.2793,25
"T1_Blank_2",1952.84053040064,60.4151,26
"T1_N16",2000.85874119038,59.8691,27
"T12_initial_4",1972.97616531888,59.9679,28
"T12_initial_5",1966.57411493198,60.2184,29
"T12_initial_6",1946.0954272438,60.1778,30
"T12_Blank_2",1972.99375453968,59.9242,31
"T12_N05",2012.77580182897,59.885,32
