Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-54.7,NaN,21.4,,
0.0005,1,-54.8,0.0005,21.4,,
0.0025,2,-54.8,0.0020,21.4,,
0.0050,3,-54.6,0.0025,21.4,,
0.0090,4,-54.3,0.0035,21.4,,
0.0150,5,-53.8,0.0055,21.4,,
0.0235,6,-52.9,0.0075,21.4,,
0.0310,7,-51.6,0.0075,21.4,,
0.0395,8,-50.1,0.0085,21.4,,
0.0480,9,-48.4,0.0085,21.4,,
0.0565,10,-46.5,0.0075,21.4,,
0.0650,11,-44.3,0.0075,21.4,,
0.0730,12,-42.1,0.0075,21.4,,
0.0815,13,-39.9,0.0085,21.4,,
0.0890,14,-37.4,0.0075,21.4,,
0.0975,15,-34.8,0.0085,21.4,,
0.1060,16,-31.9,0.0075,21.4,,
0.1145,17,-28.9,0.0075,21.4,,
0.1230,18,-25.8,0.0075,21.4,,
0.1305,19,-23.0,0.0075,21.4,,
0.1390,20,-19.9,0.0085,21.4,,
0.1475,21,-16.8,0.0085,21.4,,
0.1555,22,-13.9,0.0075,21.4,,
0.1640,23,-11.1,0.0075,21.4,,
0.1725,24,-8.7,0.0075,21.4,,
0.1810,25,-6.6,0.0085,21.4,,
0.1885,26,-4.5,0.0075,21.4,,
0.1970,27,-2.7,0.0085,21.4,,
0.2055,28,-1.1,0.0075,21.4,,
0.2140,29,0.4,0.0075,21.4,,
0.2220,30,1.9,0.0075,21.4,,
0.2295,31,3.1,0.0075,21.4,,
0.2380,32,4.5,0.0085,21.4,,
0.2465,33,5.7,0.0085,21.4,,
0.2550,34,6.8,0.0075,21.4,,
0.2635,35,7.9,0.0075,21.4,,
0.2720,36,9.0,0.0075,21.4,,
0.2795,37,9.9,0.0075,21.4,,
0.2880,38,11.0,0.0085,21.4,,
0.2960,39,12.0,0.0080,21.4,,
0.3045,40,13.0,0.0075,21.4,,
0.3130,41,13.9,0.0075,21.4,,
0.3215,42,14.8,0.0075,21.4,,
0.3300,43,15.7,0.0085,21.4,,
0.3375,44,16.5,0.0075,21.4,,
0.3460,45,17.4,0.0085,21.4,,
0.3545,46,18.2,0.0075,21.4,,
0.3625,47,19.1,0.0075,21.4,,
0.3710,48,19.9,0.0075,21.4,,
0.3795,49,20.7,0.0075,21.4,,
0.3870,50,21.4,0.0075,21.4,,
0.3955,51,22.2,0.0085,21.4,,
0.4040,52,22.9,0.0075,21.4,,
0.4125,53,23.7,0.0075,21.4,,
0.4205,54,24.4,0.0075,21.4,,
0.4290,55,25.2,0.0085,21.4,,
0.4365,56,25.9,0.0075,21.4,,
0.4450,57,26.6,0.0085,21.4,,
0.4535,58,27.4,0.0075,21.4,,
0.4620,59,28.1,0.0075,21.4,,
0.4705,60,28.8,0.0075,21.4,,
0.4790,61,29.5,0.0075,21.4,,
0.4865,62,30.3,0.0075,21.4,,
0.4950,63,30.9,0.0085,21.4,,
0.5030,64,31.7,0.0075,21.4,,
0.5115,65,32.4,0.0075,21.4,,
0.5200,66,33.1,0.0075,21.4,,
0.5285,67,33.7,0.0085,21.4,,
0.5360,68,34.3,0.0075,21.4,,
0.5445,69,35.1,0.0085,21.4,,
0.5530,70,35.8,0.0075,21.4,,
0.5610,71,36.4,0.0075,21.4,,
0.5695,72,37.2,0.0075,21.4,,
0.5780,73,37.8,0.0075,21.4,,
0.5855,74,38.5,0.0075,21.4,,
0.5940,75,39.1,0.0085,21.4,,
0.6025,76,39.9,0.0075,21.4,,
0.6110,77,40.5,0.0075,21.4,,
0.6190,78,41.2,0.0075,21.4,,
0.6275,79,41.9,0.0075,21.4,,
0.6350,80,42.5,0.0075,21.4,,
0.6435,81,43.3,0.0085,21.4,,
0.6520,82,44.0,0.0075,21.4,,
0.6605,83,44.7,0.0075,21.4,,
0.6690,84,45.3,0.0075,21.4,,
0.6775,85,46.0,0.0075,21.4,,
0.6850,86,46.6,0.0075,21.4,,
0.6935,87,47.3,0.0085,21.4,,
0.7015,88,48.1,0.0075,21.4,,
0.7100,89,48.6,0.0075,21.4,,
0.7185,90,49.3,0.0075,21.4,,
0.7270,91,50.0,0.0075,21.4,,
0.7345,92,50.7,0.0075,21.4,,
0.7430,93,51.4,0.0085,21.4,,
0.7515,94,52.1,0.0075,21.4,,
0.7600,95,52.7,0.0075,21.4,,
0.7680,96,53.4,0.0075,21.4,,
0.7765,97,54.2,0.0075,21.4,,
0.7840,98,54.8,0.0075,21.4,,
0.7925,99,55.5,0.0085,21.4,,
0.8010,100,56.3,0.0075,21.4,,
0.8095,101,56.9,0.0075,21.4,,
0.8180,102,57.7,0.0075,21.4,,
0.8265,103,58.4,0.0075,21.4,,
0.8340,104,59.0,0.0075,21.4,,
0.8425,105,59.6,0.0085,21.4,,
0.8505,106,60.4,0.0075,21.4,,
0.8590,107,61.1,0.0075,21.4,,
0.8675,108,61.7,0.0075,21.4,,
0.8760,109,62.4,0.0075,21.4,,
0.8835,110,63.1,0.0075,21.4,,
0.8920,111,63.8,0.0085,21.4,,
0.9005,112,64.4,0.0075,21.4,,
0.9085,113,65.1,0.0075,21.4,,
0.9170,114,65.9,0.0075,21.4,,
0.9255,115,66.8,0.0075,21.4,,
0.9330,116,67.5,0.0075,21.4,,
0.9415,117,68.3,0.0085,21.4,,
0.9500,118,68.9,0.0075,21.4,,
0.9585,119,69.6,0.0075,21.4,,
0.9670,120,70.4,0.0075,21.4,,
0.9750,121,71.1,0.0075,21.4,,
0.9830,122,71.8,0.0080,21.4,,
0.9910,123,72.6,0.0080,21.4,,
0.9995,124,73.4,0.0075,21.4,,
1.0080,125,74.2,0.0075,21.4,,
1.0165,126,75.0,0.0075,21.4,,
1.0250,127,75.8,0.0075,21.4,,
1.0325,128,76.4,0.0075,21.4,,
1.0410,129,77.2,0.0085,21.4,,
1.0490,130,78.1,0.0075,21.4,,
1.0575,131,78.9,0.0075,21.4,,
1.0660,132,79.8,0.0075,21.4,,
1.0745,133,80.7,0.0075,21.4,,
1.0820,134,81.5,0.0075,21.4,,
1.0905,135,82.4,0.0085,21.4,,
1.0990,136,83.4,0.0075,21.4,,
1.1075,137,84.3,0.0075,21.4,,
1.1155,138,85.1,0.0075,21.4,,
1.1240,139,86.1,0.0075,21.4,,
1.1315,140,86.9,0.0075,21.4,,
1.1400,141,88.0,0.0085,21.4,,
1.1485,142,89.0,0.0075,21.4,,
1.1570,143,89.9,0.0075,21.4,,
1.1655,144,91.1,0.0075,21.4,,
1.1740,145,92.3,0.0075,21.4,,
1.1815,146,93.3,0.0075,21.4,,
1.1900,147,94.4,0.0085,21.4,,
1.1980,148,95.5,0.0075,21.4,,
1.2065,149,96.8,0.0075,21.4,,
1.2150,150,98.0,0.0075,21.4,,
1.2235,151,99.2,0.0085,21.4,,
1.2310,152,100.6,0.0075,21.4,,
1.2395,153,101.7,0.0085,21.4,,
1.2480,154,103.3,0.0075,21.4,,
1.2565,155,104.8,0.0075,21.4,,
1.2645,156,106.5,0.0075,21.4,,
1.2730,157,107.7,0.0085,21.4,,
1.2805,158,109.3,0.0075,21.4,,
1.2890,159,111.0,0.0085,21.4,,
1.2975,160,112.9,0.0075,21.4,,
1.3060,161,114.6,0.0075,21.4,,
1.3145,162,116.3,0.0075,21.4,,
1.3230,163,118.3,0.0085,21.4,,
1.3305,164,120.5,0.0075,21.4,,
1.3385,165,122.8,0.0080,21.4,,
1.3470,166,125.0,0.0075,21.4,,
1.3555,167,127.5,0.0075,21.4,,
1.3640,168,130.1,0.0075,21.4,,
1.3725,169,132.9,0.0075,21.4,,
1.3800,170,135.6,0.0075,21.4,,
1.3885,171,138.3,0.0085,21.4,,
1.3970,172,141.4,0.0075,21.4,,
1.4050,173,144.8,0.0075,21.4,,
1.4135,174,148.0,0.0075,21.4,,
1.4220,175,150.8,0.0085,21.4,,
1.4295,176,154.3,0.0075,21.4,,
1.4380,177,157.5,0.0085,21.4,,
1.4465,178,160.4,0.0075,21.4,,
1.4550,179,163.2,0.0075,21.4,,
1.4635,180,166.0,0.0075,21.4,,
1.4715,181,168.3,0.0080,21.4,,
1.4795,182,170.9,0.0080,21.4,,
1.4875,183,173.1,0.0080,21.5,,
1.4960,184,175.0,0.0075,21.5,,
1.5045,185,177.0,0.0075,21.5,,
1.5130,186,178.8,0.0075,21.5,,
1.5215,187,180.7,0.0075,21.4,,
1.5290,188,182.2,0.0075,21.5,,
1.5375,189,183.7,0.0085,21.4,,
1.5460,190,185.0,0.0070,21.4,,
1.5460,430,186.6,0.0000,21.5,,
1.5465,431,186.6,0.0005,21.5,,
1.5480,432,186.7,0.0010,21.5,,
1.5505,433,187.0,0.0020,21.5,,
1.5545,434,187.5,0.0030,21.5,,
1.5605,435,188.3,0.0045,21.5,,
1.5685,436,189.3,0.0060,21.5,,
1.5765,437,190.4,0.0065,21.5,,
1.5845,438,191.5,0.0065,21.5,,
1.5930,439,192.7,0.0065,21.5,,
1.6015,440,193.9,0.0065,21.5,,
1.6100,441,194.9,0.0065,21.5,,
1.6185,442,195.9,0.0065,21.5,,
1.6260,443,196.7,0.0060,21.5,,
1.6345,444,197.8,0.0070,21.5,,
1.6430,445,198.7,0.0065,21.5,,
1.6510,446,199.5,0.0060,21.5,,
1.6595,447,200.3,0.0065,21.5,,
1.6680,448,201.2,0.0065,21.5,,
1.6755,449,201.8,0.0060,21.5,,
1.6840,450,202.6,0.0070,21.5,,
1.6925,451,203.4,0.0070,21.5,,
1.7010,452,204.1,0.0065,21.5,,
1.7090,453,204.8,0.0060,21.5,,
1.7175,454,205.5,0.0065,21.5,,
1.7250,455,206.2,0.0060,21.5,,
1.7335,456,206.9,0.0070,21.5,,
1.7420,457,207.5,0.0070,21.5,,
1.7505,458,208.1,0.0065,21.5,,
1.7590,459,208.7,0.0065,21.5,,
1.7670,460,209.3,0.0060,21.5,,
1.7750,461,209.9,0.0065,21.5,,
1.7830,462,210.5,0.0065,21.5,,
1.7915,463,211.0,0.0070,21.5,,
1.8000,464,211.5,0.0065,21.5,,
1.8085,465,212.1,0.0065,21.5,,
1.8170,466,212.6,0.0065,21.5,,
1.8255,467,213.1,0.0070,21.5,,
1.8330,468,213.5,0.0060,21.5,,
1.8415,469,214.0,0.0070,21.5,,
1.8495,470,214.5,0.0060,21.5,,
1.8580,471,214.9,0.0065,21.5,,
1.8665,472,215.4,0.0065,21.5,,
1.8750,473,215.9,0.0070,21.5,,
1.8825,474,216.4,0.0060,21.5,,
1.8910,475,216.9,0.0070,21.5,,
1.8995,476,217.3,0.0065,21.5,,
1.9075,477,217.7,0.0060,21.5,,
1.9160,478,218.1,0.0065,21.5,,
1.9245,479,218.5,0.0070,21.5,,
1.9320,480,218.9,0.0060,21.5,,
1.9405,481,219.4,0.0070,21.5,,
1.9490,482,219.7,0.0070,21.5,,
1.9575,483,220.1,0.0065,21.5,,
1.9660,484,220.4,0.0065,21.5,,
1.9740,485,220.8,0.0060,21.5,,
1.9815,486,221.1,0.0060,21.5,,
1.9900,487,221.5,0.0070,21.5,,
1.9985,488,222.0,0.0065,21.5,,
2.0070,489,222.4,0.0065,21.5,,
2.0155,490,222.7,0.0065,21.5,,
2.0240,491,223.0,0.0065,21.5,,
2.0315,492,223.3,0.0060,21.5,,
2.0400,493,223.6,0.0070,21.5,,
2.0480,494,224.0,0.0060,21.5,,
2.0565,495,224.3,0.0065,21.5,,
2.0650,496,224.6,0.0065,21.5,,
2.0725,497,224.9,0.0060,21.5,,
2.0810,498,225.3,0.0070,21.5,,
2.0895,499,225.5,0.0070,21.5,,
2.0980,500,226.0,0.0065,21.5,,
2.1060,501,226.2,0.0060,21.5,,
2.1145,502,226.4,0.0065,21.5,,
2.1230,503,226.6,0.0065,21.5,,
2.1305,504,226.9,0.0060,21.5,,
2.1390,505,227.2,0.0070,21.5,,
2.1475,506,227.5,0.0070,21.5,,
2.1560,507,227.8,0.0065,21.5,,
2.1645,508,228.1,0.0065,21.5,,
2.1725,509,228.3,0.0060,21.5,,
2.1800,510,228.6,0.0060,21.5,,
2.1885,511,229.0,0.0070,21.5,,
2.1970,512,229.2,0.0070,21.5,,
2.2055,513,229.5,0.0065,21.5,,
2.2140,514,229.8,0.0065,21.5,,
2.2225,515,230.0,0.0065,21.5,,
2.2305,516,230.3,0.0065,21.5,,
2.2385,517,230.6,0.0065,21.5,,
2.2465,518,230.8,0.0065,21.5,,
2.2550,519,231.0,0.0065,21.5,,
2.2635,520,231.3,0.0065,21.5,,
2.2720,521,231.6,0.0065,21.5,,
2.2805,522,231.8,0.0070,21.5,,
2.2880,523,232.1,0.0060,21.5,,
2.2965,524,232.3,0.0070,21.5,,
2.3045,525,232.5,0.0065,21.5,,
2.3130,526,232.7,0.0065,21.5,,
2.3215,527,232.9,0.0065,21.5,,
2.3300,528,233.1,0.0065,21.5,,
2.3375,529,233.3,0.0060,21.5,,
2.3460,530,233.5,0.0070,21.5,,
2.3540,531,233.7,0.0065,21.5,,
2.3625,532,234.0,0.0065,21.5,,
2.3700,533,234.1,0.0060,21.5,,
2.3745,534,234.3,0.0035,21.5,,
2.3765,535,234.4,0.0015,21.5,,
2.3785,536,234.5,0.0015,21.5,,
2.3800,537,234.5,0.0010,21.5,,
2.3830,538,234.5,0.0025,21.5,,
2.3860,539,234.7,0.0025,21.5,,
2.3895,540,234.7,0.0025,21.5,,
2.3925,541,234.8,0.0025,21.5,,
2.3955,542,234.8,0.0025,21.5,,
2.3985,543,235.0,0.0030,21.5,,
2.3985,,235.0,,,EP,
11/24/2025 4:09:57 PMSystemInternal,,,,,,1/1
