Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.9250,115,65.4,0.0085,21.6,,
0.9335,116,66.1,0.0085,21.6,,
0.9415,117,66.9,0.0075,21.6,,
0.9500,118,67.9,0.0075,21.6,,
0.9585,119,68.7,0.0075,21.6,,
0.9660,120,69.5,0.0075,21.6,,
0.9745,121,70.4,0.0085,21.6,,
0.9830,122,71.2,0.0075,21.6,,
0.9915,123,72.1,0.0075,21.6,,
1.0000,124,73.1,0.0075,21.6,,
1.0080,125,73.9,0.0080,21.6,,
1.0160,126,74.9,0.0080,21.6,,
1.0240,127,75.9,0.0080,21.6,,
1.0325,128,76.7,0.0075,21.6,,
1.0410,129,77.6,0.0075,21.6,,
1.0495,130,78.7,0.0075,21.6,,
1.0580,131,79.7,0.0075,21.6,,
1.0655,132,80.5,0.0075,21.6,,
1.0740,133,81.6,0.0085,21.6,,
1.0820,134,82.7,0.0080,21.6,,
1.0905,135,83.7,0.0075,21.6,,
1.0990,136,84.8,0.0075,21.6,,
1.1075,137,85.9,0.0075,21.6,,
1.1150,138,86.8,0.0075,21.6,,
1.1235,139,88.0,0.0085,21.6,,
1.1320,140,89.2,0.0085,21.6,,
1.1405,141,90.4,0.0075,21.6,,
1.1485,142,91.6,0.0075,21.6,,
1.1570,143,92.9,0.0075,21.6,,
1.1645,144,94.1,0.0075,21.6,,
1.1730,145,95.3,0.0085,21.6,,
1.1815,146,96.8,0.0085,21.6,,
1.1900,147,98.2,0.0075,21.6,,
1.1985,148,99.7,0.0075,21.6,,
1.2065,149,101.2,0.0075,21.6,,
1.2145,150,102.6,0.0080,21.6,,
1.2225,151,104.3,0.0080,21.6,,
1.2310,152,106.0,0.0085,21.6,,
1.2395,153,107.9,0.0075,21.6,,
1.2480,154,109.8,0.0075,21.6,,
1.2565,155,111.8,0.0075,21.6,,
1.2645,156,113.7,0.0080,21.6,,
1.2725,157,116.1,0.0080,21.6,,
1.2805,158,118.7,0.0080,21.6,,
1.2890,159,121.2,0.0075,21.6,,
1.2975,160,123.9,0.0075,21.6,,
1.3060,161,126.5,0.0075,21.6,,
1.3145,162,129.2,0.0085,21.6,,
1.3220,163,132.4,0.0075,21.6,,
1.3305,164,135.7,0.0085,21.6,,
1.3390,165,139.0,0.0075,21.6,,
1.3470,166,142.6,0.0075,21.6,,
1.3555,167,146.1,0.0075,21.6,,
1.3640,168,149.8,0.0075,21.6,,
1.3715,169,153.0,0.0075,21.6,,
1.3800,170,156.3,0.0085,21.6,,
1.3885,171,159.8,0.0075,21.6,,
1.3970,172,162.9,0.0075,21.6,,
1.4055,173,165.7,0.0075,21.6,,
1.4135,174,168.1,0.0080,21.6,,
1.4210,175,170.7,0.0075,21.6,,
1.4295,176,173.1,0.0085,21.6,,
1.4380,177,175.3,0.0075,21.6,,
1.4465,178,177.2,0.0075,21.6,,
1.4550,179,179.2,0.0075,21.6,,
1.4635,180,180.8,0.0085,21.6,,
1.4710,181,182.5,0.0075,21.6,,
1.4795,182,184.1,0.0085,21.6,,
1.4865,183,185.1,0.0070,21.6,,
1.4865,423,187.6,0.0000,21.6,,
1.4870,424,187.6,0.0005,21.6,,
1.4885,425,187.5,0.0015,21.6,,
1.4910,426,187.7,0.0025,21.6,,
1.4950,427,188.1,0.0035,21.6,,
1.5010,428,188.7,0.0055,21.6,,
1.5090,429,189.5,0.0075,21.6,,
1.5170,430,190.6,0.0080,21.6,,
1.5250,431,191.7,0.0080,21.6,,
1.5335,432,192.9,0.0075,21.6,,
1.5420,433,194.2,0.0075,21.6,,
1.5505,434,195.1,0.0075,21.6,,
1.5590,435,196.1,0.0075,21.6,,
1.5665,436,196.9,0.0075,21.6,,
1.5750,437,197.8,0.0085,21.6,,
1.5830,438,198.7,0.0080,21.6,,
1.5915,439,199.7,0.0075,21.6,,
1.6000,440,200.6,0.0075,21.6,,
1.6085,441,201.4,0.0075,21.6,,
1.6160,442,202.1,0.0075,21.6,,
1.6245,443,202.9,0.0085,21.6,,
1.6330,444,203.6,0.0085,21.6,,
1.6415,445,204.3,0.0075,21.6,,
1.6495,446,205.1,0.0075,21.6,,
1.6580,447,205.9,0.0075,21.6,,
1.6655,448,206.4,0.0075,21.6,,
1.6740,449,207.1,0.0085,21.6,,
1.6825,450,207.8,0.0085,21.6,,
1.6910,451,208.4,0.0075,21.6,,
1.6995,452,209.0,0.0075,21.6,,
1.7075,453,209.5,0.0075,21.6,,
1.7160,454,210.0,0.0085,21.6,,
1.7235,455,210.7,0.0075,21.6,,
1.7320,456,211.2,0.0085,21.6,,
1.7405,457,211.7,0.0075,21.6,,
1.7490,458,212.2,0.0075,21.6,,
1.7575,459,212.8,0.0075,21.6,,
1.7660,460,213.2,0.0085,21.6,,
1.7735,461,213.8,0.0075,21.6,,
1.7815,462,214.3,0.0080,21.6,,
1.7900,463,214.8,0.0075,21.7,,
1.7985,464,215.4,0.0075,21.6,,
1.8070,465,215.8,0.0075,21.6,,
1.8155,466,216.2,0.0075,21.6,,
1.8230,467,216.7,0.0075,21.6,,
1.8315,468,217.1,0.0085,21.6,,
1.8400,469,217.6,0.0085,21.6,,
1.8480,470,218.1,0.0075,21.6,,
1.8565,471,218.5,0.0075,21.6,,
1.8650,472,218.8,0.0075,21.6,,
1.8725,473,219.2,0.0075,21.6,,
1.8810,474,219.7,0.0085,21.6,,
1.8895,475,220.0,0.0085,21.7,,
1.8980,476,220.4,0.0075,21.6,,
1.9060,477,220.8,0.0075,21.7,,
1.9145,478,221.2,0.0075,21.7,,
1.9220,479,221.5,0.0075,21.7,,
1.9305,480,221.9,0.0085,21.7,,
1.9390,481,222.2,0.0085,21.7,,
1.9475,482,222.6,0.0075,21.7,,
1.9560,483,223.0,0.0075,21.7,,
1.9645,484,223.3,0.0075,21.7,,
1.9720,485,223.7,0.0075,21.7,,
1.9805,486,223.9,0.0085,21.7,,
1.9885,487,224.2,0.0080,21.7,,
1.9970,488,224.6,0.0075,21.7,,
2.0055,489,225.0,0.0075,21.7,,
2.0140,490,225.3,0.0075,21.7,,
2.0215,491,225.6,0.0075,21.7,,
2.0300,492,225.9,0.0085,21.7,,
2.0385,493,226.2,0.0085,21.7,,
2.0465,494,226.4,0.0075,21.7,,
2.0550,495,226.7,0.0075,21.7,,
2.0635,496,227.0,0.0075,21.7,,
2.0710,497,227.4,0.0075,21.7,,
2.0795,498,227.7,0.0085,21.7,,
2.0880,499,227.9,0.0085,21.7,,
2.0965,500,228.2,0.0075,21.7,,
2.1045,501,228.5,0.0075,21.7,,
2.1130,502,228.6,0.0075,21.7,,
2.1205,503,229.0,0.0075,21.7,,
2.1290,504,229.3,0.0085,21.7,,
2.1375,505,229.6,0.0085,21.7,,
2.1460,506,229.8,0.0085,21.7,,
2.1545,507,230.1,0.0075,21.7,,
2.1625,508,230.3,0.0075,21.7,,
2.1710,509,230.6,0.0075,21.7,,
2.1785,510,230.8,0.0075,21.7,,
2.1870,511,231.1,0.0085,21.7,,
2.1955,512,231.4,0.0085,21.7,,
2.2040,513,231.6,0.0075,21.7,,
2.2125,514,231.8,0.0075,21.7,,
2.2210,515,232.2,0.0075,21.7,,
2.2285,516,232.3,0.0075,21.7,,
2.2370,517,232.6,0.0085,21.7,,
2.2450,518,232.8,0.0080,21.7,,
2.2535,519,233.0,0.0075,21.7,,
2.2620,520,233.3,0.0075,21.7,,
2.2705,521,233.5,0.0075,21.7,,
2.2780,522,233.7,0.0075,21.7,,
2.2860,523,233.9,0.0080,21.7,,
2.2940,524,234.2,0.0080,21.7,,
2.3005,525,234.3,0.0060,21.7,,
2.3040,526,234.5,0.0030,21.7,,
2.3055,527,234.6,0.0015,21.7,,
2.3060,528,234.6,0.0005,21.7,,
2.3075,529,234.6,0.0015,21.7,,
2.3090,530,234.7,0.0015,21.7,,
2.3110,531,234.6,0.0020,21.7,,
2.3140,532,234.7,0.0025,21.7,,
2.3150,533,234.8,0.0010,21.7,,
2.3165,534,234.7,0.0015,21.7,,
2.3180,535,235.0,0.0020,21.7,,
2.3180,,235.0,,,EP,
11/24/2025 4:03:54 PMSystemInternal,,,,,,1/1
