Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-91.0,NaN,21.3,,
0.0010,1,-90.9,0.0010,21.3,,
0.0025,2,-90.9,0.0015,21.3,,
0.0050,3,-90.9,0.0025,21.3,,
0.0085,4,-90.7,0.0030,21.3,,
0.0150,5,-90.4,0.0060,21.3,,
0.0230,6,-90.1,0.0075,21.3,,
0.0315,7,-89.5,0.0075,21.3,,
0.0400,8,-88.9,0.0075,21.3,,
0.0475,9,-88.4,0.0075,21.3,,
0.0560,10,-87.7,0.0075,21.3,,
0.0645,11,-87.1,0.0075,21.3,,
0.0725,12,-86.3,0.0075,21.3,,
0.0810,13,-85.6,0.0075,21.3,,
0.0895,14,-84.8,0.0075,21.3,,
0.0970,15,-84.2,0.0075,21.3,,
0.1055,16,-83.4,0.0075,21.3,,
0.1140,17,-82.6,0.0075,21.3,,
0.1225,18,-81.8,0.0075,21.3,,
0.1305,19,-80.9,0.0075,21.3,,
0.1390,20,-80.1,0.0075,21.3,,
0.1465,21,-79.2,0.0075,21.3,,
0.1550,22,-78.3,0.0075,21.3,,
0.1635,23,-77.3,0.0075,21.3,,
0.1720,24,-76.2,0.0075,21.3,,
0.1805,25,-75.2,0.0075,21.3,,
0.1890,26,-74.2,0.0075,21.3,,
0.1965,27,-73.3,0.0070,21.3,,
0.2050,28,-72.2,0.0075,21.3,,
0.2135,29,-71.1,0.0075,21.3,,
0.2215,30,-69.9,0.0075,21.3,,
0.2300,31,-68.7,0.0075,21.3,,
0.2385,32,-67.6,0.0075,21.3,,
0.2460,33,-66.4,0.0070,21.3,,
0.2545,34,-65.1,0.0075,21.3,,
0.2630,35,-63.7,0.0075,21.3,,
0.2715,36,-62.3,0.0075,21.3,,
0.2795,37,-60.8,0.0075,21.3,,
0.2880,38,-59.2,0.0075,21.3,,
0.2955,39,-57.7,0.0070,21.3,,
0.3040,40,-56.1,0.0075,21.3,,
0.3125,41,-54.4,0.0075,21.3,,
0.3210,42,-52.6,0.0075,21.3,,
0.3295,43,-50.6,0.0075,21.3,,
0.3380,44,-48.5,0.0075,21.3,,
0.3455,45,-46.6,0.0075,21.3,,
0.3535,46,-44.3,0.0075,21.3,,
0.3620,47,-41.8,0.0075,21.3,,
0.3705,48,-39.1,0.0075,21.3,,
0.3790,49,-36.3,0.0075,21.3,,
0.3875,50,-33.4,0.0075,21.3,,
0.3950,51,-30.8,0.0075,21.3,,
0.4035,52,-27.5,0.0075,21.3,,
0.4115,53,-24.1,0.0075,21.3,,
0.4200,54,-20.7,0.0075,21.3,,
0.4285,55,-17.4,0.0075,21.3,,
0.4370,56,-14.1,0.0070,21.3,,
0.4455,57,-11.3,0.0085,21.3,,
0.4530,58,-8.5,0.0070,21.3,,
0.4615,59,-6.0,0.0075,21.3,,
0.4700,60,-3.6,0.0075,21.3,,
0.4780,61,-1.6,0.0075,21.3,,
0.4865,62,0.2,0.0075,21.3,,
0.4950,63,1.5,0.0085,21.3,,
0.5025,64,3.3,0.0070,21.3,,
0.5110,65,4.8,0.0075,21.3,,
0.5195,66,6.3,0.0075,21.3,,
