Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-74.2,NaN,21.3,,
0.0010,1,-74.1,0.0010,21.4,,
0.0025,2,-74.1,0.0015,21.4,,
0.0050,3,-74.0,0.0025,21.4,,
0.0085,4,-73.9,0.0030,21.4,,
0.0150,5,-73.6,0.0060,21.4,,
0.0230,6,-73.1,0.0075,21.4,,
0.0315,7,-72.4,0.0075,21.4,,
0.0400,8,-71.6,0.0075,21.4,,
0.0475,9,-70.7,0.0075,21.4,,
0.0560,10,-69.8,0.0075,21.4,,
0.0645,11,-68.7,0.0075,21.4,,
0.0725,12,-67.6,0.0075,21.4,,
0.0810,13,-66.4,0.0075,21.4,,
0.0895,14,-65.2,0.0075,21.4,,
0.0970,15,-64.2,0.0075,21.4,,
0.1055,16,-62.9,0.0075,21.4,,
0.1140,17,-61.6,0.0075,21.4,,
0.1225,18,-60.1,0.0075,21.4,,
0.1305,19,-58.7,0.0075,21.4,,
0.1390,20,-57.2,0.0075,21.4,,
0.1470,21,-55.6,0.0080,21.4,,
0.1550,22,-54.1,0.0075,21.4,,
0.1635,23,-52.3,0.0075,21.4,,
0.1720,24,-50.4,0.0075,21.4,,
0.1805,25,-48.5,0.0075,21.4,,
0.1890,26,-46.3,0.0075,21.4,,
0.1965,27,-44.4,0.0075,21.4,,
0.2050,28,-42.0,0.0075,21.4,,
0.2135,29,-39.5,0.0075,21.4,,
0.2215,30,-37.0,0.0075,21.4,,
0.2300,31,-34.2,0.0075,21.4,,
0.2385,32,-31.4,0.0075,21.4,,
0.2460,33,-28.7,0.0075,21.4,,
0.2545,34,-25.7,0.0075,21.4,,
0.2630,35,-22.4,0.0075,21.4,,
0.2715,36,-19.2,0.0075,21.4,,
0.2795,37,-16.2,0.0075,21.4,,
0.2880,38,-13.5,0.0085,21.4,,
0.2955,39,-10.7,0.0070,21.4,,
0.3040,40,-8.2,0.0075,21.4,,
0.3125,41,-6.0,0.0075,21.4,,
0.3210,42,-4.0,0.0075,21.4,,
0.3295,43,-2.3,0.0075,21.4,,
0.3380,44,-0.7,0.0075,21.4,,
0.3455,45,0.5,0.0075,21.4,,
0.3535,46,1.9,0.0075,21.4,,
0.3620,47,3.4,0.0075,21.4,,
0.3705,48,4.7,0.0075,21.4,,
0.3790,49,6.0,0.0075,21.4,,
0.3875,50,7.1,0.0075,21.4,,
0.3950,51,8.0,0.0075,21.4,,
0.4035,52,9.0,0.0075,21.4,,
0.4120,53,10.0,0.0075,21.4,,
0.4200,54,11.1,0.0075,21.4,,
0.4285,55,11.9,0.0075,21.4,,
0.4370,56,12.9,0.0075,21.4,,
0.4445,57,13.5,0.0075,21.4,,
0.4530,58,14.4,0.0075,21.4,,
0.4615,59,15.3,0.0075,21.4,,
0.4700,60,16.1,0.0075,21.4,,
0.4780,61,16.9,0.0075,21.4,,
0.4865,62,17.7,0.0075,21.4,,
0.4940,63,18.4,0.0075,21.4,,
0.5025,64,19.2,0.0075,21.4,,
0.5110,65,20.0,0.0075,21.4,,
0.5195,66,20.9,0.0075,21.4,,
0.5280,67,21.6,0.0075,21.4,,
0.5365,68,22.4,0.0075,21.4,,
