Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-70.7,NaN,21.3,,
0.0010,1,-70.6,0.0010,21.3,,
0.0025,2,-70.6,0.0015,21.3,,
0.0050,3,-70.6,0.0025,21.3,,
0.0090,4,-70.4,0.0035,21.3,,
0.0150,5,-70.2,0.0055,21.3,,
0.0235,6,-69.8,0.0075,21.3,,
0.0320,7,-69.1,0.0085,21.3,,
0.0395,8,-68.3,0.0075,21.3,,
0.0480,9,-67.3,0.0075,21.3,,
0.0565,10,-66.3,0.0075,21.3,,
0.0650,11,-65.1,0.0075,21.3,,
0.0730,12,-63.9,0.0075,21.3,,
0.0815,13,-62.8,0.0085,21.3,,
0.0890,14,-61.4,0.0075,21.3,,
0.0975,15,-60.1,0.0075,21.3,,
0.1060,16,-58.6,0.0075,21.3,,
0.1145,17,-57.1,0.0075,21.3,,
0.1230,18,-55.5,0.0075,21.3,,
0.1305,19,-54.0,0.0075,21.3,,
0.1390,20,-52.2,0.0085,21.3,,
0.1475,21,-50.3,0.0075,21.3,,
0.1555,22,-48.5,0.0075,21.4,,
0.1640,23,-46.4,0.0075,21.3,,
0.1725,24,-44.3,0.0075,21.4,,
0.1800,25,-42.3,0.0075,21.3,,
0.1885,26,-40.0,0.0085,21.4,,
0.1970,27,-37.4,0.0075,21.4,,
0.2055,28,-34.7,0.0075,21.4,,
0.2140,29,-31.9,0.0075,21.4,,
0.2220,30,-28.9,0.0075,21.4,,
0.2300,31,-26.3,0.0080,21.4,,
0.2380,32,-23.2,0.0080,21.4,,
0.2465,33,-20.0,0.0075,21.4,,
0.2550,34,-17.2,0.0075,21.4,,
0.2635,35,-14.6,0.0075,21.4,,
0.2720,36,-12.2,0.0075,21.4,,
0.2795,37,-10.2,0.0075,21.4,,
0.2880,38,-8.2,0.0085,21.4,,
0.2960,39,-6.3,0.0075,21.4,,
0.3045,40,-4.5,0.0075,21.4,,
0.3130,41,-3.1,0.0075,21.4,,
0.3215,42,-1.6,0.0075,21.4,,
0.3290,43,-0.4,0.0075,21.4,,
0.3375,44,0.9,0.0085,21.4,,
0.3460,45,2.1,0.0075,21.4,,
0.3545,46,3.2,0.0075,21.4,,
0.3625,47,4.3,0.0075,21.4,,
0.3710,48,5.4,0.0075,21.4,,
0.3785,49,6.4,0.0075,21.4,,
0.3870,50,7.3,0.0085,21.4,,
0.3955,51,8.2,0.0075,21.4,,
0.4040,52,9.1,0.0075,21.4,,
0.4125,53,10.0,0.0075,21.4,,
0.4205,54,10.9,0.0075,21.4,,
0.4285,55,11.8,0.0080,21.4,,
0.4365,56,12.5,0.0080,21.4,,
0.4450,57,13.4,0.0075,21.4,,
0.4535,58,14.2,0.0075,21.4,,
0.4620,59,15.1,0.0075,21.4,,
0.4705,60,15.9,0.0075,21.4,,
0.4780,61,16.6,0.0075,21.4,,
0.4865,62,17.4,0.0085,21.4,,
0.4950,63,18.2,0.0075,21.4,,
0.5030,64,19.0,0.0075,21.4,,
0.5115,65,19.8,0.0075,21.4,,
0.5200,66,20.6,0.0075,21.4,,
0.5275,67,21.3,0.0075,21.4,,
0.5360,68,22.0,0.0085,21.4,,
0.5445,69,22.7,0.0075,21.4,,
0.5530,70,23.5,0.0075,21.4,,
0.5615,71,24.2,0.0075,21.4,,
0.5695,72,24.9,0.0075,21.4,,
0.5770,73,25.5,0.0075,21.4,,
0.5855,74,26.3,0.0085,21.4,,
0.5940,75,27.0,0.0075,21.4,,
0.6025,76,27.7,0.0075,21.4,,
0.6110,77,28.5,0.0075,21.4,,
0.6195,78,29.2,0.0075,21.4,,
0.6270,79,29.8,0.0075,21.4,,
0.6355,80,30.5,0.0085,21.4,,
0.6435,81,31.2,0.0075,21.4,,
0.6520,82,31.9,0.0075,21.4,,
0.6605,83,32.5,0.0075,21.4,,
0.6690,84,33.3,0.0075,21.4,,
0.6765,85,33.9,0.0075,21.4,,
0.6850,86,34.6,0.0085,21.4,,
0.6935,87,35.4,0.0075,21.4,,
0.7015,88,36.1,0.0075,21.4,,
0.7100,89,36.8,0.0075,21.4,,
0.7185,90,37.4,0.0075,21.4,,
0.7270,91,38.1,0.0085,21.4,,
0.7345,92,38.7,0.0075,21.4,,
0.7430,93,39.4,0.0085,21.4,,
0.7515,94,40.0,0.0075,21.4,,
0.7600,95,40.6,0.0075,21.4,,
0.7680,96,41.3,0.0075,21.4,,
0.7765,97,41.9,0.0075,21.4,,
0.7840,98,42.5,0.0075,21.4,,
0.7925,99,43.2,0.0075,21.4,,
0.8010,100,43.9,0.0075,21.4,,
0.8095,101,44.5,0.0075,21.4,,
0.8180,102,45.2,0.0075,21.4,,
0.8265,103,45.7,0.0085,21.4,,
0.8340,104,46.4,0.0075,21.4,,
0.8425,105,47.0,0.0085,21.4,,
0.8505,106,47.6,0.0075,21.4,,
0.8590,107,48.3,0.0075,21.4,,
0.8675,108,48.9,0.0075,21.4,,
0.8760,109,49.6,0.0075,21.4,,
0.8835,110,50.2,0.0075,21.4,,
0.8920,111,50.8,0.0085,21.4,,
0.9005,112,51.4,0.0075,21.4,,
0.9085,113,52.0,0.0075,21.4,,
0.9170,114,52.7,0.0075,21.4,,
0.9255,115,53.3,0.0075,21.4,,
0.9330,116,53.9,0.0075,21.4,,
0.9415,117,54.5,0.0075,21.4,,
0.9500,118,55.2,0.0075,21.4,,
0.9585,119,56.0,0.0075,21.4,,
0.9670,120,56.6,0.0075,21.4,,
0.9750,121,57.1,0.0080,21.4,,
0.9830,122,57.7,0.0080,21.4,,
0.9910,123,58.4,0.0080,21.4,,
0.9995,124,59.1,0.0075,21.4,,
1.0080,125,59.7,0.0075,21.4,,
1.0165,126,60.4,0.0075,21.4,,
1.0250,127,60.9,0.0085,21.4,,
1.0325,128,61.6,0.0075,21.4,,
1.0410,129,62.2,0.0075,21.4,,
1.0495,130,62.9,0.0075,21.4,,
1.0575,131,63.5,0.0075,21.4,,
1.0660,132,64.0,0.0075,21.4,,
1.0745,133,64.7,0.0085,21.4,,
1.0820,134,65.4,0.0075,21.4,,
1.0905,135,66.0,0.0075,21.4,,
1.0990,136,66.7,0.0075,21.4,,
1.1075,137,67.4,0.0075,21.4,,
1.1160,138,68.1,0.0075,21.4,,
1.1235,139,68.6,0.0075,21.4,,
1.1320,140,69.3,0.0085,21.4,,
1.1400,141,70.0,0.0075,21.4,,
1.1485,142,70.8,0.0075,21.4,,
1.1570,143,71.4,0.0075,21.4,,
1.1655,144,72.1,0.0075,21.4,,
1.1740,145,72.8,0.0085,21.4,,
1.1815,146,73.5,0.0075,21.4,,
1.1900,147,74.3,0.0075,21.4,,
1.1980,148,75.0,0.0075,21.4,,
1.2065,149,75.7,0.0075,21.4,,
1.2150,150,76.3,0.0075,21.4,,
1.2225,151,77.1,0.0075,21.4,,
1.2310,152,77.8,0.0085,21.4,,
1.2395,153,78.5,0.0075,21.4,,
1.2480,154,79.3,0.0075,21.4,,
1.2565,155,80.1,0.0075,21.4,,
1.2645,156,81.0,0.0075,21.4,,
1.2730,157,81.6,0.0085,21.4,,
1.2805,158,82.5,0.0075,21.4,,
1.2890,159,83.3,0.0075,21.4,,
1.2975,160,84.1,0.0075,21.4,,
1.3060,161,85.0,0.0075,21.4,,
1.3145,162,85.9,0.0075,21.4,,
1.3220,163,86.6,0.0075,21.4,,
1.3305,164,87.7,0.0085,21.4,,
1.3390,165,88.6,0.0075,21.4,,
1.3470,166,89.5,0.0075,21.4,,
1.3555,167,90.4,0.0075,21.4,,
1.3640,168,91.4,0.0075,21.4,,
1.3715,169,92.2,0.0075,21.4,,
1.3800,170,93.2,0.0085,21.4,,
1.3885,171,94.4,0.0075,21.4,,
1.3970,172,95.5,0.0075,21.4,,
1.4050,173,96.5,0.0075,21.4,,
1.4135,174,97.6,0.0075,21.4,,
1.4220,175,98.6,0.0085,21.4,,
1.4295,176,99.8,0.0075,21.4,,
1.4380,177,101.0,0.0075,21.4,,
1.4465,178,102.1,0.0075,21.4,,
1.4550,179,103.4,0.0075,21.4,,
1.4635,180,104.8,0.0075,21.4,,
1.4710,181,106.0,0.0075,21.4,,
1.4795,182,107.2,0.0085,21.4,,
1.4875,183,108.5,0.0075,21.4,,
1.4960,184,110.2,0.0075,21.4,,
1.5045,185,111.7,0.0075,21.4,,
1.5130,186,113.3,0.0075,21.4,,
1.5205,187,114.9,0.0075,21.4,,
1.5290,188,116.4,0.0085,21.4,,
1.5375,189,118.3,0.0075,21.4,,
1.5460,190,120.3,0.0075,21.4,,
1.5540,191,122.2,0.0075,21.4,,
1.5625,192,124.2,0.0075,21.4,,
1.5700,193,126.0,0.0075,21.4,,
1.5785,194,128.0,0.0085,21.4,,
1.5870,195,130.2,0.0075,21.4,,
1.5955,196,132.5,0.0075,21.4,,
1.6040,197,134.9,0.0075,21.4,,
1.6120,198,137.3,0.0075,21.4,,
1.6200,199,139.6,0.0080,21.4,,
1.6280,200,142.2,0.0080,21.4,,
1.6365,201,144.8,0.0075,21.4,,
1.6450,202,147.6,0.0075,21.4,,
1.6535,203,150.2,0.0075,21.4,,
1.6620,204,152.7,0.0075,21.4,,
1.6705,205,155.0,0.0085,21.4,,
1.6780,206,157.6,0.0075,21.4,,
1.6860,207,160.2,0.0080,21.4,,
1.6945,208,162.6,0.0075,21.4,,
1.7030,209,164.9,0.0075,21.4,,
1.7115,210,167.2,0.0075,21.4,,
1.7200,211,169.2,0.0075,21.4,,
1.7275,212,171.0,0.0075,21.4,,
1.7360,213,173.1,0.0085,21.4,,
1.7440,214,174.8,0.0075,21.4,,
1.7525,215,176.7,0.0075,21.4,,
1.7610,216,178.5,0.0075,21.4,,
1.7695,217,180.0,0.0075,21.4,,
1.7770,218,181.7,0.0075,21.4,,
1.7855,219,183.1,0.0085,21.4,,
1.7940,220,184.5,0.0075,21.4,,
1.8000,221,185.2,0.0075,21.4,,
1.8000,461,187.3,0.0000,21.5,,
1.8005,462,187.3,0.0005,21.5,,
1.8020,463,187.4,0.0015,21.5,,
1.8045,464,187.5,0.0030,21.5,,
1.8085,465,187.8,0.0040,21.5,,
1.8150,466,188.5,0.0065,21.5,,
1.8230,467,189.4,0.0080,21.5,,
1.8310,468,190.2,0.0090,21.5,,
1.8390,469,191.4,0.0090,21.5,,
1.8475,470,192.5,0.0085,21.5,,
1.8560,471,193.5,0.0085,21.5,,
1.8645,472,194.6,0.0085,21.5,,
1.8730,473,195.5,0.0095,21.5,,
1.8805,474,196.4,0.0085,21.5,,
1.8890,475,197.3,0.0095,21.5,,
1.8975,476,198.2,0.0085,21.5,,
1.9055,477,199.0,0.0080,21.5,,
1.9140,478,199.8,0.0085,21.5,,
1.9225,479,200.6,0.0095,21.5,,
1.9300,480,201.4,0.0085,21.5,,
1.9385,481,202.2,0.0095,21.5,,
1.9470,482,202.9,0.0085,21.5,,
1.9555,483,203.6,0.0085,21.5,,
1.9640,484,204.3,0.0085,21.5,,
1.9715,485,204.9,0.0085,21.5,,
1.9800,486,205.6,0.0095,21.5,,
1.9880,487,206.3,0.0090,21.5,,
1.9965,488,206.9,0.0085,21.5,,
2.0050,489,207.5,0.0085,21.5,,
2.0135,490,208.2,0.0085,21.5,,
2.0220,491,208.7,0.0095,21.5,,
2.0295,492,209.3,0.0085,21.5,,
2.0380,493,209.9,0.0095,21.5,,
2.0460,494,210.4,0.0080,21.5,,
2.0545,495,211.0,0.0085,21.5,,
2.0630,496,211.5,0.0085,21.5,,
2.0715,497,211.9,0.0095,21.5,,
2.0790,498,212.4,0.0085,21.5,,
2.0875,499,212.9,0.0095,21.5,,
2.0960,500,213.5,0.0085,21.5,,
2.1045,501,213.9,0.0085,21.5,,
