Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-70.5,NaN,21.5,,
0.0010,1,-70.6,0.0010,21.5,,
0.0025,2,-70.5,0.0015,21.5,,
0.0050,3,-70.4,0.0025,21.5,,
0.0085,4,-70.2,0.0030,21.5,,
0.0150,5,-69.9,0.0060,21.5,,
0.0230,6,-69.3,0.0075,21.5,,
0.0315,7,-68.5,0.0075,21.5,,
0.0400,8,-67.5,0.0075,21.5,,
0.0475,9,-66.4,0.0070,21.5,,
0.0560,10,-65.3,0.0075,21.5,,
0.0645,11,-63.9,0.0075,21.5,,
0.0730,12,-62.4,0.0075,21.5,,
0.0810,13,-61.1,0.0075,21.5,,
0.0895,14,-59.6,0.0075,21.5,,
0.0970,15,-57.9,0.0070,21.5,,
0.1055,16,-56.3,0.0075,21.5,,
0.1140,17,-54.6,0.0075,21.5,,
0.1225,18,-52.6,0.0075,21.5,,
0.1310,19,-50.5,0.0075,21.5,,
0.1390,20,-48.3,0.0075,21.5,,
0.1470,21,-46.2,0.0075,21.5,,
0.1550,22,-43.9,0.0075,21.5,,
0.1635,23,-41.4,0.0075,21.5,,
0.1720,24,-38.7,0.0075,21.5,,
0.1805,25,-36.0,0.0075,21.5,,
0.1890,26,-32.9,0.0075,21.5,,
0.1965,27,-30.1,0.0070,21.5,,
0.2050,28,-26.9,0.0075,21.5,,
0.2130,29,-23.6,0.0075,21.5,,
0.2215,30,-20.5,0.0075,21.5,,
0.2300,31,-17.6,0.0075,21.5,,
0.2385,32,-14.9,0.0075,21.5,,
0.2470,33,-12.6,0.0085,21.5,,
0.2545,34,-10.2,0.0070,21.5,,
0.2630,35,-8.1,0.0075,21.5,,
0.2715,36,-6.2,0.0075,21.5,,
0.2795,37,-4.5,0.0075,21.5,,
0.2880,38,-2.8,0.0075,21.5,,
0.2965,39,-1.3,0.0075,21.5,,
0.3040,40,0.1,0.0070,21.5,,
0.3125,41,1.4,0.0075,21.5,,
0.3210,42,2.8,0.0075,21.5,,
0.3295,43,4.1,0.0075,21.5,,
0.3375,44,5.3,0.0075,21.5,,
0.3460,45,6.6,0.0075,21.5,,
0.3535,46,7.7,0.0070,21.5,,
0.3620,47,8.8,0.0075,21.5,,
0.3705,48,9.9,0.0075,21.5,,
0.3790,49,10.8,0.0075,21.5,,
0.3875,50,11.9,0.0075,21.5,,
0.3955,51,13.0,0.0075,21.5,,
0.4035,52,13.9,0.0075,21.5,,
0.4115,53,14.9,0.0075,21.5,,
0.4200,54,16.0,0.0075,21.5,,
0.4285,55,17.0,0.0075,21.5,,
0.4370,56,17.8,0.0075,21.5,,
0.4455,57,18.7,0.0075,21.5,,
0.4530,58,19.6,0.0070,21.5,,
0.4615,59,20.5,0.0075,21.5,,
0.4700,60,21.4,0.0075,21.5,,
0.4780,61,22.4,0.0075,21.5,,
0.4865,62,23.2,0.0075,21.5,,
0.4950,63,24.1,0.0075,21.5,,
0.5025,64,24.9,0.0070,21.5,,
0.5110,65,25.7,0.0075,21.5,,
0.5195,66,26.6,0.0075,21.5,,
0.5280,67,27.6,0.0075,21.5,,
0.5365,68,28.4,0.0075,21.5,,
0.5445,69,29.2,0.0075,21.5,,
0.5525,70,30.0,0.0075,21.5,,
0.5605,71,30.9,0.0075,21.5,,
0.5690,72,31.6,0.0075,21.5,,
0.5775,73,32.5,0.0075,21.5,,
0.5860,74,33.4,0.0075,21.5,,
0.5945,75,34.1,0.0075,21.5,,
0.6020,76,34.9,0.0070,21.5,,
0.6105,77,35.7,0.0075,21.5,,
0.6185,78,36.5,0.0075,21.5,,
0.6270,79,37.4,0.0075,21.5,,
0.6355,80,38.2,0.0075,21.5,,
0.6440,81,39.1,0.0075,21.5,,
0.6515,82,39.7,0.0070,21.5,,
0.6600,83,40.5,0.0075,21.5,,
0.6685,84,41.2,0.0075,21.5,,
0.6765,85,42.0,0.0075,21.5,,
0.6850,86,42.9,0.0075,21.5,,
0.6935,87,43.7,0.0075,21.5,,
0.7010,88,44.5,0.0070,21.5,,
0.7095,89,45.3,0.0075,21.5,,
