Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-49.3,NaN,21.4,,
0.0005,1,-49.3,0.0005,21.4,,
0.0025,2,-49.3,0.0020,21.4,,
0.0050,3,-49.2,0.0025,21.4,,
0.0085,4,-49.0,0.0030,21.4,,
0.0150,5,-48.5,0.0060,21.4,,
0.0230,6,-47.7,0.0080,21.4,,
0.0305,7,-46.6,0.0075,21.4,,
0.0390,8,-45.1,0.0085,21.4,,
0.0475,9,-43.4,0.0075,21.4,,
0.0560,10,-41.6,0.0075,21.4,,
0.0645,11,-39.7,0.0075,21.4,,
0.0730,12,-37.7,0.0085,21.4,,
0.0805,13,-35.5,0.0075,21.4,,
0.0890,14,-33.2,0.0085,21.4,,
0.0970,15,-30.8,0.0075,21.4,,
0.1055,16,-28.1,0.0075,21.4,,
0.1140,17,-25.5,0.0075,21.4,,
0.1225,18,-23.1,0.0085,21.4,,
0.1300,19,-20.4,0.0075,21.4,,
0.1385,20,-17.9,0.0085,21.4,,
0.1470,21,-15.4,0.0075,21.4,,
0.1550,22,-13.1,0.0075,21.4,,
0.1635,23,-10.9,0.0075,21.4,,
0.1720,24,-9.2,0.0085,21.4,,
0.1795,25,-7.3,0.0075,21.4,,
0.1880,26,-5.4,0.0085,21.4,,
0.1965,27,-3.8,0.0075,21.4,,
0.2050,28,-2.4,0.0075,21.4,,
0.2135,29,-1.1,0.0075,21.4,,
0.2215,30,0.1,0.0080,21.4,,
0.2295,31,1.2,0.0080,21.4,,
0.2375,32,2.5,0.0080,21.4,,
0.2460,33,3.6,0.0075,21.4,,
0.2545,34,4.7,0.0075,21.4,,
0.2630,35,5.8,0.0075,21.4,,
0.2715,36,6.6,0.0085,21.4,,
0.2790,37,7.6,0.0075,21.4,,
0.2875,38,8.4,0.0085,21.4,,
0.2955,39,9.4,0.0075,21.4,,
0.3040,40,10.3,0.0075,21.4,,
0.3125,41,11.2,0.0075,21.4,,
0.3210,42,12.1,0.0075,21.4,,
0.3285,43,12.8,0.0075,21.4,,
0.3370,44,13.7,0.0085,21.4,,
0.3455,45,14.5,0.0075,21.4,,
0.3540,46,15.2,0.0075,21.4,,
0.3620,47,16.0,0.0075,21.4,,
0.3705,48,16.7,0.0075,21.4,,
0.3780,49,17.4,0.0075,21.4,,
0.3865,50,18.1,0.0085,21.4,,
0.3950,51,18.8,0.0075,21.4,,
0.4035,52,19.6,0.0075,21.4,,
0.4120,53,20.2,0.0075,21.4,,
0.4205,54,20.8,0.0085,21.4,,
0.4280,55,21.5,0.0075,21.4,,
0.4365,56,22.2,0.0085,21.4,,
0.4445,57,23.0,0.0075,21.4,,
0.4530,58,23.6,0.0075,21.4,,
0.4615,59,24.3,0.0075,21.4,,
0.4690,60,24.8,0.0075,21.4,,
0.4775,61,25.5,0.0085,21.4,,
0.4860,62,26.3,0.0085,21.4,,
0.4945,63,26.9,0.0075,21.4,,
0.5030,64,27.5,0.0075,21.4,,
0.5110,65,28.2,0.0075,21.4,,
0.5190,66,28.8,0.0080,21.4,,
0.5270,67,29.4,0.0080,21.4,,
0.5355,68,30.0,0.0085,21.4,,
0.5440,69,30.7,0.0075,21.4,,
0.5525,70,31.4,0.0075,21.4,,
0.5610,71,31.9,0.0075,21.4,,
0.5685,72,32.6,0.0075,21.4,,
0.5770,73,33.2,0.0085,21.4,,
0.5855,74,33.7,0.0085,21.4,,
0.5935,75,34.4,0.0075,21.4,,
0.6020,76,35.0,0.0075,21.4,,
0.6105,77,35.6,0.0075,21.4,,
0.6180,78,36.1,0.0075,21.4,,
0.6265,79,36.8,0.0085,21.4,,
0.6350,80,37.3,0.0085,21.4,,
0.6435,81,37.9,0.0075,21.4,,
0.6515,82,38.6,0.0075,21.4,,
0.6600,83,39.1,0.0075,21.4,,
0.6675,84,39.7,0.0075,21.4,,
0.6760,85,40.4,0.0085,21.4,,
0.6845,86,40.9,0.0085,21.4,,
0.6930,87,41.5,0.0075,21.4,,
0.7015,88,42.1,0.0075,21.4,,
0.7100,89,42.8,0.0075,21.4,,
0.7175,90,43.2,0.0075,21.4,,
0.7260,91,43.9,0.0085,21.4,,
0.7340,92,44.4,0.0080,21.4,,
0.7425,93,45.0,0.0075,21.4,,
0.7510,94,45.7,0.0075,21.4,,
0.7595,95,46.2,0.0075,21.4,,
0.7670,96,46.8,0.0075,21.4,,
0.7755,97,47.4,0.0085,21.4,,
0.7840,98,48.0,0.0085,21.4,,
0.7925,99,48.5,0.0075,21.4,,
0.8005,100,49.1,0.0075,21.4,,
0.8090,101,49.7,0.0075,21.4,,
0.8165,102,50.3,0.0075,21.4,,
0.8250,103,50.9,0.0085,21.4,,
0.8335,104,51.4,0.0085,21.4,,
0.8420,105,52.0,0.0075,21.4,,
0.8505,106,52.6,0.0075,21.4,,
0.8590,107,53.2,0.0075,21.4,,
0.8665,108,53.7,0.0075,21.4,,
0.8745,109,54.3,0.0080,21.4,,
0.8830,110,54.9,0.0085,21.4,,
0.8915,111,55.5,0.0075,21.5,,
0.9000,112,56.2,0.0075,21.5,,
0.9085,113,56.8,0.0075,21.5,,
0.9160,114,57.4,0.0075,21.4,,
0.9245,115,58.1,0.0085,21.5,,
0.9330,116,58.6,0.0075,21.4,,
0.9415,117,59.2,0.0075,21.4,,
0.9495,118,59.7,0.0075,21.5,,
0.9580,119,60.2,0.0085,21.5,,
0.9655,120,60.9,0.0075,21.5,,
0.9740,121,61.5,0.0085,21.5,,
0.9825,122,62.1,0.0075,21.5,,
0.9910,123,62.7,0.0075,21.5,,
0.9995,124,63.3,0.0075,21.5,,
1.0080,125,63.8,0.0085,21.5,,
1.0155,126,64.4,0.0075,21.5,,
1.0235,127,65.0,0.0080,21.5,,
1.0320,128,65.6,0.0085,21.5,,
1.0405,129,66.3,0.0075,21.5,,
1.0490,130,66.9,0.0075,21.5,,
1.0575,131,67.6,0.0075,21.5,,
1.0650,132,68.2,0.0075,21.5,,
1.0735,133,68.8,0.0085,21.5,,
1.0820,134,69.4,0.0075,21.5,,
1.0900,135,70.1,0.0075,21.5,,
1.0985,136,70.8,0.0075,21.5,,
1.1070,137,71.4,0.0075,21.5,,
1.1145,138,72.0,0.0075,21.5,,
1.1230,139,72.7,0.0085,21.5,,
1.1315,140,73.3,0.0075,21.5,,
1.1400,141,74.0,0.0075,21.5,,
1.1480,142,74.8,0.0075,21.5,,
1.1565,143,75.4,0.0075,21.5,,
1.1640,144,76.0,0.0075,21.5,,
1.1725,145,76.7,0.0085,21.5,,
1.1810,146,77.4,0.0085,21.5,,
1.1895,147,78.2,0.0075,21.5,,
1.1980,148,78.9,0.0075,21.5,,
1.2060,149,79.6,0.0075,21.5,,
1.2140,150,80.4,0.0080,21.5,,
1.2220,151,81.1,0.0080,21.5,,
1.2305,152,81.9,0.0085,21.5,,
1.2390,153,82.7,0.0075,21.5,,
1.2475,154,83.4,0.0075,21.5,,
1.2560,155,84.1,0.0075,21.5,,
1.2635,156,85.0,0.0075,21.5,,
1.2720,157,85.8,0.0085,21.5,,
1.2805,158,86.6,0.0085,21.5,,
1.2885,159,87.6,0.0075,21.5,,
1.2970,160,88.3,0.0075,21.5,,
1.3055,161,89.3,0.0075,21.5,,
1.3140,162,90.1,0.0085,21.5,,
1.3215,163,91.0,0.0075,21.5,,
1.3300,164,91.9,0.0085,21.5,,
1.3385,165,93.0,0.0075,21.5,,
1.3465,166,94.0,0.0075,21.5,,
1.3550,167,95.1,0.0075,21.5,,
1.3635,168,96.0,0.0085,21.5,,
1.3710,169,97.1,0.0075,21.5,,
1.3795,170,98.3,0.0085,21.5,,
1.3880,171,99.5,0.0075,21.5,,
1.3965,172,100.7,0.0075,21.5,,
1.4050,173,101.8,0.0075,21.5,,
1.4130,174,102.9,0.0080,21.5,,
1.4210,175,104.2,0.0080,21.5,,
1.4290,176,105.4,0.0080,21.5,,
1.4375,177,106.7,0.0075,21.5,,
1.4460,178,108.2,0.0075,21.5,,
1.4545,179,109.5,0.0075,21.5,,
1.4620,180,111.0,0.0075,21.5,,
1.4705,181,112.8,0.0085,21.5,,
1.4790,182,114.4,0.0085,21.5,,
1.4875,183,116.5,0.0075,21.5,,
1.4955,184,118.2,0.0075,21.5,,
1.5040,185,119.9,0.0075,21.5,,
1.5115,186,121.6,0.0075,21.5,,
1.5200,187,124.0,0.0085,21.5,,
1.5285,188,126.3,0.0085,21.5,,
1.5370,189,128.6,0.0075,21.5,,
1.5455,190,130.9,0.0075,21.5,,
1.5540,191,133.3,0.0075,21.5,,
1.5615,192,135.9,0.0075,21.5,,
1.5695,193,138.7,0.0080,21.5,,
1.5780,194,141.7,0.0085,21.5,,
1.5865,195,144.3,0.0075,21.5,,
1.5950,196,147.5,0.0075,21.5,,
1.6035,197,150.5,0.0075,21.5,,
1.6115,198,153.4,0.0075,21.5,,
1.6195,199,156.1,0.0080,21.5,,
1.6275,200,159.0,0.0080,21.5,,
1.6360,201,162.0,0.0085,21.5,,
1.6445,202,164.4,0.0075,21.5,,
1.6530,203,167.0,0.0075,21.5,,
1.6615,204,169.4,0.0075,21.5,,
1.6690,205,171.6,0.0075,21.5,,
1.6775,206,173.8,0.0085,21.5,,
1.6855,207,175.8,0.0080,21.5,,
1.6940,208,177.9,0.0075,21.5,,
1.7025,209,179.6,0.0075,21.5,,
1.7110,210,181.3,0.0075,21.5,,
1.7185,211,182.7,0.0075,21.5,,
1.7270,212,184.2,0.0085,21.5,,
1.7350,213,185.1,0.0080,21.5,,
1.7350,453,187.0,0.0000,21.5,,
1.7355,454,186.9,0.0005,21.5,,
1.7370,455,187.0,0.0015,21.5,,
1.7395,456,187.3,0.0025,21.5,,
1.7435,457,187.8,0.0035,21.5,,
1.7500,458,188.5,0.0055,21.5,,
1.7580,459,189.5,0.0065,21.5,,
1.7655,460,190.6,0.0070,21.5,,
1.7740,461,191.9,0.0075,21.5,,
1.7825,462,193.0,0.0075,21.5,,
1.7910,463,194.0,0.0070,21.5,,
1.7995,464,194.8,0.0070,21.5,,
1.8080,465,195.9,0.0070,21.5,,
1.8155,466,196.9,0.0070,21.5,,
1.8235,467,197.8,0.0075,21.5,,
1.8320,468,198.7,0.0075,21.5,,
1.8405,469,199.5,0.0070,21.5,,
1.8490,470,200.4,0.0070,21.5,,
1.8575,471,201.2,0.0070,21.5,,
1.8660,472,202.0,0.0075,21.5,,
1.8735,473,202.6,0.0070,21.5,,
1.8820,474,203.3,0.0075,21.5,,
1.8900,475,204.1,0.0065,21.5,,
1.8985,476,204.9,0.0070,21.5,,
1.9070,477,205.6,0.0070,21.5,,
1.9155,478,206.2,0.0075,21.5,,
1.9230,479,206.9,0.0070,21.5,,
1.9315,480,207.4,0.0075,21.5,,
1.9400,481,208.0,0.0070,21.5,,
1.9485,482,208.6,0.0070,21.5,,
1.9565,483,209.2,0.0065,21.5,,
1.9650,484,209.7,0.0075,21.5,,
1.9725,485,210.3,0.0070,21.5,,
1.9810,486,210.9,0.0075,21.5,,
1.9895,487,211.4,0.0070,21.5,,
1.9980,488,212.0,0.0070,21.5,,
2.0065,489,212.7,0.0070,21.5,,
2.0140,490,213.1,0.0070,21.5,,
2.0225,491,213.6,0.0075,21.5,,
2.0310,492,214.0,0.0075,21.5,,
2.0390,493,214.5,0.0065,21.5,,
2.0475,494,215.1,0.0070,21.5,,
2.0560,495,215.5,0.0070,21.5,,
2.0635,496,215.9,0.0070,21.5,,
2.0720,497,216.3,0.0075,21.5,,
2.0805,498,216.7,0.0075,21.5,,
2.0890,499,217.2,0.0070,21.5,,
2.0970,500,217.6,0.0065,21.5,,
2.1055,501,218.1,0.0070,21.5,,
2.1130,502,218.4,0.0070,21.5,,
2.1215,503,218.8,0.0075,21.5,,
2.1300,504,219.2,0.0075,21.5,,
2.1385,505,219.6,0.0070,21.5,,
2.1470,506,219.9,0.0070,21.5,,
2.1555,507,220.4,0.0070,21.5,,
2.1630,508,220.6,0.0070,21.5,,
2.1715,509,221.0,0.0075,21.5,,
2.1795,510,221.4,0.0075,21.5,,
2.1880,511,221.7,0.0070,21.5,,
2.1965,512,222.1,0.0070,21.5,,
2.2050,513,222.4,0.0070,21.5,,
2.2135,514,222.8,0.0075,21.5,,
2.2210,515,223.1,0.0070,21.5,,
2.2295,516,223.4,0.0075,21.5,,
2.2375,517,223.8,0.0065,21.5,,
2.2460,518,224.1,0.0070,21.5,,
2.2545,519,224.4,0.0070,21.5,,
2.2630,520,224.7,0.0075,21.5,,
2.2705,521,225.0,0.0070,21.5,,
2.2790,522,225.3,0.0075,21.5,,
2.2875,523,225.6,0.0070,21.5,,
2.2955,524,226.0,0.0065,21.5,,
