Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-56.6,NaN,21.1,,
0.0010,1,-56.5,0.0010,21.1,,
0.0025,2,-56.5,0.0015,21.1,,
0.0050,3,-56.4,0.0025,21.1,,
0.0090,4,-56.2,0.0035,21.1,,
0.0150,5,-55.7,0.0055,21.1,,
0.0235,6,-54.9,0.0075,21.1,,
0.0320,7,-53.7,0.0075,21.1,,
0.0405,8,-52.4,0.0075,21.1,,
0.0490,9,-50.7,0.0070,21.1,,
0.0565,10,-49.0,0.0070,21.1,,
0.0650,11,-47.1,0.0075,21.1,,
0.0730,12,-45.0,0.0075,21.1,,
0.0815,13,-42.9,0.0075,21.1,,
0.0900,14,-40.4,0.0075,21.1,,
0.0985,15,-38.2,0.0075,21.1,,
0.1060,16,-35.4,0.0070,21.1,,
0.1145,17,-32.3,0.0075,21.1,,
0.1230,18,-29.2,0.0075,21.1,,
0.1310,19,-25.9,0.0075,21.1,,
0.1395,20,-22.9,0.0075,21.1,,
0.1480,21,-19.8,0.0070,21.1,,
0.1555,22,-17.2,0.0070,21.1,,
0.1640,23,-14.4,0.0075,21.1,,
0.1725,24,-11.8,0.0075,21.1,,
0.1810,25,-9.5,0.0075,21.1,,
0.1895,26,-7.3,0.0075,21.1,,
0.1975,27,-5.1,0.0065,21.1,,
0.2055,28,-3.3,0.0075,21.1,,
0.2135,29,-1.6,0.0075,21.1,,
0.2220,30,0.1,0.0075,21.1,,
0.2305,31,1.6,0.0075,21.1,,
0.2390,32,3.2,0.0075,21.1,,
0.2475,33,4.7,0.0070,21.1,,
0.2550,34,6.0,0.0070,21.1,,
0.2635,35,7.4,0.0075,21.1,,
0.2715,36,8.6,0.0075,21.1,,
0.2800,37,9.9,0.0075,21.1,,
0.2885,38,11.1,0.0075,21.1,,
0.2970,39,12.3,0.0070,21.1,,
0.3045,40,13.3,0.0070,21.1,,
0.3130,41,14.5,0.0075,21.1,,
0.3215,42,15.6,0.0075,21.1,,
0.3300,43,16.7,0.0075,21.1,,
0.3380,44,17.8,0.0075,21.1,,
0.3465,45,18.9,0.0070,21.1,,
0.3540,46,19.8,0.0070,21.1,,
0.3625,47,20.8,0.0075,21.1,,
0.3710,48,21.8,0.0075,21.1,,
0.3795,49,22.8,0.0075,21.1,,
0.3880,50,23.9,0.0075,21.1,,
0.3965,51,24.7,0.0075,21.1,,
0.4040,52,25.7,0.0070,21.1,,
0.4125,53,26.7,0.0075,21.1,,
0.4205,54,27.6,0.0075,21.1,,
0.4290,55,28.5,0.0075,21.1,,
0.4375,56,29.5,0.0075,21.1,,
0.4460,57,30.3,0.0075,21.2,,
0.4535,58,31.2,0.0070,21.2,,
0.4620,59,32.2,0.0075,21.1,,
0.4705,60,33.1,0.0075,21.1,,
0.4790,61,34.0,0.0075,21.1,,
0.4870,62,34.9,0.0075,21.2,,
0.4955,63,35.6,0.0075,21.1,,
0.5030,64,36.4,0.0070,21.1,,
0.5115,65,37.3,0.0075,21.1,,
0.5200,66,38.0,0.0075,21.2,,
0.5285,67,38.9,0.0075,21.2,,
0.5370,68,39.8,0.0075,21.2,,
0.5450,69,40.6,0.0065,21.2,,
0.5530,70,41.5,0.0075,21.2,,
0.5610,71,42.3,0.0075,21.2,,
0.5695,72,43.1,0.0075,21.2,,
0.5780,73,44.1,0.0075,21.2,,
0.5865,74,44.9,0.0075,21.2,,
0.5950,75,45.6,0.0070,21.2,,
0.6025,76,46.4,0.0070,21.2,,
0.6110,77,47.2,0.0075,21.2,,
0.6195,78,47.9,0.0075,21.2,,
0.6275,79,48.7,0.0075,21.2,,
0.6360,80,49.4,0.0075,21.2,,
0.6445,81,50.2,0.0075,21.2,,
0.6520,82,50.9,0.0070,21.2,,
0.6605,83,51.7,0.0075,21.2,,
0.6690,84,52.5,0.0075,21.2,,
0.6775,85,53.2,0.0075,21.2,,
0.6855,86,54.0,0.0075,21.2,,
0.6940,87,54.7,0.0075,21.2,,
0.7015,88,55.3,0.0070,21.2,,
0.7100,89,56.1,0.0075,21.2,,
0.7185,90,56.9,0.0075,21.2,,
0.7270,91,57.7,0.0075,21.2,,
0.7355,92,58.5,0.0075,21.2,,
0.7440,93,59.3,0.0070,21.2,,
0.7515,94,60.0,0.0070,21.2,,
