Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-54.5,NaN,21.4,,
0.0010,1,-54.6,0.0010,21.4,,
0.0025,2,-54.5,0.0015,21.4,,
0.0050,3,-54.4,0.0020,21.4,,
0.0090,4,-54.1,0.0035,21.4,,
0.0155,5,-53.7,0.0060,21.4,,
0.0230,6,-52.8,0.0070,21.4,,
0.0315,7,-51.6,0.0075,21.4,,
0.0400,8,-50.1,0.0075,21.4,,
0.0485,9,-48.5,0.0070,21.4,,
0.0570,10,-46.6,0.0070,21.4,,
0.0645,11,-44.9,0.0070,21.4,,
0.0730,12,-42.7,0.0075,21.4,,
0.0810,13,-40.4,0.0075,21.4,,
0.0895,14,-38.2,0.0075,21.4,,
0.0980,15,-35.6,0.0070,21.4,,
0.1065,16,-33.0,0.0070,21.4,,
0.1140,17,-30.4,0.0070,21.4,,
0.1225,18,-27.5,0.0075,21.4,,
0.1310,19,-24.5,0.0075,21.4,,
0.1395,20,-21.6,0.0075,21.4,,
0.1475,21,-18.5,0.0065,21.4,,
0.1560,22,-15.6,0.0070,21.4,,
0.1635,23,-13.1,0.0070,21.4,,
0.1720,24,-10.5,0.0075,21.4,,
0.1805,25,-8.3,0.0075,21.4,,
0.1890,26,-6.1,0.0075,21.4,,
0.1975,27,-4.0,0.0070,21.4,,
0.2060,28,-2.6,0.0075,21.4,,
0.2135,29,-1.0,0.0070,21.4,,
0.2220,30,0.4,0.0075,21.4,,
0.2300,31,1.7,0.0075,21.4,,
0.2385,32,3.1,0.0075,21.4,,
0.2470,33,4.4,0.0070,21.4,,
0.2555,34,5.4,0.0075,21.4,,
0.2630,35,6.5,0.0070,21.4,,
0.2715,36,7.6,0.0075,21.4,,
0.2800,37,8.6,0.0075,21.4,,
0.2880,38,9.6,0.0075,21.4,,
0.2965,39,10.5,0.0070,21.4,,
0.3050,40,11.5,0.0070,21.4,,
0.3125,41,12.3,0.0070,21.4,,
0.3210,42,13.2,0.0075,21.4,,
0.3295,43,14.0,0.0075,21.4,,
0.3380,44,14.9,0.0075,21.4,,
0.3460,45,15.7,0.0065,21.4,,
0.3545,46,16.5,0.0070,21.4,,
0.3620,47,17.2,0.0070,21.4,,
0.3705,48,18.0,0.0075,21.4,,
0.3790,49,18.8,0.0075,21.4,,
0.3875,50,19.6,0.0075,21.4,,
0.3960,51,20.2,0.0070,21.4,,
0.4045,52,20.9,0.0070,21.4,,
0.4120,53,21.6,0.0070,21.4,,
0.4205,54,22.4,0.0075,21.4,,
0.4285,55,23.2,0.0075,21.4,,
0.4370,56,24.0,0.0075,21.4,,
0.4455,57,24.8,0.0070,21.4,,
0.4540,58,25.5,0.0070,21.4,,
0.4615,59,26.1,0.0070,21.4,,
0.4700,60,26.8,0.0075,21.4,,
0.4785,61,27.5,0.0075,21.4,,
0.4865,62,28.2,0.0075,21.4,,
0.4950,63,28.8,0.0070,21.4,,
0.5035,64,29.5,0.0070,21.4,,
0.5120,65,30.1,0.0075,21.4,,
0.5195,66,30.8,0.0070,21.4,,
0.5280,67,31.5,0.0075,21.4,,
0.5365,68,32.2,0.0075,21.4,,
0.5450,69,32.8,0.0070,21.4,,
0.5530,70,33.4,0.0065,21.4,,
0.5610,71,34.1,0.0075,21.4,,
0.5690,72,34.7,0.0075,21.4,,
0.5775,73,35.4,0.0075,21.4,,
0.5860,74,36.0,0.0075,21.4,,
0.5945,75,36.8,0.0070,21.4,,
0.6030,76,37.4,0.0070,21.4,,
0.6105,77,38.0,0.0070,21.4,,
0.6190,78,38.5,0.0075,21.4,,
0.6275,79,39.1,0.0075,21.4,,
0.6355,80,39.8,0.0075,21.4,,
0.6440,81,40.5,0.0070,21.4,,
0.6525,82,41.1,0.0070,21.4,,
0.6600,83,41.8,0.0070,21.4,,
0.6685,84,42.4,0.0075,21.4,,
0.6770,85,43.1,0.0075,21.4,,
0.6855,86,43.6,0.0075,21.4,,
0.6940,87,44.3,0.0070,21.4,,
0.7020,88,44.9,0.0065,21.4,,
0.7100,89,45.5,0.0075,21.4,,
0.7180,90,46.1,0.0075,21.4,,
0.7265,91,46.8,0.0075,21.4,,
0.7350,92,47.5,0.0075,21.4,,
0.7435,93,48.1,0.0070,21.4,,
0.7520,94,48.8,0.0070,21.4,,
0.7595,95,49.3,0.0070,21.4,,
0.7680,96,50.0,0.0075,21.4,,
0.7760,97,50.5,0.0075,21.4,,
0.7845,98,51.2,0.0075,21.4,,
0.7930,99,51.9,0.0070,21.4,,
0.8015,100,52.4,0.0070,21.4,,
0.8090,101,53.1,0.0070,21.4,,
0.8175,102,53.7,0.0075,21.4,,
0.8260,103,54.4,0.0075,21.4,,
0.8345,104,55.0,0.0075,21.4,,
0.8425,105,55.7,0.0065,21.4,,
0.8510,106,56.3,0.0070,21.4,,
0.8585,107,57.0,0.0070,21.4,,
0.8670,108,57.7,0.0075,21.4,,
0.8755,109,58.3,0.0075,21.4,,
0.8840,110,58.9,0.0075,21.4,,
0.8925,111,59.5,0.0070,21.4,,
0.9005,112,60.2,0.0065,21.4,,
0.9085,113,60.8,0.0075,21.4,,
0.9165,114,61.5,0.0075,21.4,,
0.9250,115,62.1,0.0075,21.4,,
0.9335,116,62.7,0.0075,21.4,,
0.9420,117,63.4,0.0070,21.4,,
0.9505,118,64.0,0.0070,21.4,,
0.9580,119,64.7,0.0070,21.4,,
0.9665,120,65.3,0.0075,21.4,,
0.9750,121,66.0,0.0075,21.4,,
0.9830,122,66.7,0.0075,21.4,,
0.9915,123,67.3,0.0070,21.4,,
1.0000,124,68.0,0.0070,21.4,,
1.0075,125,68.7,0.0070,21.4,,
1.0160,126,69.4,0.0075,21.4,,
1.0245,127,70.1,0.0075,21.4,,
1.0330,128,70.8,0.0075,21.4,,
1.0415,129,71.5,0.0070,21.4,,
1.0495,130,72.2,0.0065,21.4,,
1.0575,131,72.8,0.0075,21.4,,
1.0655,132,73.5,0.0075,21.4,,
1.0740,133,74.3,0.0075,21.4,,
1.0825,134,75.0,0.0075,21.4,,
1.0910,135,75.8,0.0070,21.4,,
1.0995,136,76.6,0.0070,21.4,,
1.1070,137,77.3,0.0070,21.4,,
1.1155,138,78.1,0.0075,21.4,,
1.1240,139,78.8,0.0075,21.4,,
1.1320,140,79.7,0.0075,21.4,,
1.1405,141,80.6,0.0070,21.4,,
1.1490,142,81.4,0.0070,21.4,,
