Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-49.4,NaN,21.3,,
0.0010,1,-49.5,0.0010,21.3,,
0.0025,2,-49.5,0.0015,21.3,,
0.0050,3,-49.3,0.0020,21.3,,
0.0090,4,-49.0,0.0035,21.3,,
0.0155,5,-48.5,0.0055,21.3,,
0.0230,6,-47.7,0.0070,21.3,,
0.0315,7,-46.4,0.0075,21.3,,
0.0400,8,-45.0,0.0075,21.3,,
0.0485,9,-43.3,0.0070,21.3,,
0.0565,10,-41.3,0.0065,21.3,,
0.0650,11,-39.2,0.0070,21.3,,
0.0735,12,-37.3,0.0075,21.3,,
0.0810,13,-34.9,0.0070,21.3,,
0.0895,14,-32.3,0.0075,21.3,,
0.0980,15,-29.5,0.0070,21.3,,
0.1065,16,-26.7,0.0070,21.3,,
0.1150,17,-23.9,0.0070,21.3,,
0.1225,18,-21.3,0.0070,21.3,,
0.1310,19,-18.4,0.0075,21.3,,
0.1390,20,-15.8,0.0075,21.3,,
0.1475,21,-13.4,0.0070,21.3,,
0.1560,22,-10.9,0.0070,21.3,,
0.1645,23,-8.8,0.0070,21.3,,
0.1720,24,-6.9,0.0070,21.3,,
0.1805,25,-5.0,0.0075,21.3,,
0.1890,26,-3.3,0.0075,21.3,,
0.1975,27,-1.7,0.0070,21.3,,
0.2060,28,-0.2,0.0070,21.3,,
0.2140,29,1.0,0.0065,21.3,,
0.2215,30,2.1,0.0070,21.3,,
0.2300,31,3.3,0.0075,21.3,,
0.2385,32,4.5,0.0075,21.3,,
0.2470,33,5.6,0.0070,21.3,,
0.2555,34,6.8,0.0070,21.3,,
0.2640,35,7.7,0.0070,21.3,,
0.2715,36,8.5,0.0070,21.3,,
0.2800,37,9.5,0.0075,21.3,,
0.2880,38,10.3,0.0075,21.3,,
0.2965,39,11.1,0.0070,21.3,,
0.3050,40,11.9,0.0070,21.3,,
0.3135,41,12.9,0.0070,21.3,,
0.3210,42,13.5,0.0070,21.3,,
0.3295,43,14.3,0.0075,21.3,,
0.3380,44,15.1,0.0075,21.3,,
0.3465,45,15.9,0.0070,21.3,,
0.3545,46,16.7,0.0065,21.3,,
0.3630,47,17.4,0.0075,21.3,,
0.3705,48,18.2,0.0070,21.3,,
0.3790,49,18.9,0.0075,21.3,,
0.3875,50,19.6,0.0075,21.3,,
0.3960,51,20.3,0.0070,21.3,,
0.4045,52,21.0,0.0070,21.3,,
0.4130,53,21.6,0.0070,21.3,,
0.4205,54,22.3,0.0070,21.3,,
0.4285,55,22.9,0.0075,21.3,,
0.4370,56,23.6,0.0075,21.3,,
