Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.5530,70,3.9,0.0075,21.2,,
0.5615,71,5.8,0.0075,21.2,,
0.5695,72,7.5,0.0075,21.2,,
0.5780,73,8.9,0.0085,21.2,,
0.5855,74,10.5,0.0075,21.2,,
0.5940,75,12.1,0.0075,21.2,,
0.6025,76,13.5,0.0075,21.2,,
0.6110,77,14.9,0.0075,21.2,,
0.6195,78,16.2,0.0075,21.2,,
0.6275,79,17.4,0.0080,21.2,,
0.6355,80,18.5,0.0080,21.2,,
0.6435,81,19.8,0.0075,21.2,,
0.6520,82,21.1,0.0075,21.2,,
0.6605,83,22.3,0.0075,21.2,,
0.6690,84,23.5,0.0075,21.2,,
0.6775,85,24.7,0.0085,21.2,,
0.6850,86,25.8,0.0075,21.2,,
0.6935,87,26.9,0.0075,21.2,,
0.7020,88,28.0,0.0075,21.2,,
0.7100,89,29.0,0.0075,21.2,,
0.7185,90,30.0,0.0075,21.2,,
0.7265,91,31.0,0.0080,21.2,,
0.7345,92,32.0,0.0080,21.2,,
0.7430,93,33.1,0.0075,21.2,,
0.7515,94,34.1,0.0075,21.2,,
0.7600,95,35.1,0.0075,21.2,,
0.7685,96,36.2,0.0075,21.2,,
0.7760,97,37.2,0.0075,21.2,,
0.7845,98,38.1,0.0085,21.2,,
0.7925,99,39.1,0.0075,21.2,,
0.8010,100,40.1,0.0075,21.2,,
0.8095,101,41.1,0.0075,21.2,,
0.8180,102,42.1,0.0075,21.2,,
0.8265,103,42.9,0.0085,21.2,,
0.8340,104,43.9,0.0075,21.2,,
0.8425,105,44.7,0.0075,21.2,,
0.8505,106,45.5,0.0075,21.2,,
0.8590,107,46.4,0.0075,21.2,,
0.8675,108,47.5,0.0075,21.2,,
0.8760,109,48.3,0.0085,21.2,,
0.8835,110,49.3,0.0075,21.2,,
0.8920,111,50.2,0.0075,21.2,,
0.9005,112,51.1,0.0075,21.2,,
0.9085,113,52.0,0.0075,21.2,,
0.9170,114,52.9,0.0075,21.2,,
0.9255,115,53.7,0.0070,21.2,,
0.9330,116,54.6,0.0075,21.2,,
0.9415,117,55.5,0.0075,21.2,,
0.9500,118,56.5,0.0075,21.2,,
0.9585,119,57.3,0.0075,21.2,,
0.9670,120,58.2,0.0075,21.2,,
0.9750,121,59.1,0.0075,21.2,,
0.9825,122,59.9,0.0075,21.2,,
0.9910,123,60.9,0.0085,21.2,,
0.9995,124,61.8,0.0075,21.2,,
1.0080,125,62.7,0.0075,21.2,,
1.0165,126,63.5,0.0075,21.2,,
1.0250,127,64.3,0.0075,21.2,,
1.0325,128,65.1,0.0075,21.2,,
1.0410,129,66.0,0.0085,21.2,,
1.0490,130,66.9,0.0075,21.2,,
1.0575,131,67.7,0.0075,21.2,,
1.0660,132,68.6,0.0075,21.2,,
1.0745,133,69.4,0.0075,21.2,,
1.0820,134,70.2,0.0075,21.2,,
1.0905,135,71.0,0.0085,21.2,,
1.0990,136,72.0,0.0075,21.2,,
1.1075,137,73.1,0.0075,21.2,,
1.1155,138,74.0,0.0075,21.2,,
1.1240,139,74.9,0.0075,21.2,,
1.1315,140,75.9,0.0075,21.2,,
1.1400,141,76.8,0.0085,21.2,,
1.1485,142,77.6,0.0075,21.2,,
1.1570,143,78.4,0.0075,21.2,,
1.1655,144,79.3,0.0075,21.3,,
1.1740,145,80.4,0.0075,21.2,,
1.1815,146,81.4,0.0075,21.2,,
1.1895,147,82.3,0.0080,21.2,,
1.1980,148,83.3,0.0075,21.2,,
1.2065,149,84.5,0.0075,21.2,,
1.2150,150,85.3,0.0075,21.2,,
1.2235,151,86.4,0.0075,21.3,,
1.2310,152,87.4,0.0075,21.3,,
1.2395,153,88.5,0.0075,21.3,,
1.2480,154,89.6,0.0075,21.3,,
1.2565,155,90.9,0.0075,21.3,,
1.2645,156,92.0,0.0075,21.3,,
1.2730,157,92.9,0.0085,21.3,,
1.2805,158,94.1,0.0075,21.3,,
1.2890,159,95.5,0.0075,21.3,,
1.2975,160,96.7,0.0075,21.3,,
1.3060,161,97.9,0.0075,21.3,,
1.3145,162,99.1,0.0075,21.3,,
1.3220,163,100.4,0.0075,21.3,,
1.3305,164,101.6,0.0085,21.3,,
1.3390,165,103.1,0.0075,21.3,,
1.3470,166,104.6,0.0075,21.3,,
1.3555,167,106.1,0.0075,21.3,,
1.3640,168,107.8,0.0075,21.3,,
1.3715,169,109.4,0.0075,21.3,,
1.3800,170,110.9,0.0085,21.3,,
1.3885,171,112.5,0.0075,21.3,,
1.3970,172,114.3,0.0075,21.3,,
1.4055,173,116.2,0.0075,21.3,,
1.4135,174,118.0,0.0075,21.3,,
1.4210,175,120.1,0.0075,21.3,,
1.4295,176,122.1,0.0085,21.3,,
1.4380,177,124.3,0.0075,21.3,,
1.4465,178,126.8,0.0075,21.3,,
1.4550,179,129.3,0.0075,21.3,,
1.4635,180,131.4,0.0075,21.3,,
1.4715,181,133.5,0.0080,21.3,,
1.4795,182,136.1,0.0080,21.3,,
1.4875,183,138.8,0.0075,21.3,,
1.4960,184,141.5,0.0075,21.3,,
1.5045,185,144.2,0.0075,21.3,,
1.5130,186,147.3,0.0075,21.3,,
1.5215,187,149.7,0.0085,21.3,,
1.5290,188,152.4,0.0075,21.3,,
1.5375,189,155.2,0.0075,21.3,,
1.5455,190,157.9,0.0075,21.3,,
1.5540,191,160.5,0.0075,21.3,,
1.5625,192,163.0,0.0075,21.3,,
1.5710,193,165.1,0.0085,21.3,,
1.5785,194,167.5,0.0075,21.3,,
1.5870,195,169.9,0.0075,21.3,,
1.5955,196,172.0,0.0075,21.3,,
1.6040,197,174.0,0.0075,21.3,,
1.6120,198,175.9,0.0075,21.3,,
1.6205,199,177.5,0.0085,21.3,,
1.6280,200,179.3,0.0075,21.3,,
1.6365,201,180.9,0.0075,21.3,,
1.6450,202,182.5,0.0075,21.3,,
1.6535,203,184.0,0.0075,21.3,,
1.6615,204,185.0,0.0075,21.3,,
1.6615,444,186.7,0.0000,21.3,,
1.6620,445,186.7,0.0005,21.3,,
1.6635,446,186.7,0.0010,21.3,,
1.6660,447,187.0,0.0020,21.3,,
1.6700,448,187.5,0.0030,21.3,,
1.6760,449,188.1,0.0045,21.3,,
1.6840,450,189.2,0.0060,21.3,,
1.6920,451,190.3,0.0065,21.3,,
1.7000,452,191.5,0.0065,21.3,,
1.7085,453,192.6,0.0070,21.3,,
1.7170,454,193.6,0.0065,21.3,,
1.7255,455,194.7,0.0065,21.3,,
1.7340,456,195.7,0.0065,21.3,,
1.7415,457,196.5,0.0060,21.3,,
1.7500,458,197.5,0.0070,21.3,,
1.7585,459,198.4,0.0070,21.3,,
1.7665,460,199.3,0.0060,21.3,,
1.7750,461,200.3,0.0065,21.3,,
1.7835,462,201.1,0.0065,21.3,,
1.7910,463,201.8,0.0060,21.3,,
1.7995,464,202.6,0.0070,21.3,,
1.8080,465,203.3,0.0070,21.3,,
1.8165,466,203.9,0.0065,21.3,,
1.8245,467,204.7,0.0060,21.3,,
1.8330,468,205.4,0.0065,21.3,,
1.8405,469,206.1,0.0060,21.3,,
1.8490,470,206.7,0.0070,21.3,,
1.8575,471,207.3,0.0070,21.3,,
1.8660,472,207.8,0.0065,21.3,,
1.8745,473,208.5,0.0065,21.3,,
1.8830,474,209.1,0.0065,21.3,,
1.8905,475,209.6,0.0060,21.3,,
1.8990,476,210.2,0.0070,21.3,,
1.9070,477,210.8,0.0065,21.3,,
1.9155,478,211.3,0.0065,21.3,,
1.9240,479,211.8,0.0065,21.3,,
1.9325,480,212.4,0.0065,21.3,,
1.9400,481,212.8,0.0060,21.3,,
1.9485,482,213.4,0.0070,21.3,,
1.9570,483,213.9,0.0065,21.3,,
1.9655,484,214.3,0.0065,21.3,,
1.9735,485,214.9,0.0060,21.3,,
1.9820,486,215.3,0.0065,21.3,,
1.9895,487,215.7,0.0060,21.3,,
1.9980,488,216.2,0.0070,21.3,,
2.0065,489,216.7,0.0065,21.3,,
2.0150,490,217.1,0.0065,21.3,,
2.0235,491,217.5,0.0065,21.3,,
2.0315,492,218.0,0.0060,21.3,,
2.0395,493,218.4,0.0065,21.3,,
2.0475,494,218.9,0.0065,21.3,,
2.0560,495,219.3,0.0070,21.3,,
2.0645,496,219.6,0.0065,21.3,,
2.0730,497,220.1,0.0065,21.3,,
2.0815,498,220.5,0.0065,21.3,,
2.0895,499,220.8,0.0065,21.3,,
2.0975,500,221.2,0.0065,21.3,,
2.1055,501,221.6,0.0065,21.3,,
2.1140,502,222.0,0.0065,21.3,,
2.1225,503,222.3,0.0065,21.3,,
2.1310,504,222.7,0.0065,21.3,,
2.1385,505,223.0,0.0060,21.3,,
2.1470,506,223.4,0.0070,21.3,,
2.1555,507,223.7,0.0070,21.3,,
2.1640,508,224.0,0.0065,21.3,,
2.1720,509,224.3,0.0060,21.3,,
2.1805,510,224.6,0.0065,21.3,,
2.1890,511,224.8,0.0070,21.3,,
2.1965,512,225.1,0.0060,21.3,,
2.2050,513,225.5,0.0070,21.3,,
2.2135,514,225.7,0.0065,21.3,,
2.2220,515,226.1,0.0065,21.3,,
2.2300,516,226.4,0.0060,21.3,,
2.2385,517,226.7,0.0065,21.3,,
2.2460,518,226.9,0.0060,21.3,,
2.2545,519,227.3,0.0070,21.3,,
2.2630,520,227.6,0.0065,21.3,,
2.2715,521,227.9,0.0065,21.3,,
2.2800,522,228.1,0.0065,21.3,,
2.2885,523,228.4,0.0065,21.3,,
2.2960,524,228.6,0.0060,21.3,,
2.3045,525,228.9,0.0070,21.3,,
2.3125,526,229.2,0.0060,21.3,,
2.3210,527,229.4,0.0065,21.3,,
2.3295,528,229.7,0.0065,21.3,,
2.3380,529,229.9,0.0070,21.3,,
2.3455,530,230.2,0.0060,21.3,,
2.3540,531,230.5,0.0070,21.3,,
2.3625,532,230.8,0.0065,21.3,,
2.3710,533,231.1,0.0065,21.3,,
2.3790,534,231.4,0.0060,21.3,,
2.3870,535,231.5,0.0065,21.3,,
2.3950,536,231.8,0.0065,21.3,,
2.4035,537,232.0,0.0070,21.3,,
2.4120,538,232.2,0.0065,21.3,,
2.4205,539,232.5,0.0065,21.3,,
2.4290,540,232.8,0.0065,21.3,,
2.4370,541,232.9,0.0065,21.3,,
2.4450,542,233.1,0.0065,21.3,,
2.4530,543,233.3,0.0065,21.3,,
2.4615,544,233.6,0.0065,21.3,,
2.4700,545,233.8,0.0065,21.3,,
2.4775,546,234.0,0.0060,21.3,,
2.4835,547,234.2,0.0045,21.3,,
2.4885,548,234.4,0.0040,21.3,,
2.4915,549,234.5,0.0025,21.3,,
2.4940,550,234.6,0.0020,21.3,,
2.4975,551,234.7,0.0025,21.3,,
2.5015,552,234.8,0.0030,21.3,,
2.5050,553,234.9,0.0025,21.3,,
2.506500,,235.0,,,EP,
2.5080,554,235.1,0.0025,21.3,,
11/24/2025 4:06:09 PMSystemInternal,,,,,,1/1
