Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.4705,60,31.1,0.0075,21.2,,
0.4785,61,32.1,0.0075,21.2,,
0.4865,62,32.8,0.0080,21.2,,
0.4945,63,33.8,0.0080,21.2,,
0.5030,64,34.8,0.0075,21.2,,
0.5115,65,35.8,0.0075,21.2,,
0.5200,66,36.7,0.0075,21.2,,
0.5285,67,37.6,0.0085,21.2,,
0.5360,68,38.5,0.0075,21.2,,
0.5445,69,39.2,0.0085,21.2,,
0.5530,70,40.1,0.0075,21.2,,
0.5610,71,41.1,0.0075,21.2,,
0.5695,72,42.0,0.0075,21.2,,
0.5780,73,42.8,0.0075,21.2,,
0.5855,74,43.6,0.0075,21.2,,
0.5940,75,44.5,0.0085,21.2,,
0.6025,76,45.3,0.0075,21.2,,
0.6110,77,46.2,0.0075,21.2,,
0.6190,78,47.3,0.0075,21.2,,
0.6275,79,48.0,0.0075,21.2,,
0.6350,80,48.7,0.0075,21.2,,
0.6435,81,49.6,0.0085,21.2,,
0.6520,82,50.5,0.0075,21.2,,
0.6605,83,51.4,0.0075,21.2,,
0.6690,84,52.1,0.0075,21.2,,
0.6775,85,53.1,0.0075,21.2,,
0.6850,86,53.8,0.0075,21.2,,
0.6930,87,54.6,0.0080,21.2,,
0.7015,88,55.4,0.0075,21.2,,
0.7100,89,56.2,0.0075,21.2,,
0.7185,90,57.0,0.0075,21.2,,
0.7270,91,57.8,0.0075,21.2,,
0.7345,92,58.7,0.0075,21.2,,
0.7430,93,59.5,0.0085,21.2,,
0.7515,94,60.3,0.0075,21.2,,
0.7595,95,61.2,0.0075,21.2,,
0.7680,96,62.1,0.0075,21.2,,
0.7765,97,62.9,0.0075,21.2,,
0.7850,98,63.8,0.0085,21.2,,
0.7925,99,64.5,0.0075,21.2,,
0.8010,100,65.2,0.0075,21.2,,
0.8095,101,66.1,0.0075,21.2,,
0.8175,102,66.9,0.0075,21.2,,
0.8260,103,67.7,0.0075,21.2,,
0.8345,104,68.6,0.0085,21.2,,
0.8420,105,69.4,0.0075,21.2,,
0.8505,106,70.3,0.0075,21.2,,
0.8590,107,71.3,0.0075,21.2,,
0.8675,108,72.1,0.0075,21.2,,
0.8760,109,72.9,0.0075,21.2,,
0.8840,110,73.8,0.0080,21.2,,
0.8920,111,74.6,0.0080,21.2,,
0.9000,112,75.5,0.0075,21.2,,
0.9085,113,76.4,0.0075,21.2,,
0.9170,114,77.3,0.0075,21.2,,
0.9255,115,78.3,0.0075,21.2,,
0.9340,116,79.2,0.0085,21.2,,
0.9415,117,80.2,0.0075,21.2,,
0.9500,118,81.1,0.0075,21.2,,
0.9585,119,82.2,0.0075,21.2,,
0.9665,120,83.3,0.0075,21.2,,
0.9750,121,84.2,0.0075,21.2,,
0.9825,122,85.1,0.0075,21.2,,
0.9910,123,86.0,0.0085,21.2,,
0.9995,124,87.2,0.0075,21.2,,
1.0080,125,88.3,0.0075,21.2,,
1.0165,126,89.5,0.0075,21.2,,
1.0250,127,90.7,0.0075,21.2,,
1.0325,128,91.6,0.0075,21.2,,
1.0410,129,92.8,0.0085,21.2,,
1.0490,130,93.9,0.0075,21.2,,
1.0575,131,95.1,0.0075,21.2,,
1.0660,132,96.2,0.0075,21.2,,
1.0745,133,97.7,0.0075,21.2,,
1.0830,134,99.0,0.0085,21.2,,
1.0905,135,100.2,0.0075,21.2,,
1.0990,136,101.4,0.0075,21.2,,
1.1070,137,103.0,0.0075,21.2,,
1.1155,138,104.5,0.0075,21.2,,
1.1240,139,106.1,0.0075,21.2,,
1.1325,140,107.7,0.0075,21.2,,
1.1400,141,109.0,0.0075,21.2,,
1.1485,142,110.6,0.0085,21.2,,
1.1570,143,112.4,0.0075,21.2,,
1.1650,144,114.1,0.0075,21.2,,
1.1735,145,116.1,0.0075,21.2,,
1.1820,146,118.1,0.0075,21.2,,
1.1895,147,120.1,0.0075,21.2,,
1.1980,148,121.8,0.0085,21.2,,
1.2065,149,123.8,0.0075,21.2,,
1.2150,150,126.0,0.0075,21.2,,
1.2230,151,128.4,0.0075,21.2,,
1.2315,152,130.7,0.0075,21.2,,
1.2390,153,133.0,0.0075,21.2,,
1.2475,154,135.5,0.0085,21.2,,
1.2560,155,138.1,0.0075,21.2,,
1.2645,156,140.5,0.0075,21.2,,
1.2730,157,143.2,0.0075,21.2,,
1.2815,158,145.9,0.0075,21.2,,
1.2890,159,148.4,0.0075,21.2,,
1.2975,160,151.1,0.0085,21.2,,
1.3055,161,153.6,0.0075,21.2,,
1.3140,162,156.2,0.0075,21.2,,
1.3225,163,158.9,0.0075,21.2,,
1.3310,164,161.2,0.0075,21.2,,
1.3385,165,163.2,0.0075,21.2,,
1.3470,166,165.6,0.0085,21.2,,
1.3555,167,168.0,0.0075,21.2,,
1.3635,168,170.0,0.0075,21.2,,
1.3720,169,172.0,0.0075,21.2,,
1.3805,170,174.0,0.0075,21.2,,
1.3880,171,175.7,0.0075,21.2,,
1.3965,172,177.4,0.0085,21.2,,
1.4050,173,179.1,0.0075,21.2,,
1.4135,174,180.6,0.0075,21.2,,
1.4220,175,182.2,0.0075,21.2,,
1.4300,176,183.8,0.0075,21.2,,
1.4395,177,185.0,0.0080,21.2,,
1.4395,417,187.2,0.0000,21.3,,
1.4400,418,187.2,0.0005,21.3,,
1.4415,419,187.1,0.0010,21.3,,
1.4445,420,187.4,0.0020,21.3,,
1.4480,422,187.8,0.0025,21.3,,
1.4540,422,188.3,0.0120,21.3,,
1.4625,424,189.2,0.0055,21.3,,
1.4700,424,190.3,0.0185,21.3,,
1.4785,425,191.3,0.0060,21.3,,
1.4870,426,192.5,0.0060,21.3,,
1.4955,428,193.5,0.0055,21.3,,
1.5035,428,194.6,0.0160,21.3,,
1.5120,430,195.7,0.0055,21.3,,
1.5195,430,196.4,0.0185,21.3,,
1.5280,431,197.2,0.0060,21.3,,
1.5365,432,198.2,0.0060,21.3,,
1.5450,434,199.1,0.0055,21.3,,
1.5535,434,199.9,0.0170,21.3,,
1.5620,436,200.7,0.0055,21.3,,
1.5695,436,201.5,0.0185,21.3,,
1.5775,437,202.2,0.0055,21.3,,
1.5860,438,202.9,0.0060,21.3,,
1.5945,440,203.6,0.0055,21.3,,
1.6030,440,204.4,0.0170,21.3,,
1.6115,442,205.0,0.0055,21.3,,
1.6190,442,205.7,0.0185,21.3,,
1.6275,443,206.2,0.0060,21.3,,
1.6360,444,206.9,0.0055,21.3,,
1.6445,446,207.6,0.0055,21.3,,
1.6525,446,208.2,0.0160,21.3,,
1.6610,447,208.7,0.0060,21.3,,
1.6685,448,209.3,0.0055,21.3,,
1.6770,449,209.8,0.0060,21.3,,
1.6855,450,210.4,0.0055,21.3,,
1.6940,452,210.9,0.0055,21.3,,
1.7025,452,211.5,0.0170,21.3,,
1.7105,454,212.1,0.0055,21.3,,
1.7185,454,212.4,0.0200,21.3,,
1.7265,455,213.0,0.0055,21.3,,
1.7350,456,213.5,0.0060,21.3,,
1.7435,458,214.0,0.0055,21.3,,
1.7520,458,214.5,0.0170,21.3,,
1.7605,460,215.0,0.0055,21.3,,
1.7680,460,215.5,0.0185,21.3,,
1.7765,461,216.0,0.0060,21.3,,
1.7845,462,216.4,0.0055,21.3,,
1.7930,464,216.8,0.0055,21.3,,
1.8015,464,217.3,0.0170,21.3,,
1.8100,466,217.6,0.0055,21.3,,
1.8175,466,218.1,0.0185,21.3,,
1.8260,467,218.5,0.0060,21.3,,
1.8345,468,218.9,0.0060,21.3,,
1.8430,470,219.4,0.0055,21.3,,
1.8510,470,219.6,0.0160,21.3,,
1.8595,472,220.0,0.0055,21.3,,
1.8670,472,220.4,0.0185,21.3,,
1.8755,473,220.7,0.0060,21.3,,
1.8840,474,221.0,0.0060,21.3,,
1.8925,476,221.5,0.0055,21.3,,
1.9010,476,221.7,0.0170,21.3,,
1.9090,478,222.1,0.0055,21.3,,
1.9170,478,222.5,0.0200,21.3,,
1.9250,479,222.8,0.0055,21.3,,
1.9335,480,223.1,0.0060,21.3,,
1.9420,482,223.5,0.0055,21.3,,
1.9505,482,223.8,0.0170,21.3,,
1.9590,484,224.1,0.0055,21.3,,
1.9675,484,224.5,0.0210,21.3,,
1.9750,485,224.7,0.0055,21.3,,
1.9835,486,225.1,0.0060,21.3,,
1.9915,488,225.4,0.0055,21.3,,
2.0000,488,225.7,0.0170,21.3,,
2.0085,490,226.0,0.0055,21.3,,
2.0160,490,226.3,0.0185,21.3,,
2.0245,491,226.5,0.0060,21.3,,
2.0330,492,226.9,0.0060,21.3,,
2.0415,494,227.1,0.0055,21.3,,
2.0500,494,227.5,0.0170,21.3,,
2.0580,496,227.7,0.0055,21.3,,
2.0655,496,227.9,0.0185,21.3,,
2.0740,497,228.3,0.0060,21.3,,
2.0825,498,228.6,0.0055,21.3,,
2.0910,500,228.9,0.0055,21.3,,
2.0995,500,229.2,0.0170,21.3,,
2.1080,502,229.5,0.0055,21.3,,
2.1155,502,229.6,0.0185,21.3,,
2.1240,503,229.9,0.0060,21.3,,
2.1320,504,230.1,0.0055,21.3,,
2.1405,506,230.3,0.0055,21.3,,
2.1490,506,230.7,0.0170,21.3,,
2.1575,508,230.9,0.0055,21.3,,
2.1650,508,231.1,0.0185,21.3,,
2.1735,509,231.4,0.0060,21.3,,
2.1820,510,231.6,0.0060,21.3,,
2.1905,512,231.8,0.0055,21.3,,
2.1985,512,232.1,0.0160,21.3,,
2.2070,513,232.2,0.0060,21.3,,
2.2145,514,232.5,0.0055,21.3,,
2.2230,515,232.8,0.0060,21.3,,
2.2315,516,233.0,0.0055,21.3,,
2.2400,518,233.2,0.0055,21.3,,
2.2485,518,233.5,0.0170,21.3,,
2.2570,519,233.6,0.0060,21.3,,
2.2645,520,233.8,0.0050,21.3,,
2.2720,521,234.1,0.0055,21.3,,
2.2780,522,234.3,0.0040,21.3,,
2.2810,524,234.4,0.0020,21.3,,
2.2815,524,234.5,0.0010,21.3,,
2.2825,526,234.5,0.0005,21.3,,
2.2830,526,234.7,0.0010,21.3,,
2.2845,527,234.6,0.0010,21.3,,
2.2860,528,234.7,0.0010,21.3,,
2.2880,530,234.7,0.0015,21.3,,
2.2910,530,234.7,0.0060,21.3,,
2.2950,532,234.8,0.0025,21.3,,
2.2980,532,235.0,0.0075,21.3,,
2.2980,,235.0,,,EP,
SystemInternal11/24/2025 4:05:36 PM,,,,,,1/1
