Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-55.4,NaN,21.3,,
0.0010,1,-55.5,0.0010,21.3,,
0.0025,2,-55.5,0.0015,21.3,,
0.0050,3,-55.3,0.0025,21.3,,
0.0090,4,-55.1,0.0035,21.3,,
0.0150,5,-54.6,0.0055,21.3,,
0.0235,6,-53.8,0.0075,21.3,,
0.0320,7,-52.6,0.0075,21.3,,
0.0405,8,-51.2,0.0075,21.3,,
0.0485,9,-49.7,0.0075,21.3,,
0.0565,10,-48.1,0.0075,21.3,,
0.0645,11,-46.4,0.0075,21.3,,
0.0730,12,-44.4,0.0075,21.3,,
0.0815,13,-42.4,0.0075,21.3,,
0.0900,14,-40.3,0.0075,21.3,,
0.0985,15,-38.1,0.0075,21.3,,
0.1060,16,-36.0,0.0070,21.3,,
0.1145,17,-33.4,0.0075,21.3,,
0.1230,18,-30.8,0.0075,21.3,,
0.1310,19,-28.2,0.0075,21.3,,
0.1395,20,-25.4,0.0075,21.3,,
0.1480,21,-22.6,0.0075,21.3,,
0.1555,22,-20.3,0.0070,21.3,,
0.1640,23,-17.6,0.0075,21.3,,
0.1725,24,-15.0,0.0075,21.3,,
0.1810,25,-12.6,0.0075,21.3,,
0.1890,26,-10.5,0.0075,21.3,,
0.1975,27,-8.6,0.0075,21.3,,
0.2050,28,-6.8,0.0070,21.3,,
0.2135,29,-4.9,0.0075,21.3,,
0.2220,30,-3.2,0.0075,21.3,,
0.2305,31,-1.8,0.0075,21.3,,
0.2390,32,-0.4,0.0075,21.3,,
0.2475,33,1.0,0.0075,21.3,,
0.2550,34,2.1,0.0070,21.3,,
0.2635,35,3.5,0.0075,21.3,,
0.2715,36,4.7,0.0075,21.3,,
0.2800,37,6.0,0.0075,21.3,,
0.2885,38,7.1,0.0075,21.3,,
0.2970,39,8.1,0.0075,21.3,,
0.3045,40,9.1,0.0070,21.3,,
0.3130,41,10.1,0.0075,21.3,,
0.3215,42,11.1,0.0075,21.3,,
0.3300,43,12.1,0.0075,21.3,,
0.3380,44,13.0,0.0075,21.3,,
0.3465,45,13.9,0.0075,21.3,,
0.3540,46,14.7,0.0070,21.3,,
0.3625,47,15.6,0.0075,21.3,,
0.3710,48,16.4,0.0075,21.3,,
0.3795,49,17.3,0.0075,21.3,,
0.3880,50,18.1,0.0075,21.3,,
0.3965,51,18.9,0.0075,21.3,,
0.4040,52,19.7,0.0070,21.3,,
0.4120,53,20.4,0.0075,21.3,,
0.4205,54,21.2,0.0075,21.3,,
0.4290,55,21.9,0.0075,21.3,,
0.4375,56,22.7,0.0075,21.3,,
0.4460,57,23.4,0.0075,21.3,,
0.4535,58,24.1,0.0070,21.3,,
0.4620,59,24.8,0.0075,21.3,,
0.4700,60,25.5,0.0075,21.3,,
0.4785,61,26.2,0.0075,21.3,,
0.4870,62,26.9,0.0075,21.3,,
0.4955,63,27.7,0.0075,21.3,,
0.5040,64,28.3,0.0070,21.3,,
0.5115,65,29.0,0.0070,21.3,,
0.5200,66,29.7,0.0075,21.3,,
0.5285,67,30.4,0.0075,21.3,,
0.5365,68,31.1,0.0075,21.3,,
0.5450,69,31.8,0.0075,21.3,,
0.5535,70,32.6,0.0075,21.3,,
0.5610,71,33.2,0.0070,21.3,,
0.5695,72,33.8,0.0075,21.3,,
0.5780,73,34.4,0.0075,21.3,,
0.5865,74,35.1,0.0075,21.3,,
0.5945,75,35.8,0.0075,21.3,,
0.6030,76,36.4,0.0075,21.3,,
0.6105,77,37.0,0.0070,21.3,,
0.6190,78,37.7,0.0075,21.3,,
0.6275,79,38.4,0.0075,21.3,,
0.6360,80,39.1,0.0075,21.3,,
0.6445,81,39.7,0.0075,21.3,,
0.6525,82,40.4,0.0075,21.3,,
0.6605,83,40.9,0.0075,21.3,,
0.6685,84,41.6,0.0075,21.3,,
0.6770,85,42.2,0.0075,21.3,,
0.6855,86,42.8,0.0075,21.3,,
0.6940,87,43.4,0.0075,21.3,,
0.7025,88,44.0,0.0075,21.3,,
0.7110,89,44.5,0.0075,21.3,,
0.7185,90,45.3,0.0070,21.3,,
0.7270,91,45.9,0.0075,21.3,,
0.7350,92,46.6,0.0075,21.3,,
0.7435,93,47.3,0.0075,21.3,,
0.7520,94,47.8,0.0075,21.3,,
0.7595,95,48.4,0.0070,21.3,,
0.7680,96,49.0,0.0075,21.3,,
0.7765,97,49.7,0.0075,21.3,,
0.7850,98,50.3,0.0075,21.3,,
0.7930,99,50.8,0.0075,21.3,,
0.8015,100,51.6,0.0075,21.3,,
0.8090,101,52.1,0.0070,21.3,,
0.8175,102,52.8,0.0075,21.3,,
0.8260,103,53.5,0.0075,21.3,,
0.8345,104,54.1,0.0075,21.3,,
0.8430,105,54.8,0.0075,21.3,,
0.8515,106,55.5,0.0075,21.3,,
0.8590,107,56.0,0.0070,21.3,,
0.8675,108,56.7,0.0075,21.3,,
0.8755,109,57.3,0.0075,21.3,,
0.8840,110,57.9,0.0075,21.3,,
0.8925,111,58.5,0.0075,21.3,,
0.9010,112,59.1,0.0075,21.3,,
0.9085,113,59.7,0.0070,21.3,,
0.9170,114,60.4,0.0075,21.3,,
0.9255,115,61.1,0.0075,21.3,,
0.9340,116,61.7,0.0075,21.4,,
0.9420,117,62.4,0.0075,21.3,,
0.9505,118,63.1,0.0075,21.3,,
