Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
0.0000,0,-95.0,NaN,21.2,,
0.0010,1,-95.1,0.0010,21.2,,
0.0025,2,-95.1,0.0015,21.2,,
0.0050,3,-95.1,0.0025,21.2,,
0.0090,4,-95.0,0.0035,21.2,,
0.0150,5,-94.7,0.0055,21.2,,
0.0235,6,-94.3,0.0075,21.2,,
0.0320,7,-93.6,0.0075,21.2,,
0.0405,8,-93.0,0.0075,21.2,,
0.0490,9,-92.4,0.0070,21.2,,
0.0565,10,-91.7,0.0070,21.2,,
0.0650,11,-91.0,0.0075,21.2,,
0.0730,12,-90.3,0.0075,21.2,,
0.0815,13,-89.6,0.0075,21.2,,
0.0900,14,-88.8,0.0075,21.2,,
0.0985,15,-88.0,0.0070,21.2,,
0.1060,16,-87.3,0.0070,21.2,,
0.1145,17,-86.6,0.0075,21.2,,
0.1230,18,-85.7,0.0075,21.2,,
0.1315,19,-84.9,0.0075,21.2,,
0.1395,20,-84.0,0.0075,21.2,,
0.1480,21,-83.1,0.0075,21.2,,
0.1555,22,-82.3,0.0070,21.2,,
0.1640,23,-81.4,0.0075,21.3,,
0.1725,24,-80.4,0.0075,21.3,,
0.1810,25,-79.4,0.0075,21.3,,
0.1895,26,-78.5,0.0075,21.2,,
0.1975,27,-77.4,0.0065,21.2,,
0.2055,28,-76.5,0.0075,21.2,,
0.2135,29,-75.3,0.0075,21.3,,
0.2220,30,-74.2,0.0075,21.2,,
0.2305,31,-73.1,0.0075,21.2,,
0.2390,32,-71.9,0.0075,21.3,,
0.2475,33,-70.8,0.0075,21.3,,
0.2550,34,-69.7,0.0070,21.3,,
0.2635,35,-68.5,0.0075,21.3,,
0.2720,36,-67.1,0.0075,21.3,,
0.2800,37,-65.8,0.0075,21.3,,
0.2885,38,-64.3,0.0075,21.3,,
0.2970,39,-62.7,0.0070,21.3,,
0.3045,40,-61.5,0.0070,21.3,,
0.3130,41,-59.9,0.0075,21.3,,
0.3215,42,-58.2,0.0075,21.3,,
0.3300,43,-56.4,0.0075,21.3,,
0.3385,44,-54.4,0.0075,21.3,,
0.3465,45,-52.5,0.0075,21.3,,
0.3545,46,-50.7,0.0075,21.3,,
0.3625,47,-48.5,0.0075,21.3,,
0.3710,48,-46.0,0.0075,21.3,,
0.3795,49,-43.7,0.0075,21.3,,
0.3880,50,-41.2,0.0075,21.3,,
0.3965,51,-38.4,0.0075,21.3,,
0.4040,52,-35.7,0.0070,21.3,,
0.4125,53,-32.6,0.0075,21.3,,
0.4205,54,-29.2,0.0075,21.3,,
0.4290,55,-25.6,0.0075,21.3,,
0.4375,56,-21.9,0.0075,21.3,,
0.4460,57,-18.2,0.0070,21.3,,
0.4535,58,-15.0,0.0070,21.3,,
0.4620,59,-11.5,0.0075,21.3,,
0.4705,60,-8.2,0.0075,21.3,,
0.4790,61,-5.3,0.0075,21.3,,
0.4870,62,-2.7,0.0075,21.3,,
0.4955,63,-0.4,0.0070,21.3,,
0.5030,64,1.5,0.0070,21.3,,
0.5115,65,3.6,0.0075,21.3,,
0.5200,66,5.4,0.0075,21.3,,
0.5285,67,7.1,0.0075,21.3,,
0.5370,68,8.6,0.0075,21.3,,
0.5455,69,10.3,0.0070,21.3,,
0.5530,70,11.7,0.0070,21.3,,
0.5610,71,13.1,0.0075,21.3,,
0.5695,72,14.6,0.0075,21.3,,
0.5780,73,15.9,0.0075,21.3,,
0.5865,74,17.2,0.0075,21.3,,
0.5950,75,18.4,0.0075,21.3,,
0.6025,76,19.4,0.0070,21.3,,
0.6110,77,20.6,0.0075,21.3,,
0.6195,78,21.7,0.0075,21.3,,
0.6275,79,22.8,0.0075,21.3,,
0.6360,80,24.0,0.0075,21.3,,
0.6445,81,25.1,0.0075,21.3,,
0.6520,82,26.0,0.0070,21.3,,
0.6605,83,27.1,0.0075,21.3,,
0.6690,84,28.1,0.0075,21.3,,
0.6775,85,29.1,0.0075,21.3,,
0.6855,86,30.2,0.0075,21.3,,
0.6940,87,31.2,0.0075,21.3,,
0.7025,88,32.2,0.0075,21.3,,
0.7100,89,33.0,0.0070,21.3,,
0.7185,90,34.0,0.0075,21.3,,
0.7270,91,34.9,0.0075,21.3,,
0.7355,92,35.8,0.0075,21.3,,
0.7440,93,36.7,0.0075,21.3,,
0.7520,94,37.5,0.0075,21.3,,
0.7595,95,38.4,0.0070,21.3,,
0.7680,96,39.3,0.0075,21.3,,
0.7765,97,40.2,0.0075,21.3,,
0.7850,98,41.1,0.0075,21.3,,
0.7935,99,42.0,0.0075,21.3,,
0.8020,100,42.8,0.0075,21.3,,
0.8095,101,43.7,0.0070,21.3,,
0.8180,102,44.5,0.0075,21.3,,
0.8260,103,45.4,0.0075,21.3,,
0.8345,104,46.2,0.0075,21.3,,
0.8430,105,47.1,0.0075,21.3,,
0.8515,106,47.8,0.0075,21.3,,
0.8590,107,48.7,0.0070,21.3,,
0.8675,108,49.5,0.0075,21.3,,
0.8760,109,50.4,0.0075,21.3,,
0.8845,110,51.3,0.0075,21.3,,
0.8925,111,52.0,0.0075,21.3,,
0.9010,112,52.8,0.0075,21.3,,
0.9085,113,53.6,0.0070,21.3,,
0.9170,114,54.4,0.0075,21.3,,
0.9255,115,55.2,0.0075,21.3,,
0.9340,116,55.8,0.0075,21.3,,
0.9425,117,56.5,0.0075,21.3,,
0.9500,118,57.4,0.0070,21.3,,
0.9585,119,58.2,0.0075,21.3,,
0.9670,120,59.0,0.0075,21.3,,
0.9750,121,59.9,0.0075,21.3,,
0.9835,122,60.7,0.0075,21.3,,
0.9920,123,61.7,0.0075,21.3,,
1.0005,124,62.4,0.0075,21.3,,
1.0080,125,63.3,0.0070,21.3,,
1.0165,126,64.1,0.0075,21.3,,
1.0250,127,64.9,0.0075,21.3,,
1.0330,128,65.8,0.0075,21.3,,
1.0415,129,66.6,0.0075,21.3,,
1.0500,130,67.4,0.0070,21.3,,
1.0575,131,68.0,0.0070,21.3,,
1.0660,132,68.9,0.0075,21.3,,
1.0745,133,69.6,0.0075,21.3,,
1.0830,134,70.4,0.0075,21.3,,
1.0910,135,71.1,0.0075,21.3,,
1.0995,136,71.8,0.0070,21.3,,
1.1070,137,72.5,0.0070,21.3,,
1.1155,138,73.4,0.0075,21.3,,
1.1240,139,74.3,0.0075,21.3,,
1.1325,140,75.1,0.0075,21.3,,
1.1410,141,76.1,0.0075,21.3,,
1.1495,142,77.1,0.0070,21.3,,
1.1570,143,77.8,0.0070,21.3,,
1.1655,144,78.7,0.0075,21.3,,
1.1735,145,79.5,0.0075,21.3,,
1.1820,146,80.4,0.0075,21.3,,
1.1905,147,81.2,0.0075,21.3,,
1.1990,148,82.1,0.0070,21.3,,
1.2065,149,83.1,0.0070,21.3,,
1.2150,150,84.1,0.0075,21.3,,
1.2235,151,85.1,0.0075,21.3,,
1.2315,152,86.0,0.0075,21.3,,
1.2400,153,87.1,0.0075,21.3,,
1.2485,154,88.1,0.0075,21.3,,
1.2560,155,89.2,0.0070,21.3,,
1.2645,156,90.1,0.0075,21.3,,
1.2730,157,91.1,0.0075,21.3,,
1.2815,158,92.2,0.0075,21.3,,
1.2900,159,93.3,0.0075,21.3,,
1.2980,160,94.2,0.0075,21.3,,
1.3055,161,95.4,0.0070,21.3,,
1.3140,162,96.6,0.0075,21.3,,
1.3225,163,97.6,0.0075,21.3,,
1.3310,164,98.9,0.0075,21.3,,
1.3395,165,100.2,0.0075,21.3,,
1.3480,166,101.6,0.0075,21.3,,
1.3555,167,103.0,0.0070,21.3,,
1.3640,168,104.1,0.0075,21.3,,
1.3725,169,105.5,0.0075,21.3,,
1.3805,170,106.9,0.0075,21.3,,
1.3890,171,108.4,0.0075,21.3,,
1.3975,172,109.9,0.0075,21.3,,
1.4050,173,111.5,0.0070,21.3,,
1.4135,174,113.2,0.0075,21.3,,
1.4220,175,114.8,0.0075,21.3,,
1.4305,176,116.5,0.0075,21.3,,
1.4385,177,118.4,0.0075,21.3,,
1.4470,178,120.3,0.0075,21.3,,
1.4545,179,122.0,0.0070,21.3,,
1.4630,180,124.2,0.0075,21.3,,
1.4715,181,126.2,0.0075,21.3,,
1.4800,182,128.4,0.0075,21.3,,
1.4885,183,130.6,0.0075,21.3,,
1.4965,184,132.8,0.0065,21.3,,
1.5050,185,135.3,0.0070,21.3,,
1.5125,186,137.7,0.0070,21.3,,
1.5210,187,140.1,0.0075,21.3,,
1.5295,188,142.7,0.0075,21.3,,
1.5380,189,145.2,0.0075,21.3,,
1.5465,190,148.0,0.0075,21.3,,
1.5545,191,150.5,0.0065,21.3,,
1.5625,192,152.8,0.0075,21.3,,
1.5705,193,155.5,0.0075,21.3,,
1.5790,194,158.2,0.0075,21.3,,
1.5875,195,160.7,0.0075,21.3,,
1.5960,196,162.9,0.0075,21.3,,
1.6045,197,165.3,0.0070,21.3,,
1.6120,198,167.3,0.0070,21.3,,
1.6205,199,169.5,0.0075,21.3,,
1.6290,200,171.6,0.0075,21.3,,
1.6370,201,173.6,0.0075,21.3,,
1.6455,202,175.5,0.0075,21.3,,
1.6540,203,177.2,0.0070,21.3,,
1.6615,204,178.8,0.0070,21.3,,
1.6700,205,180.5,0.0075,21.3,,
1.6785,206,182.0,0.0075,21.3,,
1.6870,207,183.4,0.0075,21.3,,
1.6950,208,185.0,0.0075,21.3,,
1.6980,208,185.1,0.0075,21.3,,
1.6980,448,186.8,0.0000,21.4,,
1.6985,450,186.8,0.0005,21.4,,
1.7000,450,186.9,0.0030,21.4,,
1.7025,452,187.1,0.0015,21.4,,
1.7065,453,187.5,0.0065,21.4,,
1.7125,454,188.2,0.0100,21.4,,
1.7205,455,189.3,0.0135,21.4,,
1.7285,456,190.3,0.0160,21.4,,
1.7365,456,191.5,0.0160,21.4,,
1.7450,458,192.6,0.0055,21.4,,
1.7535,459,193.6,0.0140,21.4,,
1.7620,460,194.7,0.0140,21.4,,
1.7705,461,195.7,0.0140,21.4,,
1.7780,462,196.6,0.0150,21.4,,
1.7865,462,197.5,0.0170,21.4,,
1.7945,464,198.3,0.0055,21.4,,
1.8030,465,199.2,0.0140,21.4,,
1.8115,466,200.1,0.0140,21.4,,
1.8200,467,200.9,0.0140,21.4,,
1.8275,468,201.6,0.0150,21.4,,
1.8360,468,202.4,0.0170,21.4,,
1.8445,470,203.1,0.0055,21.4,,
1.8530,471,203.8,0.0140,21.4,,
1.8610,472,204.5,0.0135,21.4,,
1.8695,473,205.3,0.0140,21.4,,
1.8780,474,205.9,0.0170,21.4,,
1.8855,474,206.5,0.0150,21.4,,
1.8940,476,207.2,0.0055,21.4,,
1.9025,477,207.8,0.0140,21.4,,
1.9110,478,208.4,0.0140,21.4,,
1.9190,479,209.0,0.0135,21.4,,
1.9275,480,209.6,0.0140,21.4,,
1.9350,480,210.1,0.0150,21.4,,
1.9435,482,210.5,0.0055,21.4,,
1.9520,483,211.2,0.0140,21.4,,
1.9605,484,211.8,0.0140,21.4,,
1.9690,485,212.3,0.0140,21.4,,
1.9775,486,212.9,0.0140,21.4,,
1.9850,486,213.3,0.0150,21.4,,
1.9930,488,213.8,0.0055,21.4,,
2.0015,489,214.3,0.0140,21.4,,
2.0100,490,214.8,0.0140,21.4,,
2.0185,491,215.3,0.0140,21.4,,
2.0270,492,215.8,0.0140,21.4,,
2.0345,492,216.2,0.0150,21.4,,
2.0430,494,216.6,0.0055,21.4,,
2.0515,494,217.0,0.0170,21.4,,
2.0595,496,217.4,0.0050,21.4,,
2.0680,497,217.8,0.0140,21.4,,
2.0765,498,218.3,0.0140,21.4,,
2.0840,498,218.7,0.0150,21.4,,
2.0925,500,219.1,0.0055,21.4,,
2.1010,501,219.6,0.0140,21.4,,
2.1095,502,220.0,0.0140,21.4,,
2.1180,503,220.4,0.0140,21.4,,
2.1260,504,220.7,0.0160,21.4,,
2.1340,504,221.1,0.0160,21.4,,
2.1420,506,221.5,0.0055,21.4,,
2.1505,507,221.8,0.0140,21.4,,
2.1590,508,222.0,0.0140,21.4,,
2.1675,509,222.4,0.0140,21.4,,
2.1760,510,222.8,0.0170,21.4,,
2.1835,510,223.1,0.0150,21.4,,
2.1920,512,223.5,0.0055,21.4,,
2.2005,513,223.9,0.0140,21.4,,
2.2085,514,224.2,0.0135,21.4,,
2.2170,515,224.5,0.0140,21.4,,
2.2255,516,224.8,0.0170,21.4,,
2.2330,516,225.1,0.0150,21.4,,
2.2415,518,225.3,0.0055,21.4,,
2.2500,519,225.7,0.0140,21.4,,
