Table of Measured Values,,,,,,
Task,T659,,,,,
1.9505,482,215.8,20.8,0.0085,,
1.959,483,216.1,20.8,0.0075,,
1.9675,484,216.6,20.8,0.0075,,
1.976,485,217,20.8,0.0075,,
1.9835,486,217.4,20.8,0.0075,,
1.992,487,217.9,20.8,0.0085,,
2.0005,488,218.5,20.8,0.0085,,
2.009,489,218.8,20.8,0.0075,,
2.017,490,219,20.8,0.0075,,
2.0255,491,219.4,20.8,0.0075,,
2.033,492,219.7,20.8,0.0075,,
2.0415,493,220.1,20.8,0.0085,,
2.05,494,220.4,20.8,0.0075,,
2.0585,495,220.7,20.8,0.0075,,
2.067,496,221.1,20.8,0.0075,,
2.0755,497,221.4,20.8,0.0075,,
2.083,498,221.9,20.8,0.0075,,
2.0915,499,222.3,20.8,0.0085,,
2.1,500,222.6,20.8,0.0085,,
2.108,501,222.9,20.8,0.0075,,
2.1165,502,223.1,20.8,0.0075,,
2.125,503,223.4,20.8,0.0075,,
2.1325,504,223.8,20.8,0.0075,,
2.141,505,224,20.8,0.0085,,
2.1495,506,224.1,20.8,0.0085,,
2.158,507,224.6,20.8,0.0075,,
2.1665,508,225.1,20.8,0.0075,,
2.175,509,225.4,20.8,0.0075,,
2.1825,510,225.5,20.8,0.0075,,
2.191,511,225.8,20.8,0.0085,,
2.199,512,226.1,20.8,0.008,,
2.2075,513,226.3,20.8,0.0075,,
2.216,514,226.5,20.8,0.0075,,
2.2245,515,226.8,20.8,0.0075,,
2.233,516,227,20.8,0.0085,,
2.2405,517,227.4,20.8,0.0075,,
2.249,518,227.8,20.8,0.0085,,
2.2575,519,228.1,20.8,0.0075,,
2.2655,520,228.4,20.8,0.0075,,
2.274,521,228.5,20.8,0.0075,,
2.2825,522,228.6,20.8,0.0085,,
2.29,523,228.9,20.8,0.0075,,
2.2985,524,229.2,20.8,0.0085,,
2.307,525,229.4,20.8,0.0075,,
2.3155,526,229.6,20.8,0.0075,,
2.324,527,229.8,20.8,0.0075,,
2.3325,528,230,20.8,0.0085,,
2.34,529,230.4,20.8,0.0075,,
2.3485,530,230.8,20.8,0.0085,,
2.3565,531,231.1,20.8,0.0075,,
2.365,532,231.3,20.8,0.0075,,
2.3735,533,231.4,20.8,0.0075,,
2.382,534,231.6,20.8,0.0085,,
2.3895,535,231.8,20.8,0.0075,,
2.398,536,232,20.8,0.0085,,
2.4065,537,232.2,20.8,0.0075,,
2.415,538,232.4,20.8,0.0075,,
2.4235,539,232.5,20.8,0.0075,,
2.4315,540,233,20.8,0.0075,,
2.4395,541,233.3,20.8,0.008,,
2.4475,542,233.5,20.8,0.008,,
2.456,543,233.7,20.8,0.0075,,
2.4645,544,233.9,20.8,0.0075,,
2.473,545,234,20.8,0.0075,,
2.4805,546,234.2,20.8,0.0075,,
2.4875,547,234.3,20.8,0.007,,
2.4955,548,234.5,20.8,0.008,,
2.4995,549,234.8,20.8,0.0035,,
2.5005,550,234.8,20.8,0.001,,
2.501,551,234.8,20.8,0.0005,,
2.5025,552,234.8,20.8,0.0015,,
2.5045,553,234.9,20.8,0.002,,
2.508,554,234.9,20.8,0.0035,,
2.5115,555,235,20.8,0.004,,
Scope 1/1, Sample 6/20 (BK1-11-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-53.5,20.6,NaN,,
0.001,1,-53.5,20.6,0.001,,
0.0025,2,-53.5,20.6,0.0015,,
0.005,3,-53.5,20.6,0.002,,
0.009,4,-53.5,20.6,0.0035,,
0.015,5,-53.4,20.6,0.0055,,
0.0235,6,-53.3,20.6,0.0075,,
0.032,7,-53.1,20.6,0.0075,,
0.0405,8,-52.7,20.6,0.0075,,
0.049,9,-52.1,20.6,0.0075,,
0.0565,10,-51.6,20.6,0.007,,
0.065,11,-50.8,20.6,0.0075,,
0.073,12,-50,20.6,0.0075,,
0.0815,13,-49.1,20.6,0.0075,,
0.09,14,-48.1,20.6,0.0075,,
0.0985,15,-47,20.6,0.0075,,
0.107,16,-45.8,20.6,0.0075,,
0.1145,17,-44.6,20.6,0.007,,
0.123,18,-43.3,20.6,0.0075,,
0.1315,19,-41.9,20.6,0.0075,,
0.14,20,-40.4,20.6,0.0075,,
0.148,21,-38.9,20.6,0.0075,,
0.1565,22,-37.6,20.6,0.0075,,
0.164,23,-36,20.6,0.007,,
0.1725,24,-34.5,20.6,0.0075,,
0.181,25,-33.1,20.6,0.0075,,
0.1895,26,-31.7,20.6,0.0075,,
0.198,27,-30.1,20.6,0.0075,,
0.2055,28,-28.9,20.6,0.007,,
0.214,29,-27.6,20.6,0.0075,,
0.2225,30,-26.3,20.6,0.0075,,
0.231,31,-25,20.6,0.0075,,
0.239,32,-23.8,20.6,0.0075,,
0.2475,33,-22.5,20.6,0.0075,,
0.2555,34,-21.5,20.6,0.0075,,
0.2635,35,-20.5,20.6,0.0075,,
0.272,36,-19.4,20.6,0.0075,,
0.2805,37,-18.3,20.6,0.0075,,
0.289,38,-17.2,20.6,0.0075,,
0.2975,39,-16.2,20.6,0.0075,,
0.305,40,-15.4,20.6,0.007,,
0.3135,41,-14.5,20.6,0.0075,,
0.322,42,-13.6,20.6,0.0075,,
0.33,43,-12.7,20.6,0.0075,,
0.3385,44,-11.9,20.6,0.0075,,
0.347,45,-11.1,20.6,0.0075,,
0.3545,46,-10.4,20.6,0.007,,
0.363,47,-9.5,20.6,0.0075,,
0.3715,48,-8.8,20.6,0.0075,,
0.38,49,-8,20.6,0.0075,,
0.3885,50,-7.2,20.6,0.0075,,
0.397,51,-6.5,20.6,0.0075,,
0.4045,52,-5.8,20.6,0.007,,
0.413,53,-5,20.6,0.0075,,
0.421,54,-4.2,20.6,0.0075,,
0.4295,55,-3.2,20.6,0.0075,,
0.438,56,-2.3,20.6,0.0075,,
0.4465,57,-1.4,20.6,0.0075,,
0.455,58,-0.5,20.6,0.007,,
0.4625,59,0,20.6,0.007,,
0.471,60,0.2,20.6,0.0075,,
0.4795,61,0.9,20.6,0.0075,,
0.488,62,1.6,20.6,0.0075,,
0.496,63,2.4,20.6,0.0075,,
0.5045,64,3.7,20.6,0.0075,,
0.512,65,3.9,20.7,0.007,,
0.5205,66,4.6,20.7,0.0075,,
0.529,67,5.2,20.7,0.0075,,
0.5375,68,5.8,20.7,0.0075,,
0.546,69,6.4,20.6,0.0075,,
0.5545,70,6.9,20.7,0.007,,
0.562,71,7.6,20.7,0.007,,
0.5705,72,8.3,20.7,0.0075,,
0.579,73,9.1,20.7,0.0075,,
0.587,74,9.8,20.7,0.0075,,
0.5955,75,10.6,20.7,0.0075,,
0.604,76,11.4,20.6,0.007,,
0.6115,77,12.2,20.7,0.007,,
0.62,78,12.9,20.7,0.0075,,
0.6285,79,13.6,20.7,0.0075,,
0.637,80,14.3,20.7,0.0075,,
0.6455,81,15,20.7,0.0075,,
0.6535,82,15.7,20.7,0.0075,,
0.6615,83,16.4,20.7,0.0075,,
0.6695,84,17,20.7,0.0075,,
0.678,85,17.7,20.7,0.0075,,
0.6865,86,18.4,20.7,0.0075,,
0.695,87,19.1,20.7,0.0075,,
0.7035,88,19.8,20.7,0.0075,,
0.711,89,20.5,20.7,0.007,,
0.7195,90,21.2,20.7,0.0075,,
0.728,91,21.9,20.7,0.0075,,
0.7365,92,22.6,20.7,0.0075,,
0.7445,93,23.4,20.7,0.0075,,
0.753,94,24.1,20.7,0.007,,
0.761,95,24.7,20.7,0.0075,,
0.769,96,25.4,20.7,0.0075,,
0.7775,97,26.2,20.7,0.0075,,
0.786,98,26.9,20.7,0.0075,,
0.7945,99,27.6,20.7,0.0075,,
0.803,100,28.3,20.7,0.0075,,
0.8105,101,29,20.7,0.007,,
0.819,102,29.7,20.7,0.0075,,
0.8275,103,30.5,20.7,0.0075,,
0.836,104,31.3,20.7,0.0075,,
0.844,105,32,20.7,0.0075,,
0.8525,106,32.7,20.7,0.0075,,
0.86,107,33.5,20.7,0.007,,
0.8685,108,34.2,20.7,0.0075,,
0.877,109,35.1,20.7,0.0075,,
0.8855,110,35.8,20.7,0.0075,,
0.894,111,36.5,20.7,0.0075,,
0.9025,112,37.1,20.7,0.0075,,
0.91,113,37.8,20.7,0.007,,
0.9185,114,38.5,20.7,0.0075,,
0.927,115,39.3,20.7,0.0075,,
0.935,116,40.1,20.7,0.0075,,
0.9435,117,40.9,20.7,0.0075,,
0.952,118,41.7,20.7,0.0075,,
0.9595,119,42.5,20.7,0.007,,
0.968,120,43.2,20.7,0.0075,,
0.9765,121,44,20.7,0.0075,,
0.985,122,44.9,20.7,0.0075,,
0.9935,123,45.7,20.7,0.0075,,
1.002,124,46.4,20.7,0.0075,,
1.0095,125,47.2,20.7,0.007,,
1.018,126,48.1,20.7,0.0075,,
1.026,127,48.9,20.7,0.0075,,
1.0345,128,49.7,20.7,0.0075,,
1.043,129,50.5,20.7,0.0075,,
1.0515,130,51.4,20.7,0.0075,,
1.059,131,52.2,20.7,0.007,,
1.0675,132,53.1,20.7,0.0075,,
1.076,133,53.9,20.7,0.0075,,
1.0845,134,54.8,20.7,0.0075,,
1.093,135,55.6,20.7,0.0075,,
1.101,136,56.4,20.7,0.0065,,
1.109,137,57.3,20.7,0.0075,,
1.117,138,58.2,20.7,0.0075,,
1.1255,139,59.1,20.7,0.0075,,
1.134,140,60,20.7,0.0075,,
1.1425,141,61,20.7,0.0075,,
1.151,142,62,20.7,0.0075,,
1.1585,143,62.8,20.7,0.007,,
1.167,144,63.8,20.7,0.0075,,
1.1755,145,64.8,20.7,0.0075,,
1.1835,146,65.7,20.7,0.0075,,
1.192,147,66.8,20.7,0.0075,,
1.2005,148,67.9,20.7,0.0075,,
1.208,149,68.9,20.7,0.007,,
1.2165,150,69.9,20.7,0.0075,,
1.225,151,71,20.7,0.0075,,
1.2335,152,72.2,20.7,0.0075,,
1.242,153,73.3,20.7,0.0075,,
1.25,154,74.5,20.7,0.0075,,
1.2585,155,75.7,20.7,0.0075,,
1.2665,156,77,20.7,0.0075,,
1.2745,157,78.2,20.7,0.0075,,
1.283,158,79.5,20.7,0.0075,,
1.2915,159,80.8,20.7,0.0075,,
1.3,160,82.2,20.7,0.0075,,
1.3085,161,83.6,20.7,0.0075,,
1.316,162,85.1,20.7,0.007,,
1.3245,163,87,20.7,0.0075,,
1.333,164,88.8,20.7,0.0075,,
1.3415,165,90.6,20.7,0.0075,,
1.3495,166,92.3,20.7,0.0075,,
1.3575,167,93.9,20.7,0.0075,,
1.3655,168,95.8,20.7,0.0075,,
1.374,169,98.2,20.7,0.0075,,
1.3825,170,100.5,20.7,0.0075,,
1.391,171,102.9,20.7,0.0075,,
1.3995,172,105.4,20.7,0.0075,,
1.407,173,108,20.7,0.007,,
1.4155,174,111.2,20.7,0.0075,,
1.424,175,114.5,20.7,0.0075,,
1.4325,176,118,20.7,0.0075,,
1.4405,177,121.7,20.7,0.0075,,
1.449,178,125.9,20.7,0.0075,,
1.4565,179,129.9,20.7,0.007,,
1.465,180,134.2,20.7,0.0075,,
1.4735,181,138.6,20.7,0.0075,,
1.482,182,144,20.7,0.0075,,
1.4905,183,149,20.7,0.0075,,
1.499,184,153.2,20.7,0.0075,,
1.5065,185,156.6,20.7,0.007,,
1.515,186,160.6,20.7,0.0075,,
1.5235,187,164.2,20.7,0.0075,,
1.5315,188,167.6,20.7,0.0075,,
1.54,189,170.2,20.7,0.0075,,
1.5485,190,172.8,20.7,0.0075,,
1.557,191,174.8,20.7,0.0075,,
1.5645,192,177,20.7,0.007,,
1.573,193,179.1,20.7,0.0075,,
1.5815,194,180.8,20.7,0.0075,,
1.59,195,182.6,20.7,0.0075,,
1.5985,196,184.1,20.7,0.0075,,
1.606,197,185.1,20.7,0.007,,
1.606,437,189,20.7,0,,
1.6065,438,188.9,20.7,0.0005,,
1.608,439,188.9,20.7,0.001,,
1.6105,440,189,20.7,0.002,,
1.6145,441,189,20.7,0.003,,
1.6205,442,189.3,20.7,0.0045,,
1.629,443,189.9,20.7,0.0065,,
1.6365,444,190.6,20.7,0.006,,
1.645,445,191.4,20.7,0.007,,
1.6535,446,192.7,20.7,0.007,,
1.662,447,193.7,20.7,0.0065,,
1.67,448,194.7,20.7,0.006,,
1.6785,449,195.6,20.7,0.0065,,
1.686,450,196.4,20.7,0.006,,
1.6945,451,197.4,20.7,0.007,,
1.703,452,198.2,20.7,0.007,,
1.7115,453,199,20.7,0.0065,,
1.72,454,199.9,20.7,0.0065,,
1.7285,455,200.7,20.7,0.0065,,
1.736,456,201.4,20.7,0.006,,
1.7445,457,202.2,20.7,0.007,,
1.753,458,203,20.7,0.007,,
1.761,459,203.6,20.7,0.006,,
1.7695,460,204.2,20.7,0.0065,,
1.778,461,205,20.7,0.0065,,
1.7865,462,205.6,20.7,0.007,,
1.794,463,206,20.7,0.006,,
1.8025,464,206.7,20.7,0.007,,
1.811,465,207.3,20.7,0.0065,,
1.8195,466,208,20.7,0.0065,,
1.8275,467,208.4,20.7,0.006,,
1.836,468,209,20.7,0.0065,,
1.8435,469,209.5,20.7,0.006,,
1.852,470,210.2,20.7,0.007,,
1.8605,471,210.7,20.7,0.0065,,
1.869,472,211.2,20.7,0.0065,,
1.8775,473,211.7,20.7,0.0065,,
1.886,474,212.2,20.7,0.0065,,
1.8935,475,212.5,20.7,0.006,,
1.902,476,213,20.7,0.007,,
1.9105,477,213.5,20.7,0.007,,
1.9185,478,214,20.7,0.006,,
1.927,479,214.5,20.7,0.0065,,
1.9355,480,214.9,20.7,0.0065,,
1.943,481,215.3,20.7,0.006,,
1.9515,482,215.8,20.7,0.007,,
1.96,483,216.1,20.7,0.007,,
1.9685,484,216.6,20.7,0.0065,,
1.977,485,217,20.7,0.0065,,
1.9855,486,217.4,20.7,0.0065,,
1.993,487,217.7,20.7,0.006,,
2.0015,488,218.2,20.8,0.007,,
2.0095,489,218.6,20.7,0.0065,,
2.018,490,218.9,20.7,0.0065,,
2.0265,491,219.3,20.7,0.0065,,
2.035,492,219.7,20.7,0.0065,,
2.0425,493,220,20.7,0.006,,
2.051,494,220.3,20.7,0.007,,
2.0595,495,220.8,20.8,0.007,,
2.068,496,221.1,20.8,0.0065,,
2.0765,497,221.5,20.8,0.0065,,
2.0845,498,221.8,20.8,0.006,,
2.092,499,222,20.8,0.006,,
2.1005,500,222.4,20.7,0.007,,
2.109,501,222.8,20.7,0.007,,
2.1175,502,223.1,20.7,0.0065,,
2.126,503,223.5,20.8,0.0065,,
2.1345,504,223.8,20.7,0.0065,,
2.142,505,224,20.8,0.006,,
2.1505,506,224.3,20.8,0.007,,
2.159,507,224.6,20.8,0.007,,
2.167,508,224.9,20.8,0.006,,
2.1755,509,225.1,20.8,0.0065,,
2.184,510,225.4,20.8,0.0065,,
2.1925,511,225.7,20.8,0.007,,
2.2,512,226,20.8,0.006,,
2.2085,513,226.3,20.8,0.007,,
2.217,514,226.5,20.8,0.0065,,
2.2255,515,226.8,20.8,0.0065,,
2.2335,516,227.2,20.8,0.006,,
2.242,517,227.4,20.8,0.007,,
2.25,518,227.7,20.8,0.0065,,
2.258,519,227.9,20.8,0.0065,,
2.2665,520,228.2,20.8,0.0065,,
2.275,521,228.5,20.8,0.0065,,
2.2835,522,228.7,20.8,0.0065,,
2.292,523,228.8,20.8,0.007,,
2.2995,524,229.1,20.8,0.006,,
2.308,525,229.4,20.8,0.007,,
2.3165,526,229.7,20.8,0.0065,,
2.325,527,230,20.8,0.0065,,
2.333,528,230.2,20.8,0.006,,
2.3415,529,230.4,20.8,0.007,,
2.349,530,230.6,20.8,0.006,,
2.3575,531,230.9,20.8,0.007,,
2.366,532,231.2,20.8,0.0065,,
2.3745,533,231.4,20.8,0.0065,,
2.383,534,231.6,20.8,0.0065,,
2.3915,535,231.7,20.8,0.007,,
2.399,536,232,20.8,0.006,,
2.4075,537,232.2,20.8,0.007,,
2.416,538,232.5,20.8,0.0065,,
2.424,539,232.7,20.8,0.006,,
2.4325,540,233,20.8,0.0065,,
2.441,541,233.2,20.8,0.007,,
2.4485,542,233.3,20.8,0.006,,
2.457,543,233.4,20.8,0.007,,
2.4655,544,233.6,20.8,0.0065,,
2.474,545,233.9,20.8,0.0065,,
2.4815,546,234.2,20.8,0.006,,
2.4875,547,234.4,20.8,0.0045,,
2.4895,548,234.5,20.8,0.0015,,
2.4895,549,234.6,20.8,0,,
2.49,550,234.7,20.8,0.0005,,
2.4915,551,234.7,20.8,0.001,,
2.4935,552,234.7,20.8,0.0015,,
2.4965,553,234.7,20.8,0.0025,,
2.5005,554,234.8,20.8,0.0035,,
2.5065,555,234.9,20.8,0.005,,
2.5155,556,235,20.8,0.006,,
Scope 1/1, Sample 7/20 (Start 11c-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-56,20.7,NaN,,
0.001,1,-56,20.7,0.001,,
0.0025,2,-56,20.7,0.0015,,
0.005,3,-55.9,20.7,0.0025,,
0.0085,4,-56,20.7,0.003,,
0.0145,5,-56,20.7,0.0055,,
0.0225,6,-55.8,20.7,0.0075,,
0.031,7,-55.6,20.7,0.0075,,
0.0395,8,-55.1,20.7,0.0075,,
0.047,9,-54.7,20.7,0.007,,
0.0555,10,-54,20.7,0.0075,,
0.064,11,-53.2,20.7,0.0075,,
0.072,12,-52.4,20.7,0.0075,,
0.0805,13,-51.3,20.7,0.0075,,
0.089,14,-50.3,20.7,0.0075,,
0.0965,15,-49.2,20.7,0.007,,
0.105,16,-48.1,20.7,0.0075,,
0.1135,17,-46.9,20.7,0.0075,,
0.122,18,-45.6,20.7,0.0075,,
0.1305,19,-44.1,20.7,0.0075,,
0.1385,20,-42.6,20.7,0.0075,,
0.1465,21,-41.1,20.7,0.008,,
0.1545,22,-39.5,20.7,0.0075,,
0.163,23,-37.9,20.7,0.0075,,
0.1715,24,-36.3,20.7,0.0075,,
0.18,25,-34.6,20.7,0.0075,,
0.1885,26,-32.9,20.7,0.0075,,
0.197,27,-31.5,20.7,0.0085,,
0.2045,28,-30,20.7,0.007,,
0.213,29,-28.6,20.7,0.0075,,
0.2215,30,-27.1,20.7,0.0075,,
0.2295,31,-25.8,20.7,0.0075,,
0.238,32,-24.6,20.7,0.0075,,
0.2465,33,-23.6,20.7,0.0085,,
0.254,34,-22.4,20.7,0.007,,
0.2625,35,-21.2,20.7,0.0075,,
0.271,36,-20,20.7,0.0075,,
0.2795,37,-18.9,20.7,0.0075,,
0.288,38,-17.8,20.7,0.0075,,
0.296,39,-16.8,20.7,0.0075,,
0.304,40,-15.8,20.7,0.0075,,
0.312,41,-14.9,20.7,0.0075,,
0.3205,42,-14,20.7,0.0075,,
0.329,43,-13.1,20.7,0.0075,,
0.3375,44,-12.1,20.7,0.0075,,
0.346,45,-11.3,20.7,0.0075,,
0.3545,46,-10.5,20.7,0.0085,,
0.362,47,-9.7,20.7,0.007,,
0.3705,48,-8.8,20.7,0.0075,,
0.3785,49,-8,20.7,0.0075,,
0.387,50,-7.2,20.7,0.0075,,
0.3955,51,-6.5,20.7,0.0075,,
0.404,52,-5.7,20.7,0.0075,,
0.4115,53,-5,20.7,0.007,,
0.42,54,-4,20.7,0.0075,,
0.4285,55,-3.1,20.7,0.0075,,
0.437,56,-2.2,20.7,0.0075,,
0.4455,57,-1.2,20.7,0.0075,,
0.4535,58,-0.4,20.7,0.0075,,
0.4615,59,0.1,20.7,0.0075,,
0.4695,60,0.2,20.7,0.0075,,
0.478,61,1,20.7,0.0075,,
0.4865,62,1.8,20.7,0.0075,,
0.495,63,2.9,20.7,0.0075,,
0.5035,64,3.9,20.7,0.0075,,
0.511,65,4.1,20.7,0.007,,
0.5195,66,4.9,20.7,0.0075,,
0.528,67,5.5,20.7,0.0075,,
0.5365,68,6,20.7,0.0075,,
0.5445,69,6.7,20.7,0.0075,,
0.553,70,7.2,20.7,0.0085,,
0.5605,71,7.8,20.7,0.007,,
0.569,72,8.6,20.7,0.0075,,
0.5775,73,9.5,20.7,0.0075,,
0.586,74,10.4,20.7,0.0075,,
0.5945,75,11.1,20.7,0.0075,,
0.602,76,11.8,20.7,0.0075,,
0.6105,77,12.5,20.7,0.0075,,
0.619,78,13.3,20.7,0.0075,,
0.6275,79,14.1,20.7,0.0075,,
0.636,80,14.8,20.7,0.0075,,
0.644,81,15.4,20.7,0.0075,,
0.6525,82,16,20.7,0.0085,,
0.66,83,16.8,20.7,0.007,,
0.6685,84,17.5,20.7,0.0075,,
0.677,85,18.2,20.7,0.0075,,
0.6855,86,18.9,20.7,0.0075,,
0.694,87,19.5,20.7,0.0075,,
0.7015,88,20.2,20.7,0.0075,,
0.71,89,21,20.7,0.0075,,
0.7185,90,21.6,20.7,0.0075,,
0.727,91,22.3,20.7,0.0075,,
0.735,92,23,20.7,0.0075,,
0.7435,93,23.7,20.7,0.0075,,
0.751,94,24.4,20.7,0.007,,
0.7595,95,25,20.7,0.0075,,
0.768,96,25.8,20.7,0.0075,,
0.7765,97,26.5,20.7,0.0075,,
0.785,98,27.3,20.7,0.0075,,
0.7935,99,28,20.7,0.0075,,
0.802,100,28.6,20.7,0.0085,,
0.8095,101,29.3,20.7,0.007,,
0.818,102,30,20.7,0.0075,,
0.826,103,30.8,20.7,0.0075,,
0.8345,104,31.6,20.7,0.0075,,
0.843,105,32.3,20.7,0.0075,,
0.8515,106,33,20.7,0.0085,,
0.859,107,33.7,20.7,0.007,,
0.8675,108,34.5,20.7,0.0075,,
0.876,109,35.3,20.7,0.0075,,
0.8845,110,36,20.7,0.0075,,
0.8925,111,36.7,20.7,0.0075,,
0.901,112,37.5,20.7,0.0075,,
0.9085,113,38.2,20.7,0.007,,
0.917,114,39,20.7,0.0075,,
0.9255,115,39.9,20.7,0.0075,,
0.934,116,40.6,20.7,0.0075,,
0.9425,117,41.3,20.7,0.0075,,
0.951,118,42.1,20.7,0.0075,,
0.9585,119,42.8,20.7,0.007,,
0.967,120,43.6,20.7,0.0075,,
0.9755,121,44.4,20.7,0.0075,,
0.9835,122,45.2,20.7,0.0075,,
0.992,123,46,20.7,0.0075,,
1.0005,124,46.8,20.7,0.0075,,
1.008,125,47.6,20.7,0.007,,
1.0165,126,48.5,20.7,0.0075,,
1.025,127,49.3,20.7,0.0075,,
1.0335,128,50.1,20.7,0.0075,,
1.042,129,51,20.7,0.0075,,
1.0505,130,51.8,20.7,0.0075,,
1.058,131,52.6,20.7,0.007,,
1.0665,132,53.6,20.7,0.0075,,
1.0745,133,54.5,20.7,0.0075,,
1.083,134,55.5,20.7,0.0075,,
1.0915,135,56.4,20.7,0.0075,,
1.1,136,57.3,20.7,0.0075,,
1.1075,137,58.1,20.7,0.007,,
1.116,138,59.1,20.7,0.0075,,
1.1245,139,60.1,20.7,0.0075,,
1.133,140,61.1,20.7,0.0075,,
1.1415,141,62,20.7,0.0075,,
1.1495,142,63,20.7,0.0075,,
1.1575,143,63.9,20.7,0.0075,,
1.1655,144,64.9,20.7,0.0075,,
1.174,145,65.9,20.7,0.0075,,
1.1825,146,67,20.7,0.0075,,
1.191,147,68.1,20.7,0.0075,,
1.1995,148,69.1,20.7,0.0075,,
1.207,149,70.2,20.7,0.007,,
1.2155,150,71.3,20.7,0.0075,,
1.224,151,72.4,20.7,0.0075,,
1.232,152,73.5,20.7,0.0075,,
1.2405,153,74.7,20.7,0.0075,,
1.249,154,75.9,20.7,0.0075,,
1.2565,155,77.2,20.7,0.007,,
1.265,156,78.6,20.7,0.0075,,
1.2735,157,79.9,20.7,0.0075,,
1.282,158,81.2,20.7,0.0075,,
1.2905,159,82.7,20.7,0.0075,,
1.299,160,84.1,20.7,0.0075,,
1.307,161,85.6,20.7,0.008,,
1.315,162,87.3,20.7,0.0075,,
1.323,163,89,20.7,0.0075,,
1.3315,164,90.8,20.7,0.0075,,
1.34,165,92.4,20.7,0.0075,,
1.3485,166,94.3,20.7,0.0075,,
1.357,167,96.1,20.7,0.0085,,
1.3645,168,98.3,20.7,0.007,,
1.373,169,100.6,20.7,0.0075,,
1.3815,170,103.2,20.7,0.0075,,
1.39,171,105.8,20.7,0.0075,,
1.398,172,108.8,20.7,0.0075,,
1.4065,173,111.7,20.7,0.0085,,
1.414,174,115,20.7,0.007,,
1.4225,175,118.2,20.7,0.0075,,
1.431,176,121.9,20.7,0.0075,,
1.4395,177,125.6,20.7,0.0075,,
1.448,178,129.6,20.7,0.0075,,
1.4565,179,134.4,20.7,0.0075,,
1.464,180,139,20.7,0.007,,
1.4725,181,143.3,20.7,0.0075,,
1.481,182,148.1,20.7,0.0075,,
1.489,183,152.9,20.7,0.0075,,
1.4975,184,157.5,20.7,0.0075,,
1.506,185,160.9,20.7,0.0075,,
1.5135,186,164.2,20.7,0.007,,
1.522,187,167.2,20.7,0.0075,,
1.5305,188,169.9,20.7,0.0075,,
1.539,189,172.4,20.7,0.0075,,
1.5475,190,174.8,20.7,0.0075,,
1.5555,191,177.1,20.7,0.0075,,
1.5635,192,178.9,20.7,0.0075,,
1.5715,193,180.3,20.7,0.0075,,
1.58,194,181.9,20.7,0.0075,,
1.5885,195,183.4,20.7,0.0075,,
1.599,196,185.1,20.7,0.0075,,
1.599,436,188.9,20.8,0,,
1.5995,438,188.9,20.8,0.0005,,
1.601,439,188.8,20.8,0.0025,,
1.6035,440,188.8,20.8,0.0035,,
1.608,441,188.9,20.8,0.0065,,
1.614,442,189.2,20.8,0.0085,,
1.6225,443,189.9,20.8,0.012,,
1.63,444,190.6,20.8,0.0125,,
1.6385,445,191.8,20.8,0.014,,
1.647,446,192.7,20.8,0.014,,
1.6555,447,193.8,20.8,0.012,,
1.6635,448,194.8,20.8,0.0115,,
1.672,449,195.8,20.8,0.012,,
1.68,450,196.7,20.8,0.0135,,
1.688,451,197.4,20.8,0.0135,,
1.6965,452,198.4,20.8,0.014,,
1.705,453,199.2,20.8,0.012,,
1.7135,454,200,20.8,0.012,,
1.722,455,200.7,20.8,0.012,,
1.7295,456,201.5,20.8,0.0125,,
1.738,457,202.2,20.8,0.014,,
1.7465,458,203,20.8,0.014,,
1.7545,459,203.7,20.8,0.0115,,
1.763,460,204.3,20.8,0.012,,
1.7715,461,205,20.8,0.012,,
1.779,462,205.6,20.8,0.0125,,
1.7875,463,206.2,20.8,0.014,,
1.796,464,206.9,20.8,0.014,,
1.8045,465,207.5,20.8,0.012,,
1.813,466,208,20.8,0.012,,
1.8215,467,208.5,20.8,0.012,,
1.829,468,209,20.8,0.0125,,
1.8375,469,209.7,20.8,0.014,,
1.8455,470,210.2,20.8,0.0135,,
1.854,471,210.8,20.8,0.012,,
1.8625,472,211.3,20.8,0.012,,
1.871,473,211.9,20.8,0.012,,
1.8785,474,212.2,20.8,0.0125,,
1.887,475,212.7,20.8,0.014,,
1.8955,476,213.2,20.8,0.014,,
1.904,477,213.7,20.8,0.012,,
1.9125,478,214.2,20.8,0.012,,
1.9205,479,214.7,20.8,0.0115,,
1.929,480,214.9,20.8,0.014,,
1.9365,481,215.3,20.8,0.0125,,
1.945,482,215.7,20.8,0.014,,
1.9535,483,216.2,20.8,0.012,,
1.962,484,216.7,20.8,0.012,,
1.9705,485,217.2,20.8,0.012,,
1.979,486,217.5,20.8,0.014,,
1.9865,487,217.9,20.8,0.0125,,
1.995,488,218.2,20.8,0.014,,
2.003,489,218.6,20.8,0.0135,,
2.0115,490,219,20.8,0.012,,
2.02,491,219.3,20.8,0.012,,
2.0285,492,219.8,20.8,0.012,,
2.036,493,220.2,20.8,0.0125,,
2.0445,494,220.5,20.8,0.014,,
2.053,495,220.7,20.8,0.014,,
2.0615,496,221.1,20.8,0.012,,
2.07,497,221.5,20.8,0.012,,
2.078,498,221.8,20.8,0.0115,,
2.086,499,222.2,20.8,0.0135,,
2.094,500,222.4,20.8,0.0135,,
