"SampleID","TA","Mass","Sample.Index"
"junk1",2240.87666057977,60.3565,1
"junk2",2216.06941082764,60.15,2
"junk3",2219.14476088475,60.0518,3
"C28_END",1930.02850722112,59.9618,4
"tank1",1835.78091850323,60.2085,5
"tank2",1832.75266504561,59.7448,6
"tank3",1801.7247614084,60.008,7
"tank4",1840.08136919505,59.7079,8
"tank5",1820.19488646597,59.6777,9
"tank6",1793.17336580955,60.1111,10
"tank7",1813.06868809551,60.2834,11
"tank8",1832.8017133332,60.2983,12
"tank9",1833.18757019245,59.9585,13
"tank10",1827.14064060884,59.9786,14
"tank11",1848.37430582046,60.4389,15
"tank12",1820.07411419298,59.8491,16
"tank13",1812.15165541041,59.7479,17
"tank14",1834.61212655815,59.7635,18
"tank15",1816.17544417333,59.7573,19
"tank17",1805.6492267647,60.3343,20
"tank18",1825.7158282674,60.1752,21
"tank19",1800.70525316015,59.7449,22
"T15_13",2362.22732337018,60.2734,23
"T15_35",2356.84842368748,60.3693,24
"T15_66",2336.27462290559,60.3473,25
"T15_Blank",2243.73324432886,60.0404,26
"T15_initial_1",2334.33981208329,59.95,27
"T15_initial_2",2331.71713002331,60.2368,28
"T15_initial_3",2346.58027676576,59.7591,29
