"SampleID","TA","Mass","Sample.Index","TA_evap"
"junk1",2384.95496832153,60.1157,1,2384.95496832153
"junk2",2335.21694109275,60.1391,2,2333.88329349647
"RUN1L_CH4-5_INITIAL_20230325",2352.86757638166,59.8385,3,2350.18165449082
"RUN1L_CH1-3_INITIAL_20230325",2332.18003023407,60.0956,4,2328.18884934947
"RUN1_CH8_A1_LOW_20230325",2361.4219792956,59.8243,5,2356.03675243289
"RUN1_CH6-7_INITIAL_20230325",2374.95390726228,59.8245,6,2368.18765681424
"RUN1_CH8-9_INITIAL_20230325",2373.47866363093,60.0039,7,2365.36882765041
"RUN1_CH6_A1_LOW_20230325",2388.95607901629,60.3043,8,2379.43832571343
"RUN1_CH1_A1_HIGH_20230325",2361.56377231189,60.1,9,2350.81717949136
"RUN1_CH2_B2_HIGH_20230325",2354.67363125329,59.9779,10,2342.62584121277
"RUN1_CH9_B1_HIGH_20230325",2363.11976566704,59.9832,11,2349.69294881666
"RUN1_CH4_A2_HIGH_20230325",2385.19890541521,59.9466,12,2370.29987761307
"RUN1_CH7_B1_LOW_20230325",2372.28303418075,60.3767,13,2356.12673655863
"RUN1_CH3_BANK_2023032",2362.46451906783,60.4886,14,2345.04419079336
"RUN1_CH5_B2_LOW_20230325",2364.60862835701,60.1747,15,2345.84189321132
"RUN2_CH1_B4_HIGH_20230326",2319.23090796255,59.9945,16,2299.52073027448
"RUN2_CH9_A3_HIGH_20230326",2330.41390858397,59.8155,17,2309.30030578819
"RUN2_CH7_B4_LOW_20230326",2223.72849730911,59.9562,18,2202.33439178888
"RUN2_CH6_B3_HIGH_20230326",2288.86890624115,60.1594,19,2265.56594226359
"RUN2_CH8-9_INITIAL_20230326",2353.40053722972,59.9307,20,2328.12376492483
"RUN2_CH2_A4_LOW_20230326",2315.53895228382,60.4167,21,2289.37467033711
"RUN2_CH5_B3_LOW_20230326",2318.84430008274,60.3666,22,2291.3481226114
"RUN2_CH3_A4_HIGH_20230326",2325.66780413035,59.889,23,2296.79382462084
"RUN2_CH4_A3_LOW_20230326",2359.51340506953,59.8503,24,2328.90494014195
"RUN2_CH1-3_INITIAL_0230326",2354.44544257111,59.6436,25,2322.59274210791
"RUN2_CH4-5_INITIAL_20230326",2348.11591487827,60.2529,26,2315.04385973914
"RUN2_CH8_BLANK_20230326",2342.53072022918,60.386,27,2308.23691464024
"RUN2_CH6-7_INITIAL_20230326",2341.49570882552,59.7413,28,2305.91867779666
"RUN3_CH1-3_INITIAL_20230326",2349.63331348437,60.4241,29,2312.63121405942
"RUN3_CH3_A6_HIGH_20230326",2356.44874273385,60.2434,30,2318.03558166624
"RUN3_CH1_BLANK_20230326",2352.21819646387,59.3134,31,2312.57406955717
"RUN3_CH7_A6_LOW_20230326",2370.54942470963,60.2776,32,2329.28775589099
"RUN3_CH6_B6_LOW_20230326",2315.20020726427,59.7657,33,2273.62534383416
"RUN3_CH4-5_INITIAL_20230326",2339.0537249734,60.2468,34,2295.76220903166
"RUN3_CH8-9_INITIAL_20230326",2334.04140540004,60.336,35,2289.5585535034
"RUN3_CH5_B6_HIGH_20230326",2369.85600301719,60.4491,36,2323.38823825215
"RUN3_CH9_B5_HIGH_20230326",2293.44074649809,59.5252,37,2247.21237758771
"RUN3_CH4_A5_HIGH_20230326",2382.89654930065,60.4229,38,2333.55845622616
"RUN3_CH6-7_INITIAL_20230326",2364.57974625228,60.0047,39,2314.32581428495
"RUN3_CH8_B5_LOW_20230326",2331.79819862226,60.0634,40,2280.96525857404
