Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,4/5/2023 11:35:35 AM,OK,Unchecked,0,,25.0,°C,,2.518,mL,,60.116,g,,60.1157,g,,1.0,g/mL
2,junk2,4/5/2023 11:46:31 AM,OK,Unchecked,0,,25.0,°C,,2.487,mL,,60.139,g,,60.1391,g,,1.0,g/mL
3,RUN1L_CH4-5_INITIAL_20230325,4/5/2023 11:57:15 AM,OK,Unchecked,0,,25.0,°C,,2.468,mL,,59.838,g,,59.8385,g,,1.0,g/mL
4,RUN1L_CH1-3_INITIAL_20230325,4/5/2023 12:07:56 PM,OK,Unchecked,0,,25.0,°C,,2.488,mL,,60.096,g,,60.0956,g,,1.0,g/mL
5,RUN1_CH8_A1_LOW_20230325,4/5/2023 12:18:41 PM,OK,Unchecked,0,,25.0,°C,,2.518,mL,,59.824,g,,59.8243,g,,1.0,g/mL
6,RUN1_CH6-7_INITIAL_20230325,4/5/2023 12:29:29 PM,OK,Unchecked,0,,25.0,°C,,2.499,mL,,59.824,g,,59.8245,g,,1.0,g/mL
7,RUN1_CH8-9_INITIAL_20230325,4/5/2023 12:40:14 PM,OK,Unchecked,0,,25.0,°C,,2.522,mL,,60.004,g,,60.0039,g,,1.0,g/mL
8,RUN1_CH6_A1_LOW_20230325,4/5/2023 12:51:02 PM,OK,Unchecked,0,,25.0,°C,,2.531,mL,,60.304,g,,60.3043,g,,1.0,g/mL
9,RUN1_CH1_A1_HIGH_20230325,4/5/2023 1:01:52 PM,OK,Unchecked,0,,25.0,°C,,2.514,mL,,60.100,g,,60.1000,g,,1.0,g/mL
10,RUN1_CH2_B2_HIGH_20230325,4/5/2023 1:12:40 PM,OK,Unchecked,0,,25.0,°C,,2.506,mL,,59.978,g,,59.9779,g,,1.0,g/mL
