"SampleID","TA","Mass","Sample.Index"
"RB1-7-Light",2321.62006384237,59.9375,1
"RB4-1-Light",2320.40197831654,60.3574,2
"RB3-1-Light",2317.49507694418,60.0756,3
"RB2-1-Light",2319.94272498257,60.3432,4
"RB1-1-Light",2231.48321415726,59.8524,5
"OF4-1-Light",2312.58051363546,59.8547,6
"OF3-1-Light",2313.78887746762,60.371,7
"OF2-1-Light",2329.80535112131,60.1888,8
"OF1-1-Light",2316.01219310107,60.2584,9
"BK2-1-Light",2330.43993030405,60.0787,10
"BK1-1-Light",2325.13786462774,60.1039,11
"start 1c-Light",2334.55581884826,60.3035,12
"start 1b-Light",2337.9223078844,60.0574,13
"start 1a-Light",2335.48368942088,60.0546,14
"OF4-7-Light",2296.37652981703,59.9193,15
"BK2-7-Light",2315.75825824436,59.7992,16
"OF1-7-Light",2307.18651457156,60.1468,17
"start 7c -Light",2314.81608598676,59.9435,18
"BK1-7-Dark",2315.97116234073,59.9232,19
"start 7c -Dark",2318.75463538993,60.2275,20
"start 7b -Dark",2317.8803487079,59.8179,21
"start 7a -Dark",2316.3645621427,60.2269,22
"BK2-10-Dark",2327.80749998699,59.9723,23
"OF2-10-Light",2326.80606739217,60.2778,24
"RB4-10-Light",2329.58103808054,59.931,25
"OF2-10-Dark",2318.42850502209,60.1272,26
"OF1-10-Dark",2327.21155893241,60.0625,27
"BK2-10-Light",2347.32901839794,60.1089,28
