"SampleID","TA","Mass","Sample.Index"
"Junk",2301.85292955394,60.0386,1
"RB4-9-Dark",2329.00996953453,59.812,2
"RB3-9-Dark",2328.40245267527,59.7756,3
"RB2-9-Dark",2335.3678708391,59.8642,4
"RB1-9-Dark",2338.45314234917,60.1477,5
"OF4-9-Dark",2325.34736053276,60.3815,6
"OF1-9-Dark",2332.5933055644,60.1136,7
"BK2-9-Dark",2328.51566147148,60.2432,8
"start 9c-Dark",2330.86150218234,59.9882,9
"start 9b-Dark",2327.04248571992,59.7653,10
"start 9a-Dark",2327.1645010192,59.889,11
"RB4-9-Light",2336.41940826857,60.2844,12
"RB3-9-Light",2330.33284875189,59.911,13
"RB1-9-Light",2340.62383553584,60.0733,14
"OF4-9-Light",2310.99633493965,60.0591,15
"OF2-9-Light",2325.30096635144,59.9245,16
"OF1-9-Light",2303.23074307645,60.087,17
"BK2-9-Light",2343.93480734714,60.0778,18
"BK1-9-Light",2345.8423871307,59.8538,19
"start 9c-Light",2343.56622497897,60.1927,20
"start 9b-Light",2344.74927420661,59.9588,21
"start 9a-Light",2341.58120470112,60.1671,22
"CRM",2223.99797887852,60.016,23
