Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample Index In Scope,Sample ID1,Sample start time,Overall State,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],,Density [g/m L],Unit of Density [g/m L]
1,junk1,9/15/2023 12:59:15 PM,OK,Unchecked,0,,25.0,°C,,1.798,mL,,59.557,g,,59.5572,g,,1.0,g/mL
2,junk2,9/15/2023 1:08:45 PM,OK,Unchecked,0,,25.0,°C,,1.792,mL,,60.078,g,,60.0784,g,,1.0,g/mL
3,DI_F_1,9/15/2023 1:18:08 PM,OK,Unchecked,0,,25.0,°C,,1.792,mL,,60.004,g,,60.0044,g,,1.0,g/mL
4,DI_F_2,9/15/2023 1:27:32 PM,OK,Unchecked,0,,25.0,°C,,1.764,mL,,59.608,g,,59.6075,g,,1.0,g/mL
5,DI_F_3,9/15/2023 1:36:49 PM,OK,Unchecked,0,,25.0,°C,,1.798,mL,,60.398,g,,60.3977,g,,1.0,g/mL
6,A_F_1,9/15/2023 1:46:10 PM,OK,Unchecked,0,,25.0,°C,,1.746,mL,,59.532,g,,59.5321,g,,1.0,g/mL
7,A_F_2,9/15/2023 1:55:26 PM,OK,Unchecked,0,,25.0,°C,,1.766,mL,,60.272,g,,60.2717,g,,1.0,g/mL
8,A_F_3,9/15/2023 2:04:46 PM,OK,Unchecked,0,,25.0,°C,,1.757,mL,,60.386,g,,60.3864,g,,1.0,g/mL
9,RW1_D_2023-7-31,9/15/2023 2:14:04 PM,OK,Unchecked,0,,25.0,°C,,1.736,mL,,59.637,g,,59.6372,g,,1.0,g/mL
10,RW3_D_2023-7-31,9/15/2023 2:23:19 PM,OK,Unchecked,0,,25.0,°C,,1.698,mL,,59.684,g,,59.6840,g,,1.0,g/mL
11,RW5_D_2023-7-31,9/15/2023 2:32:27 PM,OK,Unchecked,0,,25.0,°C,,1.742,mL,,60.092,g,,60.0921,g,,1.0,g/mL
12,OO_D_2023-7-31,9/15/2023 2:41:42 PM,OK,Unchecked,0,,25.0,°C,,1.730,mL,,60.136,g,,60.1364,g,,1.0,g/mL
13,P1_D_2023-7-31,9/15/2023 2:50:55 PM,OK,Unchecked,0,,25.0,°C,,1.696,mL,,59.958,g,,59.9575,g,,1.0,g/mL
14,B1_D_2023-7-31,9/15/2023 3:00:03 PM,OK,Unchecked,0,,25.0,°C,,1.713,mL,,60.042,g,,60.0425,g,,1.0,g/mL
15,B3_D_2023-7-31,9/15/2023 3:09:14 PM,OK,Unchecked,0,,25.0,°C,,1.701,mL,,60.024,g,,60.0245,g,,1.0,g/mL
16,B5_D_2023-7-31,9/15/2023 3:18:23 PM,OK,Unchecked,0,,25.0,°C,,1.694,mL,,60.072,g,,60.0717,g,,1.0,g/mL
SystemInternal9/15/2023 3:51:52 PM,,,,,,,,,,,,,,,,,,1/1,,
