"SampleID","TA","Mass","Sample.Index"
"junk1",2364.0834872482,60.4025,1
"junk2",2379.65864981886,60.0057,2
"junk3",2342.70602970499,59.8992,3
"CRM",2227.73670952423,60.4701,4
