"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk",2278.08125180277,59.6249,1,2278.08125180277
"Sump",2214.74290947629,60.04,2,2213.4780648678
"Tank 1",2219.16503233093,59.9075,3,2216.63173891502
"Tank 5",2212.23718180918,59.9681,4,2208.45126535429
"Tank 13",2219.76364963817,59.9638,5,2214.70147483854
"Tank 20",2225.03716828505,60.0166,6,2218.69803105347
