"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2277.17978716658,60.0818,1,2277.17978716658
"Junk2",2221.27418762393,59.6659,2,2220.00561298794
"CRM",2245.15891709813,59.9965,3,2242.59595029779
