"SampleID","TA","Mass","Sample.Index","TA_evap"
"Junk1",2266.90826635366,60.4592,1,2266.90826635366
"Junk2",2338.91435229028,60.004,2,2337.57859309423
"Sump6",2269.54763195849,60.0331,3,2266.95682415945
"Sump7",2237.21651798874,59.916,4,2233.38785309772
"Tank1",2269.56875328103,59.9408,5,2264.39299785736
"Tank2",2219.32354980387,60.001,6,2213.00069068762
"Tank3",2213.33135623121,60.0953,7,2205.76872061767
"Tank4",2258.74717302893,60.1259,8,2249.7481803077
"Tank7",2218.67682789494,60.0312,9,2208.58046007744
"Tank8",2230.35729329631,59.9724,10,2218.94557320553
"Tank9",2216.52050890647,59.9578,11,2203.92664237859
"Tank10",2223.55153473044,60.2606,12,2209.66222928919
"Tank11",2220.32202513623,60.031,13,2205.20064925562
"Tank12",2214.02346708189,60.0489,14,2197.6977126451
"Tank13",2216.524413616,60.1872,15,2198.93295001588
"Tank14",2220.49824922363,60.1069,16,2201.62715928688
"Tank15",2216.52800529843,60.0661,17,2196.44621136594
"Tank16",2216.46845427524,60.2626,18,2195.14419636767
"Tank17",2215.25783006258,60.1009,19,2192.7043001185
"Tank18",2219.75693641749,59.9504,20,2195.91556740001
"Tank19",2273.13160077086,59.213,21,2247.44649793729
"Tank20",2217.14630793138,60.1102,22,2190.85603550532
