"SampleID","TA","Mass","Sample.Index"
"T1",2454.66021593155,69.7773,1
"T2",2274.78528447539,69.6153,2
"T3",2266.23068114451,70.2288,3
"T4",2271.68362037228,70.2419,4
"T5",2269.60215880433,69.9222,5
"T6",2272.27376112393,70.2779,6
"T7",2269.37470089103,70.1557,7
"T8",2273.22376555161,70.314,8
"T9",2268.61110347449,70.1285,9
"T10",2268.50846336699,70.3027,10
"T11",2274.41006086308,70.2168,11
"T12",2278.68212843156,70.2751,12
"T13",2284.17872976069,70.3653,13
"T14",2286.69675887876,69.8996,14
"T15",2306.81482217918,70.1018,15
"T16",2309.59236863841,69.9311,16
"T17",2275.80289123583,70.0536,17
"T18",2279.55619078852,70.0252,18
"T19",2279.04446168771,69.9859,19
"T20",2275.43773541058,69.9535,20
