"SampleID","TA","Mass","Sample.Index"
"junk",2248.20383259058,59.8761,1
"b1r25",2195.93568969176,59.8586,2
"b2r25",2197.78341419367,60.3121,3
"b3r25",2195.33215453533,59.6359,4
"01r25",2182.96333037147,59.5688,5
"02r25",2195.82860184098,60.1666,6
"03r25",2069.48169346417,59.588,7
"04r25",2190.61908207292,60.3279,8
"05r25",2160.04636208607,60.4013,9
"06r25",2196.56207359138,60.3209,10
"07r25",2118.97027936845,59.5638,11
"08r25",2132.34529477283,60.3659,12
"09r25",2082.55738130063,60.1029,13
"10r25",2197.26794391439,59.7156,14
"11r25",2179.47561490426,59.8736,15
"12r25",2138.31176497462,60.483,16
"b1r26",2213.88324823126,59.8829,17
"b2r26",2207.40749160001,60.1964,18
"b3r26",2206.71082554984,60.0628,19
"01r26",2091.61078578983,59.6588,20
"02r26",2167.64158364695,59.6378,21
"03r26",2168.20769394192,60.1575,22
"04r26",2211.30185040785,60.0225,23
"05r26",2123.21717996496,60.1411,24
"06r26",2139.76111698157,60.2306,25
"07r26",2154.20775837638,59.7399,26
"08r26",2133.70254769726,59.7855,27
"09r26",2201.59166979726,60.1143,28
"10r26",2169.46792377273,60.4414,29
"11r26",2183.26319778697,60.017,30
"12r26",2108.70255120374,60.2827,31
